Class-IRI	Class-Text
fma:External_capsule	external capsule <sep> capsula externa
fma:External_intercostal_muscle	external intercostal muscle <sep> musculi intercostales externi <sep> musculus intercostalis externa
fma:Vocalis	vocal muscle <sep> vocalis <sep> musculus vocalis
fma:Internal_granular_layer_of_cerebral_cortex	internal granular lamina of cerebral cortex <sep> internal granular layer of cerebral cortex <sep> lamina iv <sep> type 4 ayer of cerebral cortex <sep> type iv layer of cerebral cortex
fma:Laminin	laminin
fma:Iliocostalis_thoracis	iliocostalis thoracis
fma:Capitate	capitate <sep> capitate bone <sep> os magnum (carpus) <sep> os capitatum
fma:Venous_sinus_of_red_pulp_of_spleen	splenic sinus <sep> venous sinus of red pulp of spleen <sep> sinus lienalis <sep> sinus splenicus
fma:Pronator_teres	pronator teres <sep> musculus pronator teres
fma:Inner_membrane_of_mitochondrion	inner membrane of mitochondrion <sep> inner mitochondrial membrane <sep> membran mitochondrialis interna
fma:Tibial_nerve	medial popliteal nerve <sep> tibial nerve <sep> nervus tibialis
fma:Set_of_minor_salivary_glands	minor salivary glands <sep> minor salivary glands set <sep> set of minor salivary glands <sep> glandulae salivariae minores
fma:Epithelium_of_choroid_plexus_of_fourth_ventricle	epithelium of choroid plexus of fourth ventricle
fma:Epiglottic_cartilage	epiglottic cartilage <sep> cartilago epiglottica
fma:Symphysis	secondary cartilaginous joint <sep> symphysis
fma:Thoracic_duct	thoracic duct <sep> trunk of thoracic duct tree <sep> ductus thoracicus
fma:Internal_thoracic_vein	internal thoracic vein
fma:Sebaceous_gland	sebaceous gland <sep> glandula sebacea
fma:Distal_medial_striate_artery	distal medial striate artery <sep> heubner's recurrent artery <sep> arteria striata medialis distalis
fma:Ampullary_crest_of_semicircular_duct	ampullary crest <sep> ampullary crest of semicircular duct <sep> crista ampullaris
fma:Nucleosome	dna protein particle <sep> nucleosome
fma:External_supporting_cell_of_vestibular_epithelium	cell of claudius <sep> claudius cell <sep> external supporting cell of claudius <sep> external supporting cell of vestibular epithelium
fma:Macula_lutea	macula <sep> macula lutea
fma:Lesser_curvature_of_stomach	lesser curvature of stomach <sep> curvatura minor gastricae
fma:Transport_vesicle	transport vesicle
fma:Muscle_of_abdomen	abdominal muscle <sep> abdominal wall muscle <sep> muscle of abdomen
fma:Hypothalamus	hypothalamus <sep> preoptico-hypothalamic area <sep> preoptico-hypothalamic region
fma:Intestine	bowel <sep> intestine
fma:Posterior_wall_of_pharynx	dorsal pharyngeal wall <sep> dorsal wall of pharynx <sep> posterior wall of pharynx
fma:Perimysium	fascia of muscle fasciculus <sep> perimysium
fma:Rostrum_of_corpus_callosum	corpus callosum rostrum <sep> rostrum of corpus callosum <sep> rostrum corporis callosi <sep> rostrum corpus callosi
fma:Stratified_columnar_epithelium	epithelium stratificatum columnare <sep> stratified columnar epithelium
fma:Lingula_of_left_lung	left pulmonary lingula <sep> lingula of left lung <sep> lingula of lung <sep> lingula pulmonis sinistri
fma:Connective_tissue_cell	cell of connective tissue <sep> connective tissue cell
fma:Blastocyst	blastocyst <sep> blastula
fma:Purine	purine
fma:Fetus	fetus
fma:Tarsal_plate_of_eyelid	tarsal plate <sep> tarsal plate of eyelid
fma:Ventral	ventral
fma:Interleukin_13	interleukin-13
fma:Extraglomerular_mesangial_cell	extraglomerular mesangial cell <sep> lacis cell <sep> polkissen cell
fma:Scapula	scapula <sep> shoulder blade
fma:Luminal	luminal
fma:Bulbar_conjunctiva	bulbar conjunctiva <sep> tunica conjunctiva bulbi
fma:Pronephros	pronephros
fma:Chondrocyte	cartilage cell <sep> chondrocyte
fma:Esophagogastric_junction	cardioesophageal junction <sep> esophagogastric junction <sep> gastroesophageal junction
fma:Carpal_bone	bone of carpus <sep> carpal bone
fma:Columnar_cell_of_endocervix	columnar cell of endocervix <sep> endocervical columnar cell
fma:Left_hypochondrium	left hypochondriac part of abdomen <sep> left hypochondriac region <sep> left hypochondrium
fma:Right_subclavian_artery	right subclavian artery <sep> arteria subclavia dextra
fma:Thyroid_gland	thyroid gland <sep> glandula thyroidea
fma:Transitional_epithelium_of_renal_pelvis	transitional epithelium of renal pelvis
fma:Spinal_cord	spinal cord <sep> medulla spinalis
fma:P_cadherin	p-cadherin
fma:Basement_membrane	basement membrane <sep> basement membrane of connective tissue
fma:Cementocyte	cementocyte
fma:Type_II_alveolar_epithelial_cell	alveolar cell type ii <sep> alveolar type ii cell <sep> cuboidal type ii cell <sep> great alveolar cell <sep> type 2 pneumocyte <sep> type ii alveolar cell <sep> type ii alveolar epithelial cell <sep> type-ii alveolar cell
fma:Secretin	secretin
fma:Wall_of_rough_endoplasmic_reticulum	membrane of rough endoplasmic reticulum <sep> rough endoplasmic reticulum membrane <sep> rough endoplasmic reticulum wall <sep> wall of rough endoplasmic reticulum
fma:Muscle_of_larynx	laryngeal muscle <sep> muscle of larynx
fma:Mitral_valve	bicuspid valve <sep> left atrioventricular valve <sep> mitral valve <sep> valva atrioventricularis sinistra <sep> valva mitralis
fma:Alveolus	alveolus
fma:Periodontium	periodontal ligament <sep> periodontal membrane <sep> periodontium
fma:Metatarsal_bone	metatarsal bone
fma:Tendinous_cuff	musculotendinous cuff <sep> rotator cuff <sep> tendinous cuff
fma:Collicular_artery	collicular artery <sep> quadrigeminal artery <sep> arteria collicularis <sep> arteria quadrigeminalis
fma:Sperm_cell	androcyte <sep> sperm cell
fma:Pituitary_gland	hypophysis cerebri <sep> pituitary <sep> pituitary gland <sep> glandula pituitaria <sep> hypophysis
fma:Bile_duct	bile duct <sep> biliary duct <sep> ductus biliaris <sep> ductus choledochus
fma:Greater_trochanter	greater trochanter <sep> greater trochanter of femur <sep> trochanter major
fma:Polychromatophilic_erythroblast	eosinophilic normoblast <sep> intermediate erythroblast <sep> intermediate normoblast <sep> polychromatophilic erythroblast
fma:Exocrine_system	exocrine system
fma:Atrioventricular_node	av nodal muscle tissue <sep> av node <sep> aschoff-tawara node <sep> atrioventricular nodal muscle tissue <sep> atrioventricular node <sep> node of tawara <sep> nodus atrioventricularis
fma:Paraurethral_gland	para-urethral gland <sep> paraurethral gland <sep> skene's gland
fma:Muscle_layer_of_esophagus	muscle coat of esophagus <sep> muscle layer of esophagus <sep> muscular coat of oesophagus <sep> muscular layer of oesophagus <sep> tela muscularis (oesophagus) <sep> tunica muscularis oesophageae
fma:Ependymal_cell	ependymal cell
fma:Temporal_artery	temporal artery
fma:Ventral_root	ventral root
fma:Salpingopharyngeus	salpingopharyngeus <sep> musculus salpingopharyngeus
fma:Cerebral_white_matter	cerebral white matter
fma:Femoral_artery	femoral artery <sep> arteria femoralis
fma:Anterior_surface_of_liver	anterior surface of liver <sep> pars anterior (facies diaphragmatica) (hepar)
fma:Perineal_artery	perineal artery <sep> arteria perinealis
fma:Common_interosseous_artery	common interosseous artery <sep> arteria interossea communis
fma:Utricle_of_membranous_labyrinth	membranous labyrinth utricle <sep> utricle <sep> utricle of membranous labyrinth <sep> utriculus (labyrinthus vestibularis) <sep> utriculus
fma:Set_of_nasal_muscles	muscle group of nose <sep> nasal muscle group <sep> nasal muscles <sep> nasal muscles set <sep> set of nasal muscles
fma:Cerebellar_vein	cerebellar vein
fma:Unilaminar_epithelium	simple epithelium <sep> unilaminar epithelium
fma:Descending_colon	descending colon <sep> colon descendens
fma:Globus_pallidus	globus pallidus <sep> paleostriatum <sep> nucleus pallidus <sep> pallidum
fma:Fibrous_astrocyte	astrocytus fibrosus <sep> fibrillary astrocyte <sep> fibrous astrocyte
fma:Lunate	intermediate carpal bone <sep> lunate <sep> lunate bone <sep> semilunar bone <sep> os lunatum
fma:Thyrohyoid	thyrohyoid <sep> musculus thyrohyoideus
fma:Tail_of_pancreas	left extremity of pancreas <sep> pancreatic tail <sep> tail of pancreas <sep> cauda pancreatis
fma:Ductus_arteriosus	ductus arteriosus
fma:Subclavian_vein	subclavian vein <sep> subclavian venous tree <sep> vena subclavia
fma:Brachial_nerve_plexus	brachial nerve plexus <sep> brachial plexus <sep> plexus brachialis
fma:Root_of_tongue	root of tongue <sep> tongue root <sep> radix linguae
fma:Pancreatic_duct	pancreatic duct <sep> ductus pancreaticus
fma:Set_of_ligamenta_flava	ligamenta flava set <sep> set of ligamenta flava <sep> ligamenta flava
fma:Posterior_communicating_artery	posterior communicating artery <sep> arteria communicans posterior
fma:Right_suprarenal_vein	right suprarenal vein <sep> vena suprarenalis (adrenalis) dextra <sep> vena suprarenalis dextra
fma:Secondary_oocyte	ovocytus secondarius <sep> secondary oocyte <sep> unfertilized egg
fma:Portion_of_neural_tissue	nerve tissue <sep> nervous tissue <sep> neural tissue <sep> portion of neural tissue <sep> textus nervosus
fma:Lamellar_bone	lamellar bone
fma:Sulcus_limitans	sulcus limitans
fma:Epicondyle	epicondyle <sep> epicondylus
fma:Urethral_gland	urethral gland
fma:Spermatocyte	spermatocyte
fma:Gluteus_medius	gluteus medius <sep> musculus gluteus medius
fma:Interleukin_10	interleukin-10
fma:Medial	medial
fma:Extensor_carpi_ulnaris	extensor carpi ulnaris <sep> musculus extensor carpi ulnaris
fma:Nasal_cartilage	nasal cartilage
fma:Anterior_surface_of_stomach	anterior surface of stomach <sep> anterosuperior surface of stomach <sep> external surface of anterior wall of stomach <sep> paries anterior (gaster)
fma:Neuropil	neuropil
fma:Choroid_plexus_of_third_ventricle	chorioid plexus of third ventricle <sep> choroid plexus of third ventricle <sep> plexus choroidea (ventriculi tertii) <sep> plexus choroideus ventriculi tertii
fma:Urinary_bladder	bladder <sep> urinary bladder <sep> vesica urinaria
fma:Radial_nerve	radial nerve <sep> nervus radialis
fma:Gingival_margin	gingival margin <sep> margo gingivalis
fma:Synoviocyte	hyaluronic acid secreting cell <sep> synovial cell <sep> synoviocyte
fma:Proximal_phalanx_of_finger	proximal phalanx of finger <sep> phalanx proximalis manus
fma:Troponin_I	troponin-i
fma:Right_uterine_tube	right fallopian tube <sep> right oviduct <sep> right uterine tube
fma:Canal_of_Volkmann	canal of volkmann <sep> volkmann's canal
fma:Body_of_rib	body of rib <sep> rib body <sep> shaft of rib <sep> corpus costae
fma:Osteoblast	osteoblast
fma:Branch_of_middle_cerebral_artery	branch of middle cerebral artery <sep> middle cerebral arterial branch
fma:Proerythroblast	proerythroblast <sep> pronormoblast
fma:Lower_eyelid	inferior eyelid <sep> lower eyelid <sep> palpebra inferior
fma:Ophthalmic_artery	ophthalmic artery <sep> arteria ophthalmica
fma:Set_of_gastric_glands	gastric glands <sep> gastric glands set <sep> set of gastric glands <sep> glandulae gastricae
fma:Anterior_mediastinum	anterior mediastinal part of chest <sep> anterior mediastinum <sep> mediastinum anterius
fma:Lipid	lipid
fma:Sacral_nerve_plexus	sacral nerve plexus <sep> sacral plexus <sep> plexus sacralis
fma:Transverse_facial_artery	transverse facial artery <sep> arteria transversa faciei
fma:Calcium_binding_protein	calcium-binding protein
fma:Subscapular_artery	subscapular artery <sep> arteria subscapularis
fma:Cheek	cheek <sep> bucca
fma:Amygdala	amygdala <sep> amygdaloid body <sep> amygdaloid complex <sep> amygdaloid nuclear complex <sep> amygdaloid nuclear groups <sep> amygdaloid nucleus <sep> archistriatum <sep> corpus amygdalae <sep> corpus amygdaloideum
fma:Nerve_root	nerve root
fma:Set_of_spaces_of_iridocorneal_angle	set of spaces of iridocorneal angle <sep> spaces of fontana <sep> spaces of iridocorneal angle
fma:Pericardium	pericardium
fma:Root_of_nail	nail root <sep> root of nail
fma:Tonsillar_ring	pharyngeal lymphatic ring <sep> pharyngeal lymphoid ring <sep> tonsillar ring <sep> waldeyer's ring <sep> waldeyer's tonsillar ring <sep> anulus lymphoideus pharyngis
fma:Juxtaglomerular_complex	juxtaglomerular apparatus <sep> juxtaglomerular complex
fma:Lymphoid_nodule_of_spleen	lymphatic follicle of spleen <sep> lymphoid follicle of spleen <sep> lymphoid nodule of spleen <sep> malpighian body <sep> splenic lymphatic follicle
fma:Infraspinatus_muscle	infraspinatus <sep> infraspinatus muscle <sep> musculus infraspinatus
fma:Hyo_epiglottic_ligament	hyo-epiglottic ligament <sep> hyoepiglottic ligament <sep> ligamentum hyoepiglotticum
fma:Conjunctiva	conjunctiva <sep> wall of conjunctival sac <sep> tunica conjunctiva
fma:Epinephrine	adrenalin <sep> adrenaline <sep> epinephrine
fma:Endocardium	endocardium
fma:Duct	duct
fma:Cardiac_myocyte	cardiac muscle cell <sep> cardiac muscle fiber <sep> cardiac myocyte <sep> cardiomyocyte
fma:Monosaccharide	monosaccharide <sep> simple sugar
fma:Peritoneal_macrophage	peritoneal macrophage
fma:Peripheral_blood_mononuclear_cell	peripheral blood monocyte <sep> peripheral blood mononuclear cell
fma:Cysteine	cysteine
fma:Hip	hip <sep> hip region <sep> regio coxae <sep> coxa
fma:Actin_filament	actin filament <sep> microfilament <sep> microfilamentum
fma:Squamous_cell	squamous cell
fma:Retromolar_triangle	retromolar triangle <sep> trigonum retromolare
fma:Lateral_sulcus	fissure of sylvius <sep> lateral cerebral fissure <sep> lateral cerebral sulcus <sep> lateral fissure <sep> lateral fissure of sylvius <sep> lateral sulcus <sep> transverse cerebral fissure <sep> fissura lateralis cerebri <sep> fissura lateralis cerebri (sylvii) <sep> fissura transversa cerebri <sep> sulcus lateralis <sep> sulcus lateralis cerebri <sep> sylvian fissure <sep> sylvian sulcus
fma:Lesser_trochanter	lesser trochanter <sep> lesser trochanter of femur <sep> trochanter minor
fma:Extensor_carpi_radialis_brevis	extensor carpi radialis brevis <sep> musculus extensor carpi radialis brevis
fma:Spinal_nerve	spinal nerve <sep> spinal nerve tree <sep> nervus spinalis
fma:Membrane_protein_of_mitochondrion	membrane protein of mitochondrion
fma:Celiac_lymph_node	celiac lymph node <sep> celiac node <sep> coeliac node <sep> nodus lymphaticus coeliacus <sep> terminal ventral aortic node
fma:Prostatic_urethra	prostatic part of urethra <sep> prostatic urethra <sep> pars prostatica
fma:Terminal_sulcus	terminal sulcus <sep> terminal sulcus of thalamus <sep> sulcus terminalis
fma:Bronchial_artery	bronchial arterial tree <sep> bronchial artery
fma:Epithelium_of_urethra	epithelium of urethra <sep> urethral epithelium
fma:Thyro_epiglottic_ligament	thyro-epiglottic ligament <sep> thyroepiglottic ligament <sep> ligamentum thyroepiglotticum
fma:Afferent_neuron	afferent neuron
fma:Pericyte	cell of rouget <sep> pericyte <sep> pericyte of rouget
fma:Set_of_lobules_of_thymus	lobules of thymus <sep> set of lobules of thymus <sep> lobuli thymi
fma:Sinus	sinus
fma:Periosteum	periosteum
fma:Posterior_tibial_artery	posterior tibial artery <sep> arteria tibialis posterior
fma:Brush_cell	brush cell
fma:Anterior_surface_of_kidney	anterior surface of kidney <sep> facies anterior (ren) <sep> facies anterior renis
fma:Buccal_mucosa	buccal mucosa
fma:Renal_fascia	fascia of zuckerkandl <sep> gerota's capsule <sep> gerota's fascia <sep> renal fascia <sep> fascia renalis
fma:Dendritic_cell	dendritic cell
fma:Amniotic_cavity	amniotic cavity
fma:Superior_hypophysial_artery	superior hypophyseal artery <sep> superior hypophysial artery <sep> arteria hypophysialis superior
fma:Set_of_coeliac_ganglia	coeliac ganglia <sep> coeliac ganglia set <sep> set of coeliac ganglia <sep> ganglia coeliaca
fma:Endothelial_cell	endothelial cell <sep> endotheliocyte
fma:Collagen_fibril	collagen fibril
fma:Set_of_prostatic_ducts	prostatic ducts <sep> prostatic ducts set <sep> set of prostatic ducts <sep> ductuli prostatici
fma:Serosa	serosa
fma:Cementoblast	cementoblast
fma:Testicular_artery	testicular arterial tree <sep> testicular artery <sep> arteria testicularis <male>
fma:Conchal_part_of_pinna	concha <sep> concha of auricle <sep> concha of pinna <sep> conchal part of pinna <sep> concha auriculae
fma:Abdomen	abdomen <sep> abdominopelvic region <sep> abdominopelvis
fma:Posterior_limiting_lamina_of_cornea	descemet's membrane <sep> descemet's posterior elastic lamina <sep> lamina limitans posterior <sep> posterior limiting lamina of cornea <sep> lamina limitans posterior corneae
fma:Areola	areola <sep> areola mammae
fma:Body_of_gallbladder	body of gallbladder <sep> gallbladder body <sep> corpus vesicae biliaris <sep> corpus vesicae felleae
fma:Pectoralis_minor	pectoralis minor <sep> musculus pectoralis minor
fma:Cardiovascular_system	cardiovascular system <sep> systema cardiovasculare
fma:Prostatic_utricle	prostatic utricle <sep> sinus pocularis <sep> uterus masculinus <sep> utricle of prostate <sep> utriculus of prostate <sep> vagina masculina <sep> utriculus prostaticus
fma:Medulla_oblongata	bulb <sep> medulla oblongata <sep> metepencephalon <sep> bulbus <sep> myelencephalon
fma:Pulmonary_vein	pulmonary vein <sep> pulmonary venous tree organ part
fma:Brown_adipose_tissue	adipocytus multigutturalis <sep> brown adipose tissue <sep> brown fat <sep> multilocular adipose tissue <sep> textus adiposus fuscus
fma:Anterior_median_fissure_of_spinal_cord	anterior median fissure of spinal cord <sep> ventral median fissure of spinal cord <sep> fissura mediana anterior medullae spinalis
fma:Renal_artery	renal arterial tree <sep> renal artery <sep> arteria renalis
fma:Line	1-d entity <sep> line
fma:Myelin_sheath	myelin sheath
fma:Autonomic_ganglion	autonomic ganglion <sep> ganglion autonomicum
fma:Palatoglossus	palatoglossus <sep> musculus palatoglossus
fma:Pacinian_corpuscle	pacinian corpuscle
fma:Intercalated_disc	discus intercalatus <sep> intercalated disc <sep> intercalated disk
fma:Hyaline_cartilage	hyaline cartilage
fma:Ovarian_artery	ovarian arterial tree <sep> ovarian artery <sep> arteria ovarica <female>
fma:Lateral_sulcus	fissure of sylvius <sep> lateral cerebral fissure <sep> lateral cerebral sulcus <sep> lateral fissure <sep> lateral fissure of sylvius <sep> lateral sulcus <sep> transverse cerebral fissure <sep> fissura lateralis cerebri <sep> fissura lateralis cerebri (sylvii) <sep> fissura transversa cerebri <sep> sulcus lateralis <sep> sulcus lateralis cerebri <sep> sylvian fissure <sep> sylvian sulcus
fma:Median_thyrohyoid_ligament	median thyrohyoid ligament <sep> middle thyrohyoid ligament <sep> ligamentum thyrohyoideum medianum
fma:Ileocolic_vein	ileocolic vein <sep> vena ileocolica
fma:Nasal_muscle	nasal muscle
fma:Popliteal_artery	popliteal artery <sep> arteria poplitea
fma:Ascending_colon	ascending colon <sep> colon ascendens
fma:Geniohyoid	geniohyoid <sep> musculus geniohyoideus
fma:Periosteal_cell	periosteal cell
fma:Pinna	auricle <sep> auricle of ear <sep> auricle of external ear <sep> auricula (auris externa) <sep> pinna <sep> pinna of ear <sep> auricula
fma:Suprarenal_vein	suprarenal vein
fma:Parieto_occipital_sulcus	parieto-occipital fissure <sep> parieto-occipital incisure <sep> parieto-occipital sulcus <sep> parietooccipital sulcus <sep> fissura parieto-occipitalis <sep> sulcus parieto-occipitalis <sep> sulcus parieto-occipitalis medialis <sep> sulcus parietoccipitalis <sep> sulcus parietooccipitalis
fma:Circular_sulcus_of_insula	circular fissure <sep> circular sulcus (of reil) <sep> circular sulcus of insula <sep> circuminsular sulcus <sep> limiting fissure <sep> marginal sulcus of insula <sep> sulcus circularis insulae
fma:Optic_nerve	optic nerve <sep> optic nerve [ii] <sep> second cranial nerve <sep> nerve ii <sep> nervus opticus <sep> nervus opticus [ii]
fma:Trigeminal_ganglion	gasserian ganglion <sep> semilunar ganglion <sep> trigeminal ganglion <sep> ganglion trigeminale
fma:Argentaffin_cell	argentaffin cell
fma:Melanin	melanin
fma:Basilar_artery	basilar artery <sep> arteria basilaris
fma:Branch_of_posterior_tibial_artery	branch of posterior tibial artery <sep> posterior tibial arterial branch
fma:Integumentary_system	integumental system <sep> integumentary system
fma:Stroma	stroma
fma:Dopamine	dopamine
fma:Lateral_aperture_of_fourth_ventricle	foramen of key and retzius <sep> foramen of luschka <sep> lateral aperture <sep> lateral aperture of fourth ventricle <sep> apertura lateralis <sep> apertura lateralis ventriculi quarti
fma:Vulva	female pudendum <sep> puboperineal region <sep> vulva <sep> pudendum femininum
fma:Cochlear_labyrinth	cochlear labyrinth <sep> labyrinthus cochlearis
fma:Set_of_thoracic_lymph_nodes	set of thoracic lymph nodes <sep> thoracic lymph nodes <sep> thoracic lymph nodes set <sep> nodi lymphoidei thoracis
fma:Optic_chiasm	decussation of optic nerve fibers <sep> optic chiasm <sep> optic chiasma <sep> chiasma <sep> chiasma nervorum opticorum <sep> chiasma opticum
fma:Semen	semen
fma:Erythroblast	erythroblast
fma:Inferior_mesenteric_artery	inferior mesenteric arterial tree <sep> inferior mesenteric artery <sep> arteria mesenterica inferior
fma:Bulbo_urethral_gland	bulbo-urethral gland <sep> bulbourethral gland <sep> cowper's gland <sep> cowper's glands <sep> glandula bulbo-urethralis <sep> glandula bulbourethralis
fma:Tertiary_follicle_of_ovary	folliculus ovaricus tertiarius (vesiculosus) <sep> graafian follicle <sep> tertiary follicle of ovary <sep> vesicular follicle of ovary <sep> vesicular ovarian follicle <sep> folliculi ovarici vesiculosi
fma:Internal	internal
fma:Chondroblast	chondroblast
fma:Myelinated_nerve_fiber	myelinated nerve fiber
fma:Astrocyte	astrocyte <sep> astrocytus
fma:Dorsal_nasal_artery	dorsal nasal artery <sep> dorsal nasal branch of ophthalmic artery <sep> external nasal artery <sep> arteria dorsalis nasi
fma:Cranial_nerve	cranial nerve <sep> cranial neural tree organ <sep> nervus cranialis
fma:Amino_acid	amino acid
fma:Follicular_cell_of_ovary	follicular cell of ovary <sep> follicular ovarian cell <sep> ovarian follicular cell
fma:Teres_minor	teres minor <sep> teres minor muscle <sep> musculus teres minor
fma:Middle_lobe_of_lung	intermediate lobe of right lung <sep> middle lobe of lung <sep> middle lobe of right lung <sep> right lung, middle lobe <sep> right middle lobe <sep> right middle lobe of lung <sep> lobus medius pulmonis dextri
fma:Hepatic_stem_cell	hepatic stem cell <sep> liver stem cell
fma:Endosome	endosome
fma:Left_subclavian_artery	left subclavian artery <sep> arteria subclavia (sinistra)
fma:Male_breast	male breast <sep> mamma masculina
fma:Superior_medullary_velum	anterior medullary velum <sep> superior medullary velum <sep> velum medullare anterius <sep> velum medullare rostralis <sep> velum medullare superius
fma:Macula_densa	macula densa
fma:Neurotendinous_ending	golgi tendon organ <sep> neurotendinous ending <sep> neurotendinous organ of golgi
fma:Langerhans_cell	langerhans cell <sep> langerhans' cell
fma:Pia_mater	pia mater <sep> pia mater of neuraxis
fma:Pericardial_sac	pericardial sac
fma:Skull_bone	skull bone
fma:Lesser_tubercle_of_humerus	lesser tubercle <sep> lesser tubercle of humerus <sep> lesser tuberosity of humerus <sep> tuberculum minus
fma:Transitional_cell	transitional cell
fma:Hair_shaft	hair shaft
fma:Anatomical_lobe	anatomical lobe <sep> lobus
fma:Fatty_acid	fatty acid
fma:Adenohypophysis	adenohypophysis <sep> anterior lobe (hypophysis) <sep> anterior lobe of hypophysis <sep> anterior lobe of pituitary <sep> anterior lobe of pituitary gland <sep> pituitary gland, anterior lobe <sep> lobus anterior (glandula pituitaria) <sep> lobus anterior hypophysis
fma:Scrotum	scrotum
fma:Frontal_nerve	frontal nerve <sep> nervus frontalis
fma:Finger	digit of hand <sep> digitus manus <sep> finger
fma:Synovial_membrane	synovial layer <sep> synovial membrane <sep> membrana synovialis <sep> stratum synoviale
fma:Cell_body_of_neuron	cell body of neuron <sep> soma of neuron <sep> perikaryon
fma:Corpus_striatum	corpus striatum
fma:Glucuronic_acid	glucuronic acid
fma:Nipple	nipple <sep> papillary part of breast <sep> teat <sep> papilla mammaria
fma:Pyloric_gland	glandula pylorica <sep> pyloric gland
fma:Inner_part_of_external_acoustic_tube	inner part of external acoustic meatus <sep> inner part of external acoustic tube <sep> inner part of external auditory tube <sep> pars interna of external acoustic meatus
fma:Ground_substance	ground substance <sep> interfibrillar component of extracellular matrix <sep> interfibrillar component of intercellular matrix
fma:Low_density_lipoprotein	ldl <sep> low density lipoprotein
fma:Subdivision_of_superior_mesenteric_artery	branch of superior mesenteric artery <sep> subdivision of superior mesenteric artery <sep> superior mesenteric arterial subdivision
fma:Steroid_hormone	steroid hormone
fma:Cerebral_hemisphere	cerebral hemisphere <sep> hemispherium cerebralis <sep> hemispherium cerebri
fma:Vestibular_fold	false vocal cord <sep> vestibular fold <sep> plica vestibularis
fma:Neural_stem_cell	neural stem cell
fma:Axillary_lymph_node	axillary lymph node <sep> axillary node
fma:Great_saphenous_vein	great saphenous vein <sep> greater saphenous vein <sep> long saphenous vein <sep> vena saphena magna
fma:Lens	lens
fma:Set_of_papillae_of_tongue	papillae of tongue <sep> set of papillae of tongue <sep> papillae linguales
fma:Submucosa_of_trachea	submucosa of trachea <sep> tracheal submucosa
fma:Lutropin	lutropin
fma:Skin_of_neck	neck skin <sep> skin of neck
fma:Mammotroph	lactotrope cell <sep> mammotroph <sep> pituitary mammotropic cell <sep> prolactin secreting cell
fma:Valve_of_inferior_vena_cava	eustachean valve <sep> eustachian valve <sep> inferior vena cava valve <sep> valve of inferior vena cava <sep> valvula venae cavae inferioris
fma:Biliary_tree	biliary tree
fma:Serotonin	5-ht <sep> 5-hydroxytryptamine <sep> serotonin
fma:Set_of_extra_ocular_muscles	extra-ocular muscle group <sep> extra-ocular muscles <sep> extra-ocular muscles set <sep> extrinsic muscles of eyeball <sep> set of extra-ocular muscles <sep> set of extrinsic muscles of eyeball
fma:Falx_cerebelli	cerebellar falx <sep> falx cerebelli
fma:Leucine	leucine
fma:Musculature_of_perineum	musculature of perineum <sep> perineal muscles <sep> perineal muscles set <sep> set of perineal muscles <sep> musculi perinei
fma:Perianal_skin	perianal skin
fma:Intermediate_trophoblast_cell	intermediate trophoblast cell <sep> intermediate type trophoblastic cell
fma:T_lymphocyte	t lymphocyte <sep> t-lymphocyte
fma:Pancreaticoduodenal_vein	pancreaticoduodenal vein <sep> superior posterior pancreaticoduodenal vein <sep> vena pancreaticoduodenalis superior posterior
fma:Natural_killer_cell	nk cell <sep> natural killer cell
fma:Groove_for_inferior_vena_cava	groove for inferior vena cava <sep> impression of inferior vena cava <sep> sulcus of inferior vena cava
fma:Neck_of_gallbladder	cervix of gallbladder <sep> gallbladder neck <sep> neck of gallbladder <sep> collum vesicae biliaris <sep> collum vesicae felleae
fma:Spiral_organ_of_cochlea	cochlear spiral organ <sep> organ of corti <sep> spiral organ <sep> spiral organ of corti <sep> spiral organ of cochlea <sep> organum spirale
fma:Bone_marrow	bone marrow <sep> medulla ossea <sep> medulla ossium
fma:Dorsal_nucleus_of_vagus_nerve	dorsal nucleus of vagus nerve <sep> posterior nucleus of vagus nerve <sep> nucleus dorsalis nervi vagi <sep> nucleus posterior nervi vagi
fma:Promonocyte	promonocyte
fma:Submucosa	organ submucosa <sep> submucosa <sep> submucosa of organ
fma:Basal_part_of_pons	basal part of pons <sep> basal portion of pons <sep> base of pons <sep> basilar part of pons <sep> pons proper <sep> ventral portion of pons <sep> basis pontis <sep> pars anterior pontis <sep> pars basilaris pontis <sep> pars ventralis pontis
fma:Pleural_cavity	pleural cavity <sep> cavitas pleuralis
fma:Muscle	muscle <sep> musculus
fma:Posterior_cranial_fossa	posterior cranial fossa <sep> fossa cranii posterior
fma:Goblet_cell_of_small_intestine	goblet cell of small intestine <sep> small intestinal goblet cell
fma:Lingual_tonsil	lingual tonsil <sep> tonsilla lingualis
fma:Ribosome	ribosoma <sep> ribosome
fma:Vermiform_granule	birbeck granule <sep> vermiform granule
fma:Lumbar_artery	lumbar arterial tree <sep> lumbar artery
fma:Stomach	stomach <sep> gaster <sep> ventriculus
fma:Chest_wall	chest wall
fma:Paneth_cell	paneth cell
fma:Cranial_dura_mater	cranial dura mater <sep> dura mater of brain <sep> dura mater cranialis <sep> dura mater encephali
fma:Juxtaglomerular_cell	granular juxtaglomerular cell <sep> juxtaglomerular cell
fma:Striated_border	striated border
fma:Arm	arm <sep> brachial region <sep> proximal segment of free upper limb <sep> brachium <sep> regio brachialis
fma:Proximal	proximal
fma:Estrogen	estrogen
