Class-IRI	Class-Text
nci:Primary_Central_Nervous_System_Anaplastic_Large_Cell_Lymphoma	anaplastic cns large cell lymphoma <sep> anaplastic central nervous system large cell lymphoma <sep> anaplastic large cell lymphoma of cns <sep> anaplastic large cell lymphoma of central nervous system <sep> anaplastic large cell lymphoma of the cns <sep> anaplastic large cell lymphoma of the central nervous system <sep> central nervous system anaplastic large cell lymphoma <sep> primary cns anaplastic large cell lymphoma <sep> primary central nervous system anaplastic large cell lymphoma
nci:Primary_Central_Nervous_System_Lymphoma	primary cns lymphoma <sep> primary central nervous system lymphoma
nci:Primary_Cerebral_Lymphoma	primary cerebral lymphoma <sep> primary lymphoma of cerebrum <sep> primary lymphoma of the cerebrum <sep> primary lymphoma, brain
nci:Primary_Cerebral_Lymphoma_in_Immunocompetent_Host	cerebral lymphoma in immunocompetent host <sep> primary cerebral lymphoma in immunocompetent host
nci:Primary_Cutaneous_CD4-Positive_Small_Medium-Sized_Pleomorphic_T-Cell_Lymphoma	primary cutaneous cd4-positive small/medium-sized pleomorphic t-cell lymphoma
nci:Primary_Cutaneous_Diffuse_Large_B-Cell_Lymphoma	primary cutaneous diffuse large b-cell lymphoma
nci:Primary_Cutaneous_Diffuse_Large_B-Cell_Lymphoma_Leg_Type	primary cutaneous diffuse large b-cell lymphoma, leg type
nci:Primary_Cutaneous_Diffuse_Large_B-Cell_Lymphoma_Other	primary cutaneous diffuse large b-cell lymphoma, other
nci:Primary_Cutaneous_Intravascular_Large_B-Cell_Lymphoma	primary cutaneous intravascular large b-cell lymphoma
nci:Primary_Cutaneous_Lymphoma	primary cutaneous lymphoma
nci:Primary_Cutaneous_Plasmablastic_Lymphoma	primary cutaneous plasmablastic lymphoma
nci:Primary_Cutaneous_T-Cell_Histiocyte_Rich_Lymphoma	primary cutaneous t-cell/histiocyte rich lymphoma
nci:T-Cell_Histiocyte_Rich_Lymphoma	t-cell rich/histiocyte-rich large b-cell lymphoma <sep> t-cell/histiocyte rich lymphoma
nci:Primary_Cutaneous_T-Cell_Non-Hodgkin_s_Lymphoma	primary cutaneous t-cell non-hodgkin's lymphoma
nci:Primary_Epithelioid_Sarcoma	epithelioid sarcoma, nonmetastatic <sep> non-metastatic epithelioid cell sarcoma <sep> non-metastatic epithelioid sarcoma <sep> primary epithelioid sarcoma
nci:Primary_Gastric_Burkitt_s_Lymphoma	gastric burkitt lymphoma <sep> gastric burkitt's lymphoma <sep> primary burkitt's lymphoma of stomach <sep> primary burkitt's lymphoma of the stomach <sep> primary gastric burkitt's lymphoma
nci:Primary_Gastric_Diffuse_Large_B-Cell_Lymphoma	gastric diffuse large b-cell lymphoma <sep> primary diffuse large b-cell gastric lymphoma <sep> primary diffuse large b-cell lymphoma of stomach <sep> primary diffuse large b-cell lymphoma of the stomach <sep> primary gastric diffuse large b-cell lymphoma
nci:Primary_Gastric_T-Cell_Non-Hodgkin_s_Lymphoma	gastric t-cell non-hodgkin lymphoma <sep> gastric t-cell non-hodgkin's lymphoma <sep> primary gastric t-cell lymphoma <sep> primary gastric t-cell non-hodgkin's lymphoma <sep> primary t-cell lymphoma of stomach <sep> primary t-cell lymphoma of the stomach
nci:Primary_Insomnia	primary insomnia
nci:Primary_Intraosseous_Squamous_Cell_Carcinoma	pioscc <sep> primary intraosseous squamous cell carcinoma
nci:Primary_Intraosseous_Carcinoma_ex_Odontogenic_Cyst	primary intraosseous carcinoma ex odontogenic cyst <sep> primary intraosseous squamous cell carcinoma derived from odontogenic cyst
nci:Primary_Intraosseous_Squamous_Cell_Carcinoma_Derived_From_Keratocystic_Odontogenic_Tumor	primary intraosseous carcinoma ex keratocystic odontogenic tumor <sep> primary intraosseous squamous cell carcinoma derived from keratocystic odontogenic tumor
nci:Primary_Leiomyosarcoma	leiomyosarcoma nonmetastatic <sep> non-metastatic leiomyosarcoma <sep> primary leiomyosarcoma
nci:Primary_Lymphedema	primary lymphedema
nci:Primary_Malignant_Hemangiopericytoma	malignant hemangiopericytoma nonmetastatic <sep> non-metastatic malignant hemangiopericytoma <sep> primary malignant hemangiopericytoma
nci:Primary_Open_Angle_Glaucoma	primary open angle glaucoma
nci:Primary_Palate	primary palate
nci:Primary_Peritoneal_Serous_Adenocarcinoma	primary peritoneal serous adenocarcinoma
nci:Primary_Prostate_Urothelial_Carcinoma	primary prostate urothelial carcinoma <sep> prostate transitional cell carcinoma <sep> prostate urothelial carcinoma <sep> transitional cell carcinoma of prostate <sep> transitional cell carcinoma of the prostate
nci:Urinary_Retention	bladder distention <sep> retention, urinary <sep> urinary retention <sep> urine retention
nci:Primary_Pulmonary_Diffuse_Large_B-Cell_Lymphoma	high grade malt lymphoma of the lung <sep> primary pulmonary diffuse large b-cell lymphoma <sep> pulmonary diffuse large b-cell lymphoma
nci:Primary_Sclerosing_Cholangitis	primary sclerosing cholangitis
nci:Primary_Serous_Papillary_Carcinoma_of_Peritoneum	primary serous papillary carcinoma of peritoneum
nci:Primary_Synovial_Sarcoma	non-metastatic synovial sarcoma <sep> primary synovial sarcoma <sep> synovial sarcoma nonmetastatic
nci:Primary_Systemic_ALK-Negative_Anaplastic_Large_Cell_Lymphoma	primary systemic alk-negative anaplastic large cell lymphoma
nci:Primary_Systemic_ALK-Positive_Anaplastic_Large_Cell_Lymphoma	primary systemic alk-positive alcl <sep> primary systemic alk-positive anaplastic large cell lymphoma <sep> primary systemic alkoma
nci:Primary_Systemic_Amyloidosis	primary systemic amyloidosis <sep> systemic amyloidosis
nci:Primary_T-Cell_Breast_Lymphoma	breast t-cell non-hodgkin lymphoma <sep> breast t-cell non-hodgkin's lymphoma <sep> primary t-cell breast lymphoma <sep> primary t-cell lymphoma of breast <sep> primary t-cell lymphoma of the breast <sep> t-cell non-hodgkin's lymphoma of the breast
nci:Primidone	2-deoxyphenobarbital <sep> 4,6(1h,5h)-pyrimidinedione, 5-ethyldihydro-5-phenyl- <sep> myidone <sep> mysedon <sep> mysoline, apo-primidone <sep> neurosyn <sep> primidone <sep> primaclone
nci:Primitive_Node	primitive node
nci:Primitive_Streak	primitive streak
nci:Primitive_Stem_Cell_with_Some_Degree_of_Commitment_to_the_Erythroid_Lineage	primitive stem cell with some degree of commitment to the erythroid lineage
nci:Principal	principal
nci:Prior	before <sep> leading <sep> pre <sep> preceding <sep> prior
nci:Prior_Surgery	prior surgery
nci:Prior_Therapy	prior therapy <sep> prior treatment
nci:Proanthocyanidin	condensed tannin <sep> proanthocyanidin
nci:Tannin	tannin
nci:Probably_Benign_Gastrointestinal_Stromal_Tumor	probably benign gastrointestinal stromal tumor
nci:Probe	probe
nci:Probenecid	benemid <sep> prob <sep> probenecid <sep> sk-probenecid
nci:Problem	issue <sep> problem
nci:Probucol	probucol
nci:Procainamide	procainamide
nci:Procainamide_Hydrochloride	benzamide, 4-amino-n-(2-(diethylamino)ethyl)-, monohydrochloride <sep> novocamid hydrochloride <sep> procainamide hydrochloride <sep> procan sr <sep> promine <sep> pronestyl <sep> pronestyl-sr
nci:Procaine	procaine
nci:Procaine_Hydrochloride	2-(diethylamino)ethyl p-aminobenzoate monohydrochloride <sep> allocaine <sep> benzoic acid, 4-amino-, 2-(diethylamino)ethyl ester, monohydrochloride <sep> gerovital h3 <sep> novocain <sep> procaine hydrochloride
nci:Procarbazine	benzamide, n-(1-methylethyl)-4-[(2-methylhydrazino) methyl]-, monohydrochloride (9ci) <sep> ibenzmethyzine hydrochloride <sep> mih hydrochloride <sep> matulane <sep> n-(1-methylethyl)-4-[(2-methylhydrazino)methyl]benzamide hydrochloride <sep> n-4-isopropylcarbamoylbenzyl-n'-methylhydrazine hydrochloride <sep> n-isopropyl-alpha-(2-methylhydrazino)-p-toluamide hydrochloride <sep> nci-c01810 <sep> natulan <sep> natulanar <sep> natunalar <sep> pcb <sep> pcb hydrochloride <sep> pcz <sep> procarbazine hydrochloride <sep> ro 4 6467/1 <sep> ro 4-6467/1 <sep> p-(n'-methylhydrazinomethyl)-n-isopropylbenzamide hydrochloride <sep> p-toluamide, n-isopropyl-.alpha.-(2-methylhydrazino)-, monohydrochloride (8ci)
nci:Procarbazine_Base	benzethyzin <sep> ibenzmethyzin <sep> n-(1-methylethyl)-4-[(2-methylhydrazino)methyl]benzamide <sep> n-4-isopropylcarbamoylbenzyl-n'-methylhydrazine <sep> n-methylhydrazine <sep> n-isopropyl-alpha-(2-methylhydrazino)-p-toluamide <sep> procarbazine <sep> procarbazin <sep> p-(n'-methylhydrazinomethyl)-n-isopropylbenzamide
nci:Procentriole	procentriole
nci:Process	process <sep> processed
nci:Prochlorperazine	2-chloro-10-(3-(1-methyl-4-piperazinyl)propyl)-phenothiazine <sep> prochlorperazine <sep> rp 6140 <sep> skf-4657
nci:Prochlorperazine_Edisylate	2-chloro-10-(3-(1-methyl-4-piperazinyl)propyl)phenothiazine edisylate <sep> prochlorperazine edisylate
nci:Prochlorperazine_Maleate	compazine <sep> prochlorperazine maleate <sep> prochlorperazine dimaleate
nci:Proctitis	proctitis
nci:Proctocolectomy	proctocolectomy
nci:Proctodeum	anal pit <sep> proctodeum
nci:Proctoscopy	proctoscopy
nci:Proctoscopy_with_Biopsy	proctoscopy with biopsy
nci:Proctosigmoiditis	proctosigmoiditis
nci:Procyclidine	procyclidine
nci:Procyclidine_Hydrochloride	1-pyrrolidinepropanol, alpha-cyclohexyl-alpha-phenyl-, hydrochloride <sep> 1-cyclohexyl-1-phenyl-3-pyrrolidino-1-propanol hydrochloride <sep> kemadrin <sep> procyclidine hydrochloride <sep> tricyclamol hydrochloride
nci:Progeria	hutchinson-gilford disease <sep> premature senility syndrome <sep> progeria
nci:Progestagen	gestagens <sep> progestagen <sep> progestational hormones <sep> progestogens
nci:Progesterone	corpus luteum hormone <sep> delta4-pregnene-3,20-dione <sep> pregn-4-ene-3,20-dione <sep> progesterone
nci:Progesterone_Receptor	pgr <sep> pr <sep> progesterone receptor
nci:Transcription_Coactivator	transcription activator <sep> transcription coactivator <sep> transcription factor coactivator <sep> transcriptional activator <sep> transcriptional activator/coactivator <sep> transcriptional coactivator
nci:Progestin_Therapy	progestin therapy
nci:Prognosis	prediction of outcome <sep> prognosis
nci:Progression	progression
nci:Progressive	progressive
nci:Progressive_Hairy_Cell_Leukemia_Initial_Treatment	progressive hairy cell leukemia initial treatment <sep> progressive hairy cell leukemia, initial treatment
nci:Progressive_Multifocal_Leukoencephalopathy	pml <sep> progressive multifocal leukoencephalopathy
nci:Progressive_Myoclonus_Epilepsy	progressive myoclonus epilepsy
nci:Proguanil	proguanil
nci:Proguanil_Hydrochloride	1-(p-chlorophenyl)-5-isopropylbiguanide hydrochloride <sep> bigumalum <sep> chlorguanide <sep> chloriguane <sep> chloroguanide hydrochloride <sep> chloroquanil <sep> imidodicarbonimidic diamide, n-(4-chlorophenyl)-n'-(1-methylethyl)-, monohydrochloride(9ci) <sep> proguanil hydrochloride
nci:Prokaryote	prokaryotae <sep> prokaryote <sep> prokaryotes <sep> prokaryotic cells
nci:Prokaryotic_Cell_Component	prokaryotic cell component
nci:Prolactin_Receptor	prolactin receptor
nci:Proliferating_Brenner_Tumor	proliferating brenner neoplasm of ovary <sep> proliferating brenner neoplasm of the ovary <sep> proliferating brenner tumor of ovary <sep> proliferating brenner tumor of the ovary <sep> proliferating ovarian brenner neoplasm <sep> proliferating ovarian brenner tumor
nci:Proliferation	proliferation
nci:Prolonged_PR_Interval	pr prolongation <sep> prolonged pr interval
nci:Prolonged_Partial_Thromboplastin_Time	prolonged partial thromboplastin time
nci:Prolonged_QT_Interval	prolonged qt <sep> prolonged qt interval
nci:Prolymphocyte	prolymphocyte
nci:Promazine	promazine
nci:Promazine_Hydrochloride	10-(3-(dimethylamino)propyl)phenothiazine monohydrochloride <sep> 10h-phenothiazine-10-propanamine, n,n-dimethyl-, monohydrochloride <sep> promazine hydrochloride <sep> sparine <sep> starazin <sep> talofen
nci:Promethazine	promethazine
nci:Promethazine_Hydrochloride	anergan <sep> n-(2-dimethylaminopropyl-1)phenothiazine hydrochloride <sep> promethazine hydrochloride <sep> phenergan <sep> promethazine hcl <sep> provigan <sep> remsed <sep> zipan
nci:Promethazine_Teoclate	promethazine teoclate
nci:Prone_Position	prone <sep> prone position
nci:Pronephric_Duct	pronephric duct
nci:Propafenone	propafenone
nci:Propafenone_Hydrochloride	1-propanone, 1-(2-(2-hydroxy-3-(propylamino)propoxy)phenyl)-3-phenyl-, hydrochloride <sep> 2'-(2-hydroxy-3-(propylamino)propoxy)-3-phenylpropiophenone hydrochloride <sep> baxarytmon <sep> propafenone hydrochloride <sep> rythmol
nci:Propantheline_Bromide	propantheline bromide
nci:Proparacaine	proparacaine
nci:Proparacaine_Hydrochloride	2-(diethylamino)ethyl 3-amino-4-propoxybenzoate monohydrochloride <sep> alcaine <sep> benzoic acid, 3-amino-4-propoxy-, 2-(diethylamino)ethyl ester, hydrochloride <sep> keracaine <sep> ophthetic <sep> proparacaine hydrochloride
nci:Propiolactone	propiolactone
nci:Propiomazine	propiomazine
nci:Propiomazine_Hydrochloride	propiomazine hydrochloride
nci:Propionic_Acid	propionic acid
nci:Propiverine	propiverine
nci:Propofol	diprivan <sep> propofol
nci:Propoxycaine	propoxycaine
nci:Propoxycaine_Hydrochloride	propoxycaine hydrochloride
nci:Propoxyphene	propoxyphene
nci:Propoxyphene_Hydrochloride	propoxyphene hydrochloride
nci:Propoxyphene_Napsylate	darvon-n <sep> propoxyphene napsylate
nci:Propranolol	1-((1-methylethyl)amino)-3-(1-naphthalenyloxy)-2-propanol <sep> 1-[(1-methylethyl)amino]-3-(1-naphthalenyloxy)-2-propanol <sep> propranolol
nci:Propranolol_Hydrochloride	2-propanol-1-[(1-methylethyl)amino]-3-(1-naphthalenyloxy) hydrochloride <sep> inderal <sep> propranolol hydrochloride
nci:Propylene_Glycol	1,2-dihydroxypropane <sep> 1,2-propanediol <sep> peg <sep> propylene glycol
nci:Propylene_Oxide	1,2-epoxypropane <sep> 1,2-propylene oxide <sep> methyl oxirane <sep> methylethylene oxide <sep> propene oxide <sep> propylene oxide
nci:Propylhexedrine	(+-)-n,alpha-dimethylcyclohexaneethylamine <sep> 1-cyclohexyl-2-(methylamino)propane <sep> dristan <sep> hydromethamphetamine <sep> propylhexedrine
nci:Propyliodone	propyliodone
nci:Propylthiouracil	6-propyl-2-thiouracil <sep> propylthiouracil
nci:Prostaglandin-Endoperoxide_Synthase-1	cox <sep> cox-1 <sep> cox1 <sep> cox3 <sep> cyclo-oxygenase-1 <sep> cyclooxygenase <sep> cyclooxygenase 3 <sep> cyclooxygenase-1 <sep> fatty acid cyclooxygenase <sep> pgh synthase <sep> pgh synthase 1 <sep> pghs-1 <sep> phs1 <sep> ptgs <sep> ptgs1 <sep> prostaglandin g/h synthase 1 <sep> prostaglandin g/h synthase and cyclooxygenase <sep> prostaglandin h2 synthase <sep> prostaglandin h2 synthase 1 <sep> prostaglandin-endoperoxide synthase <sep> prostaglandin-endoperoxide synthase 1
nci:Prostate-Specific_Antigen	antigen, prostate-specific <sep> ec 3.4.21.34 <sep> fletcher factor <sep> gamma-seminoprotein <sep> klk3 <sep> kallikrein 3 <sep> kininogenin <sep> p-30 antigen <sep> psa <sep> plasma kallikrein precursor <sep> plasma prekallikrein <sep> prostate specific antigen <sep> prostate specific antigen preproprotein <sep> prostate-specific antigen <sep> semenogelase <sep> seminin
nci:Serum_Prostate_Specific_Antigen_Increased	serum psa increased <sep> serum prostate specific antigen increased
nci:Prostate_Adenocarcinoma_with_Focal_Neuroendocrine_Differentiation	prostate adenocarcinoma with focal neuroendocrine differentiation
nci:Prostate_Adenoid_Cystic_Carcinoma	adenoid cystic carcinoma of prostate <sep> adenoid cystic carcinoma of the prostate <sep> prostate adenoid cystic carcinoma
nci:Prostate_Adenoma	adenoma of prostate <sep> adenoma of the prostate <sep> prostate adenoma
nci:Prostate_Adenosquamous_Carcinoma	adenosquamous carcinoma of prostate <sep> adenosquamous carcinoma of the prostate <sep> prostate adenosquamous carcinoma
nci:Prostate_Angiosarcoma	angiosarcoma of prostate <sep> angiosarcoma of the prostate <sep> hemangiosarcoma of prostate <sep> hemangiosarcoma of the prostate <sep> prostate angiosarcoma <sep> prostate hemangiosarcoma <sep> prostatic angiosarcoma <sep> prostatic hemangiosarcoma
nci:Prostate_Sarcoma	prostate sarcoma <sep> sarcoma of prostate <sep> sarcoma of the prostate
nci:Prostate_Basal_Cell_Carcinoma	basal cell carcinoma of the prostate <sep> prostate basal cell carcinoma
nci:Prostate_Carcinoid_Tumor	carcinoid neoplasm of prostate <sep> carcinoid neoplasm of the prostate <sep> carcinoid tumor of prostate <sep> carcinoid tumor of the prostate <sep> prostate carcinoid neoplasm <sep> prostate carcinoid tumor
nci:Prostate_Neuroendocrine_Neoplasm	neuroendocrine neoplasm of prostate <sep> neuroendocrine neoplasm of the prostate <sep> neuroendocrine tumor of prostate <sep> neuroendocrine tumor of the prostate <sep> prostate neuroendocrine neoplasm <sep> prostate neuroendocrine tumor
nci:Prostate_Carcinoma_Metastatic_to_the_Bone	prostate carcinoma metastatic to the bone
nci:Prostate_Carcinoma_Metastatic_to_the_Lung	prostate carcinoma metastatic to the lung
nci:Prostate_Disorder	prostate disease <sep> prostate disorder
nci:Prostate_Ductal_Adenocarcinoma	ductal adenocarcinoma of prostate <sep> ductal adenocarcinoma of the prostate <sep> endometrioid adenocarcinoma of prostate <sep> endometrioid adenocarcinoma of the prostate <sep> endometrioid carcinoma of prostate <sep> endometrioid carcinoma of the prostate <sep> prostate ductal adenocarcinoma <sep> prostate endometrioid adenocarcinoma <sep> prostate endometrioid carcinoma <sep> prostatic endometrioid carcinoma
nci:Prostate_Ductal_Adenocarcinoma_Cribriform_Pattern	prostate ductal adenocarcinoma, cribriform pattern
nci:Prostate_Ductal_Adenocarcinoma_Papillary_Pattern	prostate ductal adenocarcinoma, papillary pattern
nci:Well_Differentiated_Prostate_Adenocarcinoma	well differentiated prostate adenocarcinoma
nci:Prostate_Ductal_Adenocarcinoma_Solid_Pattern	prostate ductal adenocarcinoma, solid pattern
nci:Prostate_Embryonal_Rhabdomyosarcoma	embryonal rhabdomyosarcoma of prostate <sep> embryonal rhabdomyosarcoma of the prostate <sep> prostate embryonal rhabdomyosarcoma
nci:Prostate_Rhabdomyosarcoma	prostate rhabdomyosarcoma <sep> rhabdomyosarcoma of prostate <sep> rhabdomyosarcoma of the prostate
nci:Prostate_Endometrioid_Carcinoma	endometrioid adenocarcinoma of prostate <sep> endometrioid adenocarcinoma of the prostate <sep> endometrioid carcinoma of prostate <sep> endometrioid carcinoma of the prostate <sep> prostate endometrioid adenocarcinoma <sep> prostate endometrioid carcinoma <sep> prostatic endometrioid carcinoma
nci:Prostate_Fibroma	fibroma of prostate <sep> fibroma of the prostate <sep> prostate fibroma
nci:Prostate_Kaposi_s_Sarcoma	kaposi's sarcoma of prostate <sep> kaposi's sarcoma of the prostate <sep> prostate kaposi sarcoma <sep> prostate kaposi's sarcoma
nci:Prostate_Leiomyoma	leiomyoma of prostate <sep> leiomyoma of the prostate <sep> prostate leiomyoma <sep> prostatic leiomyoma
nci:Prostate_Leiomyosarcoma	leiomyosarcoma of prostate <sep> leiomyosarcoma of the prostate <sep> prostate leiomyosarcoma
nci:Prostate_Lymphoma	lymphoma of prostate <sep> lymphoma of the prostate <sep> primary prostate lymphoma <sep> prostate lymphoma
nci:Prostate_Myeloid_Sarcoma	extramedullary myeloid neoplasm of prostate <sep> extramedullary myeloid neoplasm of the prostate <sep> extramedullary myeloid tumor of prostate <sep> extramedullary myeloid tumor of the prostate <sep> prostate extramedullary myeloid neoplasm <sep> prostate extramedullary myeloid tumor <sep> prostate myeloid sarcoma <sep> prostatic chloroma <sep> prostatic extramedullary myeloid neoplasm <sep> prostatic extramedullary myeloid tumor <sep> prostatic myeloid sarcoma
nci:Prostate_Non-Hodgkin_s_Lymphoma	non-hodgkin's lymphoma of prostate <sep> non-hodgkin's lymphoma of the prostate <sep> primary prostate non-hodgkin's lymphoma <sep> prostate non-hodgkin lymphoma <sep> prostate non-hodgkin's lymphoma
nci:Prostate_Small_Cell_Carcinoma	oat cell carcinoma of prostate <sep> oat cell carcinoma of the prostate <sep> prostate oat cell carcinoma <sep> prostate small cell carcinoma <sep> small cell carcinoma of prostate <sep> small cell carcinoma of the prostate
nci:Prostate_Squamous_Cell_Carcinoma	prostate squamous cell carcinoma <sep> squamous cell carcinoma of prostate <sep> squamous cell carcinoma of the prostate
nci:Prostate_Stromal_Proliferation_of_Uncertain_Malignant_Potential	prostate stump <sep> prostate stromal proliferation of uncertain malignant potential
nci:Tumor_of_Specialized_Prostatic_Stroma	tumor of specialized prostatic stroma
nci:Prostate_Stromal_Sarcoma	prostate stromal sarcoma <sep> stromal sarcoma of prostate <sep> stromal sarcoma of the prostate
nci:Prostatic_Acid_Phosphatase	acpp <sep> pap <sep> prostatic acid phosphatase
nci:Riboflavin_Metabolism_Pathway	riboflavin metabolism <sep> riboflavin metabolism pathway
nci:Prostatic_Duct_Urothelial_Carcinoma	prostatic duct urothelial carcinoma
nci:Prostatic_Glandular_Tissue	human prostatic glandular tissue <sep> prostatic glandular tissue
nci:Prostatic_Infection	prostatic infection
nci:Prostatic_Stone	prostate calculus <sep> prostatic stone <sep> stone of prostate
nci:Prostatic_Urethra_Urothelial_Carcinoma	prostatic urethra urothelial carcinoma
nci:Prostatic_Urethral_Malignant_Neoplasm	prostatic urethral malignant neoplasm
nci:Urethral_Transitional_Cell_Carcinoma	transitional cell carcinoma of urethra <sep> transitional cell carcinoma of the urethra <sep> urethra transitional cell carcinoma <sep> urethral transitional cell carcinoma <sep> urethral urothelial carcinoma
nci:Prosthodontics	prosthodontics
nci:Prosthodontist	prosthodontist
nci:Proteasome	proteasome <sep> proteosome
nci:_26S_ATP-Dependent_Proteasome	26s atp-dependent protease <sep> 26s atp-dependent proteasome <sep> 26s proteasome complex <sep> 26s proteosome
nci:Protein_Inhibition	protein inhibition
nci:Protein-Lysine-6-Oxidase	ec 1.4.3.13 <sep> lox <sep> lysyl oxidase <sep> protein-lysine 6-oxidase
nci:Protein_Biosynthesis_Pathway	protein biosynthesis (eukaryotes) <sep> protein biosynthesis pathway
nci:Protein_Energy_Malnutrition	protein energy malnutrition
nci:Protein_Expression	expressed <sep> protein expression
nci:mRNA_Expression	expressed <sep> mrna expression
nci:Translation_Alteration	translation alteration
nci:Protein_Tyrosine_Kinase	ec 2.7.1.112 <sep> ptk <sep> protein tyrosine kinase <sep> protein-tyrosine kinase <sep> tyrosine kinase <sep> tyrosine protein kinase <sep> tyrosine-specific protein kinase
nci:Protein_Tyrosine_Phosphatase	cytosolic protein tyrosine phosphastase <sep> protein tyrosine phosphatase
nci:Protein_Tyrosine_Phosphatase_Receptor_Type-C	cd45 <sep> cd45 antigen <sep> leukocyte common antigen <sep> ptprc <sep> protein tyrosine phosphatase, receptor type, c <sep> t200 glycoprotein
nci:Proteinase-3	acpa <sep> agp7 <sep> azurophil granule protein 7 <sep> c-anca <sep> c-anca antigen <sep> leukocyte proteinase 3 <sep> mbt <sep> myeloblastin <sep> np-4 <sep> neutrophil proteinase 4 <sep> neutrophil serine proteinase <sep> pr-3 <sep> pr3 <sep> prtn3 <sep> proteinase 3 <sep> serine proteinase, neutrophil <sep> wegener autoantigen <sep> wegener granulomatosis autoantigen <sep> p29
nci:Wegener_s_Granulomatosis	wegener's granulomatosis
nci:Proteinase_Inhibitor_Gene	proteinase inhibitor gene
nci:Proteinuria	proteinuria
nci:Proteolytic_Enzymes	enzymes, proteolytic <sep> proteolytic enzymes
nci:Proto-Oncogene	cellular oncogene <sep> cellular oncogenes <sep> proto-oncogene <sep> c-onc
nci:Protocol_Generic_Term	protocol
nci:Proton	proton
nci:Protoplasmic_Astrocytoma	protoplasmic astrocytoma
nci:Protoporphyrin	3,7,12,17-tetramethyl-8,13-divinyl-2,18-porphinedipropionic acid <sep> protoporphyrin
nci:Protozoal	protozoal
nci:Protriptyline	protriptyline
nci:Protriptyline_Hydrochloride	5h-dibenzo(a,d)cycloheptene-5-propanamine, n-methyl-, hydrochloride <sep> concordin <sep> mk-240 <sep> maximed <sep> protriptyline hydrochloride <sep> triptil hydrochloride <sep> vivactil
nci:Protrusion	protrusion
nci:Vitamin_A	3,7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraen-1-ol <sep> a 313 <sep> anti-infective vitamin <sep> antixerophthalmic vitamin <sep> aquasol a <sep> arovit <sep> avibon <sep> avitol <sep> axerol <sep> axerophthol <sep> axerophtholum <sep> biosterol <sep> biovit-a <sep> del-vi-a <sep> ido a 50 <sep> idrurto a <sep> lard factor <sep> lard-factor <sep> ledovit a <sep> micelle a <sep> mulsal a megadosis <sep> oleovitamin a <sep> ophthalamin <sep> pedi-vit-a <sep> retinol, all trans- <sep> rinocusi vitaminico <sep> vitamin a <sep> vitamin a alcohol <sep> vitamin a compound <sep> vitamin a usp <sep> vitamin a1 <sep> vitaminoftalmina <sep> vitaminum a <sep> vogan <sep> all-trans-retinol
nci:Proximal-Type_Epithelioid_Sarcoma	central epithelioid sarcoma <sep> proximal-type epithelioid sarcoma
nci:Prune	prune
nci:Prunus_virginiana	chokecherry <sep> prunus virginiana <sep> prunus virginiana l.
nci:Pruritic_Disorder	pruritic disorder
nci:Pruritus_Vulvae	pruritus vulvae
nci:Psammomatous_Meningioma	psammomatous meningioma
nci:Pseudo-Psammoma_Body_Formation	pseudo-psammoma body formation
nci:Pseudoaneurysm	false aneurysm <sep> pseudoaneurysm
nci:Pseudoephedrine	pseudoephedrine
nci:Pseudoephedrine_Hydrochloride	pseudoephedrine hydrochloride <sep> pseudoephedrine.hcl
nci:Pseudoephedrine_Sulfate	afrin <sep> afrinol <sep> benzenemethanol, alpha-((1s)-1-(methylamino)ethyl)-, (alphas)-,sulfate (2:1) (salt) <sep> d-isoephedrine sulfate <sep> pseudoephedrine sulfate
nci:Pseudogene	pseudogene
nci:Pseudogout	pseudogout
nci:Pseudolymphoma	pseudolymphoma
nci:Pseudomembranous_Conjunctivitis	pseudomembranous conjunctivitis
nci:Pseudomembranous_Diphtheritic_Conjunctivitis	pseudomembranous diphtheritic conjunctivitis
nci:Pseudophedrine_Sulfate	pseudoephedrine sulfate
nci:Pseudostratified_Tumor_Cells_Present	pseudostratified tumor cells present
nci:Psilocybin	3-(2-dimethylamino)ethylindol-4-ol dihydrogen phosphate <sep> 4-phosphoryloxy-n,n-dimethyl-tryptamine <sep> psilocybin
nci:Psoralen	psoralen
nci:Psoriasiform_Dermatitis	psoriasiform dermatitis
nci:Psoriatic_Arthritis	psoriatic arthritis
nci:Psychiatry	psychiatric <sep> psychiatry
nci:Psychogenic_Vaginismus	psychogenic vaginismus
nci:Psychological_Dependence	psychological dependence
nci:Psychologist	psychologist
nci:Psychology	psychology
nci:Psychometrics	psychometrics
nci:Psychosocial_Assessment_and_Care	psychosocial assessment <sep> psychosocial assessment and care <sep> psychosocial care <sep> psychosocial care/assessment <sep> psychosocial studies <sep> psychosocial support
nci:Psychosomatic_Disorder	psychosomatic disorder
nci:Psyllium	psyllium
nci:Psyllium_Husk	isogel <sep> ispaghula <sep> metamucil <sep> plantaglucide <sep> psyllium <sep> psyllium gum <sep> psyllium husk <sep> psyllium seed gum <sep> psyllium seed husk
nci:Pteropterin	pteropterin
nci:Pubic_Hair	pubic hair
nci:Public_Building	public building
nci:Public_Health_Nursing	public health nursing <sep> public health/community health/occupational health nursing
nci:Publication_Issue	issue
nci:Pueblo	pueblo
nci:Puerto_Rico	630 <sep> pr <sep> pri <sep> puerto rico <sep> rq
nci:Puli	hungarian water dog <sep> puli <sep> pulik
nci:Pulmonary_Adenomatosis	pulmonary adenomatosis
