Entity-IRI	Entity-Lexicon
fma:Set_of_lymph_nodes_of_upper_limb	lymph nodes of upper limb <sep> set of lymph nodes of upper limb <sep> nodi lymphoidei membri superioris
fma:Set_of_basal_ganglia	basal ganglia <sep> basal ganglia set <sep> set of basal ganglia
fma:Set_of_nuclei_of_neuraxis	set of nuclei of neuraxis
fma:Set_of_body_part_subdivisions	body part subdivisions set <sep> set of body part subdivisions
fma:Set_of_bones	bones <sep> bones set <sep> set of bones <sep> skeleton system <sep> ossa <sep> systema skeletale
fma:Set_of_organ_system_subdivisions	organ system subdivisions set <sep> set of organ system subdivisions
fma:Subdivision_of_axial_skeleton	axial skeleton subdivision <sep> subdivision of axial skeleton
fma:Set_of_brachial_veins	brachial veins <sep> brachial veins set <sep> set of brachial veins <sep> venae brachiales
fma:Set_of_bronchi	bronchi set <sep> set of bronchi <sep> bronchi
fma:Set_of_bronchial_veins	bronchial veins <sep> bronchial veins set <sep> set of bronchial veins <sep> venae bronchiales
fma:Set_of_bronchioles	bronchioles <sep> bronchioles set <sep> set of bronchioles <sep> bronchioli
fma:Set_of_organ_components_of_lung	organ components of lung <sep> set of organ components of lung
fma:Set_of_bronchopulmonary_lymph_nodes	bronchopulmonary lymph nodes <sep> bronchopulmonary lymph nodes set <sep> bronchopulmonary nodes <sep> set of bronchopulmonary lymph nodes <sep> nodi bronchopulmonales <sep> nodi lymphoidei bronchopulmonales
fma:Set_of_thoracic_lymph_nodes	set of thoracic lymph nodes <sep> thoracic lymph nodes <sep> thoracic lymph nodes set <sep> nodi lymphoidei thoracis
fma:Set_of_bursae	bursae <sep> bursae set <sep> set of bursae
fma:Set_of_capsular_ligaments	capsular ligaments <sep> capsular ligaments set <sep> set of capsular ligaments <sep> ligamenta capsularia
fma:Set_of_ligaments	ligaments <sep> ligaments set <sep> set of ligaments <sep> ligamenta
fma:Set_of_carpal_bones	carpal bones <sep> carpal bones set <sep> set of carpal bones <sep> ossa carpalia <sep> ossa carpi
fma:Subdivision_of_skeleton_of_upper_limb	subdivision of skeleton of upper limb
fma:Set_of_carpometacarpal_joints	carpometacarpal joints <sep> carpometacarpal joints set <sep> set of carpometacarpal joints <sep> articulationes carpometacarpales
fma:Set_of_cartilages	cartilages <sep> cartilages set <sep> set of cartilages
fma:Set_of_cavities	cavities <sep> cavities set <sep> set of cavities
fma:Set_of_celiac_lymph_nodes	celiac lymph nodes <sep> celiac nodes <sep> coeliac lymph nodes <sep> coeliac lymph nodes set <sep> coeliac nodes <sep> set of celiac lymph nodes <sep> set of coeliac lymph nodes <sep> nodi coeliaci <sep> nodi lymphoidei coeliaci
fma:Set_of_cell_parts	cell parts <sep> cell parts set <sep> set of cell parts
fma:Set_of_central_neuroglial_cells	central neuroglia <sep> central neuroglial cells set <sep> set of central neuroglial cells
fma:Set_of_neuroglial_cells	glia <sep> neuroglial cells set <sep> set of glial cells <sep> set of neuroglial cells <sep> neuroglia
fma:Set_of_cerebellar_veins	cerebellar veins <sep> cerebellar veins set <sep> set of cerebellar veins <sep> venae cerebelli
fma:Set_of_cerebral_gyri	cerebral gyri <sep> cerebral gyri set <sep> set of cerebral gyri <sep> gyri cerebri
fma:Set_of_cerebral_veins	cerebral veins <sep> cerebral veins set <sep> set of cerebral veins <sep> venae encephali
fma:Set_of_cervical_glands	cervical glands <sep> cervical glands set <sep> set of cervical glands <sep> glandulae cervicales
fma:Set_of_cervical_vertebrae	cervical vertebrae <sep> cervical vertebrae (ci-cvii) <sep> cervical vertebrae [c i - c vii] <sep> cervical vertebrae set <sep> set of cervical vertebrae <sep> vertebrae cervicales (ci-cvii) <sep> vertebrae cervicales [c i - c vii]
fma:Set_of_vertebrae	set of vertebrae <sep> vertebrae <sep> vertebrae set
fma:Set_of_chordae_tendineae_of_heart	chordae tendineae of heart <sep> set of chordae tendineae of heart <sep> tendinous cords of heart <sep> chordae tendineae cordis
fma:Set_of_organ_components_of_heart	organ components of heart <sep> set of organ components of heart
fma:Set_of_ciliary_glands	ciliary glands <sep> ciliary glands set <sep> moll's glands <sep> set of ciliary glands <sep> glandulae ciliares
fma:Set_of_ciliary_processes	ciliary processes <sep> ciliary processes set <sep> set of ciliary processes <sep> processus ciliares
fma:Set_of_circular_folds_of_small_intestine	circular folds of small intestine <sep> kerckring's valves <sep> set of circular folds of small intestine <sep> plicae circulares intestini tenuis
fma:Set_of_coeliac_ganglia	coeliac ganglia <sep> coeliac ganglia set <sep> set of coeliac ganglia <sep> ganglia coeliaca
fma:Set_of_ganglia	ganglia set <sep> set of ganglia
fma:Set_of_common_iliac_lymph_nodes	common iliac lymph nodes <sep> common iliac lymph nodes set <sep> common iliac nodes <sep> set of common iliac lymph nodes <sep> nodi iliaci communes <sep> nodi lymphoidei iliaci communes
fma:Set_of_pelvic_lymph_nodes	pelvic lymph nodes <sep> pelvic lymph nodes set <sep> set of pelvic lymph nodes <sep> nodi lymphoidei pelvis
fma:Set_of_common_palmar_digital_arteries	common palmar digital arteries <sep> common palmar digital arteries set <sep> set of common palmar digital arteries <sep> arteriae digitales palmares communes
fma:Set_of_conjunctival_glands	conjunctival glands <sep> conjunctival glands set <sep> set of conjunctival glands <sep> glandulae conjunctivales
fma:Set_of_coronary_arteries	coronary arteries <sep> coronary arteries set <sep> set of coronary arteries <sep> arteriae cornarae
fma:Set_of_costochondral_joints	costochondral joints <sep> costochondral joints set <sep> set of costochondral joints <sep> articulationes costochondrales
fma:Set_of_costovertebral_joints	costovertebral joints <sep> costovertebral joints set <sep> set of costovertebral joints <sep> articulationes costovertebrales
fma:Set_of_cranial_nerves	cranial nerves <sep> cranial nerves set <sep> set of cranial nerves <sep> nervi craniales
fma:Set_of_deep_temporal_veins	deep temporal veins <sep> deep temporal veins set <sep> set of deep temporal veins <sep> venae temporales profundae
fma:Set_of_dopaminergic_cells	dopaminergic cells <sep> dopaminergic cells set <sep> set of dopaminergic cells
fma:Set_of_dorsal_interossei_of_foot	dorsal interossei of foot <sep> set of dorsal interossei of foot <sep> musculi interossei dorsales pedis
fma:Set_of_dorsal_metacarpal_arteries	dorsal metacarpal arteries <sep> dorsal metacarpal arteries set <sep> set of dorsal metacarpal arteries <sep> arteriae metacarpales dorsales
fma:Set_of_dorsal_metatarsal_veins	dorsal metatarsal veins <sep> dorsal metatarsal veins set <sep> set of dorsal metatarsal veins <sep> venae metatarsales dorsales
fma:Set_of_ducts	ducts <sep> ducts set <sep> set of ducts
fma:Set_of_duodenal_glands	brunner's glands <sep> duodenal glands <sep> duodenal glands set <sep> set of duodenal glands <sep> glandulae duodenales
fma:Set_of_efferent_ductules	efferent ductules <sep> efferent ductules set <sep> set of efferent ductules <sep> ductuli efferentes testis
fma:Set_of_endocrine_glands	endocrine glands <sep> endocrine glands set <sep> set of endocrine glands <sep> glandulae endocrinae
fma:Set_of_extra_ocular_muscles	extra-ocular muscle group <sep> extra-ocular muscles <sep> extra-ocular muscles set <sep> extrinsic muscles of eyeball <sep> set of extra-ocular muscles <sep> set of extrinsic muscles of eyeball
fma:Set_of_eyebrows	eyebrows <sep> eyebrows set <sep> set of eyebrows <sep> supercilia
fma:Set_of_hairs	hairs <sep> hairs set <sep> set of hairs <sep> pili
fma:Set_of_eyelashes	eyelashes <sep> eyelashes set <sep> set of eyelashes
fma:Set_of_eyelids	eyelids <sep> eyelids set <sep> set of eyelids <sep> palpebrae
fma:Set_of_filiform_papillae	filiform papillae <sep> filiform papillae set <sep> set of filiform papillae <sep> papillae filiformes
fma:Set_of_papillae_of_tongue	papillae of tongue <sep> set of papillae of tongue <sep> papillae linguales
fma:Set_of_fingers	digits of hand <sep> fingers including thumb <sep> fingers set <sep> set of digits of hand <sep> set of fingers <sep> digiti manus
fma:Set_of_foliate_papillae	foliate papillae <sep> foliate papillae set <sep> set of foliate papillae <sep> papillae foliatae
fma:Set_of_fontanelles	fontanelles <sep> fontanelles set <sep> set of fontanelles <sep> fonticulus cranii
fma:Set_of_fungiform_papillae	fungiform papillae <sep> fungiform papillae set <sep> set of fungiform papillae <sep> papillae fungiformes
fma:Set_of_nerves	nerves set <sep> set of nerves
fma:Set_of_gastric_folds	gastric folds <sep> gastric folds set <sep> gastric rugae <sep> set of gastric folds <sep> plicae gastricae
fma:Set_of_gastric_glands	gastric glands <sep> gastric glands set <sep> set of gastric glands <sep> glandulae gastricae
fma:Set_of_gastric_pits	gastric pits <sep> gastric pits set <sep> set of gastric pits
fma:Set_of_genital_systems	genital systems <sep> genital systems set <sep> set of genital systems <sep> systemata genitalia
fma:Set_of_granular_foveolae	granular foveolae <sep> granular foveolae set <sep> pacchionian granulations <sep> set of granular foveolae
fma:Set_of_hamstring_muscles	hamstring muscles <sep> hamstring muscles set <sep> hamstrings <sep> set of hamstring muscles
fma:Set_of_hepatic_veins	hepatic veins <sep> hepatic veins set <sep> set of hepatic veins <sep> venae hepaticae
fma:Set_of_infraclavicular_lymph_nodes	infraclavicular lymph nodes <sep> infraclavicular lymph nodes set <sep> infraclavicular nodes <sep> set of deltopectoral lymph nodes <sep> set of infraclavicular lymph nodes <sep> nodi infraclaviculares <sep> nodi lymphoidei infraclaviculares
fma:Set_of_inguinal_lymph_nodes	inguinal lymph nodes <sep> inguinal lymph nodes set <sep> set of inguinal lymph nodes <sep> nodi lymphoidei inguinales
fma:Set_of_lymph_nodes_of_lower_limb	lymph nodes of lower limb <sep> set of lymph nodes of lower limb <sep> nodi lymphoidei membri inferioris
fma:Set_of_intercarpal_joints	carpal joints <sep> intercarpal joints <sep> intercarpal joints set <sep> set of carpal joints <sep> set of intercarpal joints <sep> articulationes intercarpales
fma:Set_of_interlobular_bile_ducts	interlobular bile ducts <sep> interlobular bile ducts set <sep> set of interlobular bile ducts <sep> ductus biliferi interlobulares
fma:Set_of_internal_cerebral_veins	internal cerebral veins <sep> internal cerebral veins set <sep> set of internal cerebral veins <sep> venae internae cerebri
fma:Set_of_internal_thoracic_veins	internal thoracic veins <sep> internal thoracic veins set <sep> set of internal thoracic veins <sep> venae thoracicae internae
fma:Set_of_interphalangeal_joints_of_foot	interphalangeal joints of foot <sep> set of interphalangeal joints of foot <sep> articulationes interphalangeae pedis
fma:Set_of_interphalangeal_joints_of_hand	interphalangeal joints of hand <sep> set of interphalangeal joints of hand <sep> articulationes interphalangeae manus
fma:Set_of_joints_of_pelvic_girdle	joints of pelvic girdle <sep> set of joints of pelvic girdle <sep> juncturae cinguli pelvici
fma:Set_of_laryngeal_muscles	laryngeal muscles <sep> laryngeal muscles set <sep> muscle group of larynx <sep> set of laryngeal muscles
fma:Set_of_lens_fibers	lens fibers <sep> lens fibers set <sep> lens fibres <sep> set of lens fibers <sep> fibrae lentis
fma:Set_of_lentiform_nuclei	lentiform nuclei <sep> lentiform nuclei set <sep> set of lentiform nuclei
fma:Set_of_ligamenta_flava	ligamenta flava set <sep> set of ligamenta flava <sep> ligamenta flava
fma:Set_of_lingual_papillae	lingual papillae <sep> lingual papillae set <sep> set of lingual papillae
fma:Set_of_lobules	lobules set <sep> set of lobules
fma:Set_of_lobules_of_liver	lobules of liver <sep> set of lobules of liver <sep> lobuli hepatis
fma:Set_of_lobules_of_thymus	lobules of thymus <sep> set of lobules of thymus <sep> lobuli thymi
fma:Set_of_lumbar_arteries	lumbar arteries <sep> lumbar arteries set <sep> set of lumbar arteries <sep> arteriae lumbales
fma:Set_of_lumbar_vertebrae	lumbar vertebrae <sep> lumbar vertebrae (li-lv) <sep> lumbar vertebrae [l i - l v] <sep> lumbar vertebrae set <sep> set of lumbar vertebrae <sep> vertebrae lumbales (li-lv) <sep> vertebrae lumbales [l i - l v]
fma:Set_of_lymph_nodes_of_head_and_neck	lymph nodes of head and neck <sep> set of lymph nodes of head and neck <sep> nodi lymphoidei capitis et colli
fma:Set_of_lymph_nodes_of_neck	lymph nodes of neck <sep> set of lymph nodes of neck
fma:Set_of_major_salivary_glands	major salivary glands <sep> major salivary glands set <sep> set of major salivary glands <sep> glandulae salivariae majores
fma:Set_of_masticatory_muscles	masticatory muscles <sep> masticatory muscles set <sep> set of masticatory muscles <sep> musculus masticatorii
fma:Set_of_maxillary_veins	maxillary veins <sep> maxillary veins set <sep> set of maxillary veins <sep> venae maxillares
fma:Set_of_medial_tarsal_arteries	medial tarsal arteries <sep> medial tarsal arteries set <sep> set of medial tarsal arteries <sep> arteriae tarsales mediales
fma:Set_of_medullary_rays_of_kidney	ferrein's pyramids <sep> medullary rays of kidney <sep> set of medullary rays of kidney <sep> radii medullares renis
fma:Set_of_organ_subdivisions_of_kidney	organ subdivisions of kidney <sep> set of organ subdivisions of kidney
fma:Set_of_metacarpophalangeal_joints	metacarpophalangeal joints <sep> metacarpophalangeal joints set <sep> set of metacarpophalangeal joints <sep> articulationes metacarpophalangeae
fma:Set_of_metatarsophalangeal_joints	metatarsophalangeal joints <sep> metatarsophalangeal joints set <sep> set of metatarsophalangeal joints <sep> articulationes metatarsophalangeae
fma:Set_of_microglial_cells	microglia <sep> microglial cells set <sep> set of microglial cells
fma:Set_of_minor_salivary_glands	minor salivary glands <sep> minor salivary glands set <sep> set of minor salivary glands <sep> glandulae salivariae minores
fma:Set_of_muscles_of_abdomen	muscle group of abdomen <sep> muscles of abdomen <sep> set of muscles of abdomen <sep> musculi abdominis
fma:Set_of_muscles_of_tongue	muscle group of tongue <sep> muscles of tongue <sep> set of muscles of tongue <sep> musculi linguae
fma:Set_of_nails_of_fingers	finger nails <sep> nails of fingers <sep> set of nails of fingers
fma:Set_of_nails_of_toes	nails of toes <sep> set of nails of toes <sep> toe nails
fma:Set_of_nares	nares <sep> nares set <sep> nostrils <sep> set of nares
fma:Set_of_nasal_cartilages	nasal cartilages <sep> nasal cartilages set <sep> set of nasal cartilages <sep> cartilagines nasi
fma:Set_of_nasal_muscles	muscle group of nose <sep> nasal muscle group <sep> nasal muscles <sep> nasal muscles set <sep> set of nasal muscles
fma:Set_of_nerve_plexuses	nerve plexuses <sep> neural plexuses set <sep> set of nerve plexuses
fma:Set_of_obturator_veins	obturator veins <sep> obturator veins set <sep> set of obturator veins <sep> venae obturatoriae
fma:Set_of_oculomotor_nuclei	oculomotor nuclei <sep> oculomotor nuclei set <sep> set of oculomotor nuclei
fma:Set_of_oesophageal_glands	oesophageal glands <sep> oesophageal glands set <sep> set of oesophageal glands <sep> glandulae oesophageae
fma:Set_of_olfactory_nerves	olfactory nerves <sep> olfactory nerves set <sep> set of olfactory nerves
fma:Set_of_openings_of_pulmonary_veins	openings of pulmonary veins <sep> set of openings of pulmonary veins
fma:Set_of_organ_parts	set of organ parts
fma:Set_of_organ_components_of_kidney	organ components of kidney <sep> set of organ components of kidney
fma:Set_of_pancreatic_islets	islets of langerhans <sep> pancreatic islets <sep> pancreatic islets set <sep> set of pancreatic islets <sep> insulae pancreaticae
fma:Set_of_pancreatic_veins	pancreatic veins <sep> pancreatic veins set <sep> set of pancreatic veins <sep> venae pancreaticae
fma:Set_of_pancreaticoduodenal_veins	pancreaticoduodenal veins <sep> pancreaticoduodenal veins set <sep> set of pancreaticoduodenal veins <sep> venae pancreaticoduodenales
fma:Set_of_paranasal_sinuses	paranasal sinuses <sep> paranasal sinuses set <sep> set of paranasal sinuses
fma:Set_of_parasternal_lymph_nodes	parasternal lymph nodes <sep> parasternal lymph nodes set <sep> parasternal nodes <sep> set of parasternal lymph nodes <sep> nodi lymphoidei parasternales <sep> nodi parasternales
fma:Set_of_pericardiacophrenic_veins	pericardiacophrenic veins <sep> pericardiacophrenic veins set <sep> set of pericardiacophrenic veins <sep> venae pericardiacophrenicae
fma:Set_of_phalanges	set of phalanges
fma:Set_of_phalanges_of_foot	phalanges of foot <sep> set of phalanges of foot
fma:Set_of_phalanges_of_hand	phalanges of hand <sep> set of phalanges of hand
fma:Set_of_pharyngeal_muscles	muscle group of pharynx <sep> muscle layer of pharynx <sep> pharyngeal muscles <sep> pharyngeal muscles set <sep> set of pharyngeal muscles <sep> tunica muscularis pharyngis
fma:Set_of_plantar_metatarsal_arteries	plantar metatarsal arteries <sep> plantar metatarsal arteries set <sep> set of plantar metatarsal arteries <sep> arteriae metatarsales plantares
fma:Set_of_popliteal_lymph_nodes	popliteal lymph nodes <sep> popliteal lymph nodes set <sep> popliteal nodes <sep> set of popliteal lymph nodes <sep> nodi lymphoidei poplitei <sep> nodi poplitei
fma:Set_of_posterior_tibial_veins	posterior tibial veins <sep> posterior tibial veins set <sep> set of posterior tibial veins <sep> venae tibiales posteriores
fma:Set_of_prostatic_ducts	prostatic ducts <sep> prostatic ducts set <sep> set of prostatic ducts <sep> ductuli prostatici
fma:Set_of_pulmonary_veins	pulmonary veins <sep> pulmonary veins set <sep> set of pulmonary veins <sep> venae pulmonales
fma:Set_of_regional_lymph_nodes	regional lymph nodes <sep> regional lymph nodes set <sep> set of regional lymph nodes <sep> nodi lymphoidei regionales
fma:Set_of_regions_of_back	regions of back <sep> set of regions of back
fma:Set_of_renal_columns	bertin's columns <sep> renal columns <sep> renal columns set <sep> set of renal columns <sep> columnae renales
fma:Set_of_renal_medullae	renal medullae <sep> renal medullae set <sep> set of renal medullae
fma:Set_of_renal_pyramids	medulla of kidney <sep> medullary pyramids <sep> renal medulla <sep> renal pyramids <sep> renal pyramids set <sep> set of medullary pyramids <sep> set of renal pyramids <sep> pyramides renales
fma:Set_of_renal_veins	burow's veins <sep> renal veins <sep> renal veins set <sep> set of renal veins <sep> venae renales
fma:Set_of_sebaceous_glands	glands of zeis <sep> sebaceous glands <sep> sebaceous glands set <sep> set of sebaceous glands <sep> glandulae sebaceae
fma:Set_of_semicircular_canals	semicircular canals <sep> semicircular canals set <sep> set of semicircular canals
fma:Set_of_semicircular_ducts	semicircular ducts <sep> semicircular ducts set <sep> set of semicircular ducts <sep> ductus semicirculares
fma:Set_of_seminiferous_tubules	convoluted seminiferous tubules <sep> seminiferous tubules <sep> seminiferous tubules set <sep> set of seminiferous tubules <sep> tubuli seminiferi contorti
fma:Set_of_sigmoid_arteries	set of sigmoid arteries <sep> sigmoid arteries <sep> sigmoid arteries set <sep> arteria sigmoideae
fma:Set_of_spaces_of_iridocorneal_angle	set of spaces of iridocorneal angle <sep> spaces of fontana <sep> spaces of iridocorneal angle
fma:Set_of_spinal_nerves	set of spinal nerves <sep> spinal nerves <sep> spinal nerves set <sep> nervi spinales
fma:Set_of_splenic_lymph_nodes	set of splenic lymph nodes <sep> splenic lymph nodes <sep> splenic lymph nodes set <sep> splenic nodes <sep> nodi lienales <sep> nodi lymphoidei lienales <sep> nodi lymphoidei splenici <sep> nodi splenici
fma:Set_of_splenic_trabeculae	set of splenic trabeculae <sep> splenic trabeculae <sep> splenic trabeculae set <sep> trabeculae splenicae
fma:Set_of_sternocostal_joints	set of sternocostal joints <sep> sternocostal joints <sep> sternocostal joints set <sep> articulationes sternocostales
fma:Set_of_subarachnoid_cisterns	set of subarachnoid cisterns <sep> subarachnoid cisterns <sep> subarachnoid cisterns set <sep> cisternae subarachnoideae
fma:Set_of_subendocardial_branches_of_atrioventricular_bundle	purkinje fibres <sep> set of subendocardial branches of atrioventricular bundle <sep> subendocardial branches of atrioventricular bundle <sep> rami subendocardiales fasciculi atrioventricularis
fma:Set_of_superficial_muscles_of_posterior_compartment_of_leg	set of superficial muscles of posterior compartment of leg <sep> superficial muscle group of posterior compartment of leg
fma:Set_of_superficial_temporal_veins	set of superficial temporal veins <sep> superficial temporal veins <sep> superficial temporal veins set <sep> venae temporales superficiales
fma:Set_of_superior_suprarenal_arteries	set of superior suprarenal arteries <sep> superior suprarenal arteries <sep> superior suprarenal arteries set <sep> arteriae suprarenales superiores
fma:Set_of_superior_vesical_arteries	set of superior vesical arteries <sep> superior vesical arteries <sep> superior vesical arteries set <sep> arteriae vesicales superiores
fma:Set_of_sural_arteries	set of sural arteries <sep> sural arteries <sep> sural arteries set <sep> arteriae surales
fma:Set_of_tarsal_bones	set of tarsal bones <sep> tarsal bones <sep> tarsal bones set <sep> ossa tarsalia <sep> ossa tarsi
fma:Subdivision_of_skeleton_of_lower_limb	segment of skeleton of lower limb <sep> subdivision of skeleton of lower limb
fma:Set_of_tarsal_glands	meibomian glands <sep> set of tarsal glands <sep> tarsal glands <sep> tarsal glands set <sep> glandulae tarsales
fma:Set_of_temporal_veins	set of temporal veins <sep> temporal veins <sep> temporal veins set <sep> venae temporales
fma:Set_of_thoracic_ganglia	set of thoracic ganglia <sep> thoracic ganglia <sep> thoracic ganglia set
fma:Set_of_thoracic_vertebrae	set of thoracic vertebrae <sep> thoracic vertebrae <sep> thoracic vertebrae (ti-txii) <sep> thoracic vertebrae [t i - t xii] <sep> thoracic vertebrae set <sep> vertebrae thoracicae (ti-txii) <sep> vertebrae thoracicae [t i - t xii]
fma:Set_of_thymic_veins	set of thymic veins <sep> thymic veins <sep> thymic veins set <sep> venae thymicae
fma:Set_of_toes	digits of foot <sep> set of toes <sep> toes <sep> toes set <sep> digiti pedis
fma:Set_of_tonsillar_crypts	set of tonsillar crypts <sep> tonsillar crypts <sep> tonsillar crypts set
fma:Set_of_trabeculae_of_lymph_node	set of trabeculae of lymph node <sep> trabeculae of lymph node <sep> trabeculae nodi lymphoidei
fma:Set_of_transverse_folds_of_rectum	houston's valve (middle of three) <sep> kohlrausch's fold (middle of three) <sep> set of transverse folds of rectum <sep> transverse folds of rectum <sep> plicae transversae recti
fma:Set_of_transverse_planes	set of transverse planes <sep> transverse planes <sep> transverse planes set
fma:Set_of_urethral_glands	glands of littre <sep> set of urethral glands <sep> urethral glands <sep> urethral glands set <sep> glandulae urethrales
fma:Set_of_uterine_glands	set of uterine glands <sep> uterine glands <sep> uterine glands set <sep> glandulae uterinae
fma:Set_of_vallate_papillae	set of vallate papillae <sep> vallate papillae <sep> vallate papillae set <sep> papillae vallatae
fma:Set_of_vertebral_joints	set of vertebral joints <sep> vertebral joints <sep> vertebral joints set <sep> juncturae columnae vertebralis
fma:Set_of_zygapophysial_joints	set of vertebral arch joints <sep> set of zygapophysial joints <sep> zygapophysial joints <sep> zygapophysial joints set <sep> articulationes zygapophysiales
fma:Seventh_cervical_vertebra	c7 vertebra <sep> prominent vertebra <sep> seventh cervical vertebra <sep> vertebra prominens (cvii) <sep> vertebra prominens [c vii]
fma:Seventh_thoracic_vertebra	seventh dorsal vertebra <sep> seventh thoracic vertebra <sep> t7 vertebra
fma:Sex_chromatin	barr body <sep> barr chromatin body <sep> sex chromatin
fma:Sex_chromosome	sex chromosome
fma:Short_insular_gyrus	short insular gyrus
fma:Shoulder	shoulder
fma:Sigmoid_artery	inferior left colic artery <sep> sigmoid artery
fma:Subdivision_of_inferior_mesenteric_artery	inferior mesenteric arterial subdivision <sep> subdivision of inferior mesenteric artery
fma:Sigmoid_colon	sigmoid colon <sep> colon sigmoideum
fma:Unilaminar_epithelium	simple epithelium <sep> unilaminar epithelium
fma:Simple_cuboidal_epithelium	epithelium simplex cuboideum <sep> simple cuboidal epithelium
fma:Sinuatrial_node	cardiac pacemaker <sep> koch's node <sep> node of keith-flack <sep> sa nodal muscle tissue <sep> sa node <sep> sinoatrial node <sep> sinu-atrial node <sep> sinuatrial nodal muscle tissue <sep> sinuatrial node <sep> sinus node <sep> sinus node of keith and flack <sep> nodus sinuatrialis
fma:Sinus	sinus
fma:Sinus_venosus	sinus venosus
fma:Sixth_cervical_vertebra	c6 vertebra <sep> sixth cervical vertebra
fma:Sixth_thoracic_vertebra	sixth dorsal vertebra <sep> sixth thoracic vertebra <sep> t6 vertebra
fma:Skeletal_muscle_cell	skeletal muscle cell <sep> skeletal muscle fiber <sep> myocytus striatus
fma:Skeletal_muscle_tissue	skeletal muscle tissue
fma:Skeletal_system	skeletal system
fma:Skeleton_of_upper_limb	bones of upper limb <sep> set of bones of upper limb <sep> skeleton of upper limb <sep> upper limb skeleton <sep> ossa membri superioris
fma:Subdivision_of_appendicular_skeleton	appendicular skeleton subdivision <sep> subdivision of appendicular skeleton
fma:Skin_of_abdomen	abdominal skin <sep> skin of abdomen <sep> skin of abdomen proper
fma:Skin_of_ankle	ankle skin <sep> skin of ankle
fma:Subdivision_of_skin_of_free_lower_limb	subdivision of skin of free lower limb
fma:Skin_of_arm	arm skin <sep> skin of arm
fma:Subdivision_of_skin_of_free_upper_limb	subdivision of skin of free upper limb
fma:Skin_of_elbow	elbow skin <sep> skin of elbow
fma:Skin_of_external_ear	external ear skin <sep> skin of external ear
fma:Subdivision_of_skin_of_auriculotemporal_part_of_head	subdivision of skin of auriculotemporal part of head
fma:Skin_of_eyelid	eyelid skin <sep> skin of eyelid
fma:Subdivision_of_skin_of_face	subdivision of skin of face
fma:Skin_of_face	face skin <sep> facial skin <sep> skin of face
fma:Zone_of_skin_of_head	zone of skin of head
fma:Skin_of_foot	foot skin <sep> skin of foot
fma:Skin_of_hand	hand skin <sep> skin of hand
fma:Skin_of_head	head skin <sep> skin of head
fma:Skin_of_knee	knee skin <sep> skin of knee
fma:Skin_of_leg	leg skin <sep> skin of leg
fma:Skin_of_limb	limb skin <sep> skin of limb
fma:Skin_of_lip	lip skin <sep> skin of lip
fma:Zone_of_skin_of_mouth	zone of skin of mouth
fma:Skin_of_neck	neck skin <sep> skin of neck
fma:Skin_of_perineum	perineum skin <sep> skin of perineum
fma:Skin_of_prepuce_of_penis	foreskin of penis <sep> preputial skin <sep> skin of prepuce of penis
fma:Subdivision_of_skin_of_penis	subdivision of skin of penis
fma:Skin_of_trunk	skin of trunk <sep> trunk skin
fma:Skin_of_wrist	skin of wrist <sep> wrist skin
fma:Skull	skull <sep> cranium
fma:Subdivision_of_skeletal_system	skeletal system subdivision <sep> subdivision of skeletal system
fma:Skull_bone	skull bone
fma:Small_cardiac_vein	right cardiac vein <sep> small cardiac vein <sep> vena cardiaca parva <sep> vena cordis parva
fma:Small_intestine	small bowel <sep> small intestine <sep> intestinum tenue
fma:Small_saphenous_vein	lesser saphenous vein <sep> short saphenous vein <sep> small saphenous vein <sep> vena saphena parva
fma:Smegma	smegma
fma:Smooth_muscle_tissue_of_prostate	muscular tissue of prostate <sep> smooth muscle tissue of prostate <sep> substantia muscularis prostatae
fma:Soft_palate	soft palate <sep> palatum molle <sep> velum palatinum
fma:Soleus	soleus <sep> musculus soleus
fma:Solid	solid
fma:Solitary_tract_nuclear_complex	nuclei of solitary tract <sep> nucleus of tractus solitarius <sep> solitary nuclei <sep> solitary nucleus <sep> solitary tract nuclear complex <sep> nts <sep> nucleus fasciculus solitarius <sep> nucleus solitarius <sep> nucleus tracti solitarii <sep> nucleus tractus solitarii
fma:Somatostatin	somatostatin
fma:Somatotroph	growth hormone secreting cell <sep> somatotrope cell <sep> somatotroph
fma:Somatotropin	sth <sep> somatotropin
fma:Somite	somite
fma:Space_of_Mall	mall space <sep> space of mall
fma:Special_sense_organ	special sense organ
fma:Special_sense_organ_system	special sense organ system
fma:Specialized_epithelial_cell	specialized epithelial cell
fma:Spermatic_cord	spermatic cord <sep> funiculus spermaticus
fma:Spermatid	nematoblast <sep> spermatid
fma:Spermatocyte	spermatocyte
fma:Spermatogonium	primitive sperm cell <sep> spermatogonium
fma:Sphenoid_bone	sphenoid <sep> sphenoid bone <sep> sphenoidal bone <sep> os sphenoidale
fma:Sphenoidal_sinus	sphenoidal sinus <sep> sinus sphenoidalis
fma:Sphenoparietal_sinus	sphenoparietal sinus <sep> sinus sphenoparietalis
fma:Sphincter_of_hepatopancreatic_ampulla	hepatopancreatic ampullary sphincter <sep> musculus sphincter ampullae <sep> sphincter of oddi <sep> sphincter of ampulla of vater <sep> sphincter of hepatopancreatic ampulla <sep> musculus sphincter ampullae hepatopancreatica
fma:Sphincter_pupillae	sphincter pupillae <sep> musculus sphincter pupillae
