Entity-IRI	Entity-Lexicon
snomed:Lactocele	lactocele
snomed:Obstruction_of_milk_ducts	obstruction of milk ducts
snomed:Lactone	lactone
snomed:Lactose	lactose
snomed:Lactose_and_derivatives	lactose and derivatives
snomed:Lactose_intolerance	lactose intolerance
snomed:Lactulose	lactulose
snomed:Osmotic_laxatives	osmotic laxatives
snomed:Lactulose_adverse_reaction	lactulose adverse reaction
snomed:Lactulose_allergy	lactulose allergy
snomed:Lactulose_poisoning	lactulose poisoning
snomed:Lakeland_terrier	lakeland terrier
snomed:Lambda_light_chain_measurement	lambda light chain measurement
snomed:Lamellipodium	lamellipodium
snomed:Laminectomy_with_spinal_fusion	laminectomy with spinal fusion
snomed:Lamotrigine	lamotrigine
snomed:Phenyltriazine_derivative_anticonvulsant	phenyltriazine derivative anticonvulsant
snomed:Lamotrigine_adverse_reaction	lamotrigine adverse reaction
snomed:Lamotrigine_allergy	lamotrigine allergy
snomed:Langerhans_cell_histiocytosis_disseminated	langerhans cell histiocytosis disseminated
snomed:Langerhans_cell_histiocytosis_multifocal	langerhans cell histiocytosis multifocal
snomed:Langerhans_cell_histiocytosis_no_ICD_O_subtype	langerhans cell histiocytosis no icd-o subtype
snomed:Langerhans_cell_histiocytosis_of_lung	langerhans cell histiocytosis of lung
snomed:Langerhans_cell_sarcoma	langerhans cell sarcoma
snomed:Langhans_giant_cell	langhans giant cell
snomed:Language_NOS	language nos
snomed:Language_spoken	language spoken
snomed:Language_function	language function
snomed:Lanreotide	lanreotide
snomed:Somatostatin_analog	somatostatin analog
snomed:Lansoprazole	lansoprazole
snomed:Lansoprazole_adverse_reaction	lansoprazole adverse reaction
snomed:Proton_pump_inhibitor_adverse_reaction	proton pump inhibitor adverse reaction
snomed:Lansoprazole_allergy	lansoprazole allergy
snomed:Proton_pump_inhibitor_allergy	proton pump inhibitor allergy
snomed:Lanthanum	lanthanum
snomed:Lanthanum_AND_OR_lanthanum_compound	lanthanum and or lanthanum compound
snomed:Lanthanum_carbonate	lanthanum carbonate
snomed:Phosphate_binding_agent	phosphate binding agent
snomed:Phosphate_binding_preparation	phosphate binding preparation
snomed:Laos	laos
snomed:Laparoscopic_ablation_of_lesion_of_kidney	laparoscopic ablation of lesion of kidney
snomed:Laparoscopic_adrenalectomy	laparoscopic adrenalectomy
snomed:Laparoscopic_anastomosis_of_gallbladder_to_intestine	laparoscopic anastomosis of gallbladder to intestine
snomed:Laparoscopic_appendectomy	laparoscopic appendectomy
snomed:Laparoscopic_assisted_abdominoperineal_resection	laparoscopic-assisted abdominoperineal resection
snomed:Laparoscopic_assisted_left_colectomy	laparoscopic-assisted left colectomy
snomed:Laparoscopic_assisted_right_colectomy	laparoscopic-assisted right colectomy
snomed:Right_colectomy	right colectomy
snomed:Laparoscopic_assisted_sigmoid_colectomy	laparoscopic-assisted sigmoid colectomy
snomed:Sigmoid_colectomy	sigmoid colectomy
snomed:Laparoscopic_assisted_vaginal_hysterectomy	laparoscopic-assisted vaginal hysterectomy
snomed:Laparoscopic_hysterectomy	laparoscopic hysterectomy
snomed:Vaginal_hysterectomy	vaginal hysterectomy
snomed:Vaginal_approach	vaginal approach
snomed:Laparoscopic_biopsy_of_liver	laparoscopic biopsy of liver
snomed:Laparoscopic_biopsy_of_liver_lesion	laparoscopic biopsy of liver lesion
snomed:Laparoscopic_biopsy_of_uterine_ligaments	laparoscopic biopsy of uterine ligaments
snomed:Laparoscopic_biopsy_of_uterus	laparoscopic biopsy of uterus
snomed:Laparoscopic_cholecystectomy	laparoscopic cholecystectomy
snomed:Laparoscopic_cholecystectomy_with_cholangiography	laparoscopic cholecystectomy with cholangiography
snomed:Laparoscopic_cholecystectomy_with_exploration_of_common_duct	laparoscopic cholecystectomy with exploration of common duct
snomed:Laparoscopic_emergency_appendectomy	laparoscopic emergency appendectomy
snomed:Laparoscopic_ligation_of_varicocele	laparoscopic ligation of varicocele
snomed:Ligation_of_varicocele	ligation of varicocele
snomed:Laparoscopic_partial_excision_of_kidney	laparoscopic partial excision of kidney
snomed:Laparoscopic_pelvic_lymph_biopsy	laparoscopic pelvic lymph biopsy
snomed:Laparoscopic_pyloromyotomy	laparoscopic pyloromyotomy
snomed:Laparoscopic_repair_of_inguinal_hernia	laparoscopic repair of inguinal hernia
snomed:Laparoscopic_subtotal_hysterectomy	laparoscopic subtotal hysterectomy
snomed:Laparoscopic_total_abdominal_hysterectomy_and_bilateral_salpingo_oophorectomy	laparoscopic total abdominal hysterectomy and bilateral salpingo-oophorectomy
snomed:Laparoscopic_transverse_colectomy	laparoscopic transverse colectomy
snomed:Laparoscopic_ultrasound_examination	laparoscopic ultrasound examination
snomed:Laparoscopic_ultrasound_examination_of_bile_duct	laparoscopic ultrasound examination of bile duct
snomed:Laparoscopic_ultrasound_examination_of_bile_duct_and_biopsy_of_lesion_of_bile_duct	laparoscopic ultrasound examination of bile duct and biopsy of lesion of bile duct
snomed:Laparoscopic_ultrasound_examination_of_liver_and_biopsy_of_lesion_of_liver	laparoscopic ultrasound examination of liver and biopsy of lesion of liver
snomed:Laparoscopic_ultrasound_examination_of_pancreas	laparoscopic ultrasound examination of pancreas
snomed:Laparoscopic_ultrasound_examination_of_pancreas_and_biopsy_of_lesion_of_pancreas	laparoscopic ultrasound examination of pancreas and biopsy of lesion of pancreas
snomed:Laparoscopy_of_fallopian_tube	laparoscopy of fallopian tube
snomed:Laparoscopy_with_biopsy	laparoscopy with biopsy
snomed:Laparoscopy_with_excision_of_lesion	laparoscopy with excision of lesion
snomed:Laparoscopy_with_fulguration_of_fallopian_tube	laparoscopy with fulguration of fallopian tube
snomed:Laparoscopy_with_fulguration_of_lesion	laparoscopy with fulguration of lesion
snomed:Laparoscopy_with_lysis_of_adhesions	laparoscopy with lysis of adhesions
snomed:Laparoscopy_with_occlusion_of_fallopian_tube_by_device	laparoscopy with occlusion of fallopian tube by device
snomed:Laparoscopy_with_removal_of_adnexal_structures	laparoscopy with removal of adnexal structures
snomed:Laparotomy_and_division_of_peritoneal_adhesions	laparotomy and division of peritoneal adhesions
snomed:Lysis_of_adhesions_of_peritoneum	lysis of adhesions of peritoneum
snomed:Laparotomy_and_removal_of_foreign_body_from_abdominal_cavity	laparotomy and removal of foreign body from abdominal cavity
snomed:Lapatinib	lapatinib
snomed:Lapatinib_ditosylate	lapatinib ditosylate
snomed:Large	large
snomed:Magnitudes	magnitudes
snomed:Large_bowel_gangrene	large bowel gangrene
snomed:Large_bowel_obstruction	large bowel obstruction
snomed:Large_breast	large breast
snomed:Large_cell_anaplastic_lymphoma	large cell anaplastic lymphoma
snomed:Large_cell_carcinoma_with_rhabdoid_phenotype	large cell carcinoma with rhabdoid phenotype
snomed:Large_cell_medulloblastoma	large cell medulloblastoma
snomed:Large_cell_neuroendocrine_carcinoma	large cell neuroendocrine carcinoma
snomed:Large_cleaved_cell	large cleaved cell
snomed:Large_granular_lymphocyte	large granular lymphocyte
snomed:Large_penis	large penis
snomed:Large_plaque_parapsoriasis	large plaque parapsoriasis
snomed:Parapsoriasis	parapsoriasis
snomed:Premycotic_eruption	premycotic eruption
snomed:Laryngeal_adhesions_divided	laryngeal adhesions divided
snomed:Laryngeal_catheterization	laryngeal catheterization
snomed:Laryngeal_diphtheria	laryngeal diphtheria
snomed:Laryngeal_route	laryngeal route
snomed:Laryngeal_sarcoidosis	laryngeal sarcoidosis
snomed:Laryngeal_spasm	laryngeal spasm
snomed:Laryngectomy_sample	laryngectomy sample
snomed:Laryngitis_due_to_gastroesophageal_reflux	laryngitis due to gastroesophageal reflux
snomed:Laryngocentesis	laryngocentesis
snomed:Laryngoesophagectomy	laryngoesophagectomy
snomed:Laryngopharyngectomy	laryngopharyngectomy
snomed:Laryngotomy_with_removal_of_congenital_laryngocele	laryngotomy with removal of congenital laryngocele
snomed:Laryngotomy_with_removal_of_tumor	laryngotomy with removal of tumor
snomed:Laryngotracheal_tube	laryngotracheal tube
snomed:Larynx_biopsy_sample	larynx biopsy sample
snomed:Specimen_from_head_and_neck_structure_obtained_by_biopsy	specimen from head and neck structure obtained by biopsy
snomed:Larynx_manipulation	larynx manipulation
snomed:Neck_manipulation	neck manipulation
snomed:Laser_ablation_of_esophageal_lesion	laser ablation of esophageal lesion
snomed:Laser_treatment_of_esophageal_lesion	laser treatment of esophageal lesion
snomed:Laser_ablation_of_lesion_of_liver_using_computed_tomography_guidance	laser ablation of lesion of liver using computed tomography guidance
snomed:Laser_ablation_using_computed_tomography_guidance	laser ablation using computed tomography guidance
snomed:Laser_ablation_of_long_saphenous_vein	laser ablation of long saphenous vein
snomed:Laser_ablation_of_osteoid_osteoma_using_computed_tomography_guidance	laser ablation of osteoid osteoma using computed tomography guidance
snomed:Laser_ablation_of_prostate	laser ablation of prostate
snomed:Laser_ablation_operation_for_arrhythmia	laser ablation operation for arrhythmia
snomed:Laser_procedure	laser procedure
snomed:Laser_cervix_lesion_therapy	laser cervix lesion therapy
snomed:Laser_destruction_of_lesion_of_anus	laser destruction of lesion of anus
snomed:Laser_destruction_of_lesion_of_female_perineum	laser destruction of lesion of female perineum
snomed:Laser_destruction_of_lesion_of_retina	laser destruction of lesion of retina
snomed:Laser_destruction_of_lesion_of_skin_of_head_or_neck	laser destruction of lesion of skin of head or neck
snomed:Laser_destruction_of_skin_lesion	laser destruction of skin lesion
snomed:Laser_destruction_of_lesion_of_vagina	laser destruction of lesion of vagina
snomed:Laser_destruction_of_lesion_of_vulva	laser destruction of lesion of vulva
snomed:Laser_destruction_of_vulval_wart	laser destruction of vulval wart
snomed:Laser_discectomy	laser discectomy
snomed:Laser_excision_of_lesion_of_cervix	laser excision of lesion of cervix
snomed:Laser_iridoplasty	laser iridoplasty
snomed:Laser_removal_of_hair	laser removal of hair
snomed:Laser_surgery_of_mouth	laser surgery of mouth
snomed:Laser_therapy_to_lesion_of_eyelid	laser therapy to lesion of eyelid
snomed:Laser_treatment_of_duodenal_lesion	laser treatment of duodenal lesion
snomed:Laser_treatment_of_gastric_lesion	laser treatment of gastric lesion
snomed:Laser_treatment_of_lesionsmall_intestine	laser treatment of lesion - small intestine
snomed:Laser_urethrotomy	laser urethrotomy
snomed:Laserpexy	laserpexy
snomed:Latamoxef_adverse_reaction	latamoxef adverse reaction
snomed:Moxalactam	moxalactam
snomed:Latamoxef_allergy	latamoxef allergy
snomed:Latamoxef_overdose	latamoxef overdose
snomed:Latamoxef_poisoning	latamoxef poisoning
snomed:Latanoprost	latanoprost
snomed:Late	late
snomed:Late_amputation_stump_complication	late amputation stump complication
snomed:Neurosyphilis	neurosyphilis
snomed:Late_congenital_neurovascular_syphilis	late congenital neurovascular syphilis
snomed:Late_congenital_syphilitic_meningitis	late congenital syphilitic meningitis
snomed:Late_congenital_syphilitic_polyneuropathy	late congenital syphilitic polyneuropathy
snomed:Late_effect_of_external_cause	late effect of external cause
snomed:Sequelae_of_external_causes_and_disorders	sequelae of external causes and disorders
snomed:Late_effect_of_injury_of_testicle	late effect of injury of testicle
snomed:Late_effect_of_nervous_system_injury	late effect of nervous system injury
snomed:Late_effect_of_radiation	late effect of radiation
snomed:Late_effects_of_injury_poisoning_toxic_effects_and_other_external_causes	late effects of injury poisoning toxic effects and other external causes
snomed:Late_effect_of_traumatic_injury_to_brain	late effect of traumatic injury to brain
snomed:Sequelae_of_disorders	sequelae of disorders
snomed:Latent	latent
snomed:Latent_schizophrenia	latent schizophrenia
snomed:Latent_schizophrenia_NOS	latent schizophrenia nos
snomed:Latent_syphilis_unspecified	latent syphilis unspecified
snomed:Lateral_decubitus_position	lateral decubitus position
snomed:Recumbent_body_position	recumbent body position
snomed:Lateral_epicondylitis	lateral epicondylitis
snomed:Lateral_myocardial_infarction_NOS	lateral myocardial infarction nos
snomed:Latvia	latvia
snomed:Laudanum	laudanum
snomed:Opium	opium
snomed:Laurence_Moon_syndrome	laurence-moon syndrome
snomed:Lauric_acid	lauric acid
snomed:Lavage_of_bone	lavage of bone
snomed:Lawyer	lawyer
snomed:Lead_and_its_derivatives	lead and its derivatives
snomed:Lead_AND_OR_lead_compound	lead and or lead compound
snomed:Lead_chromate	lead chromate
snomed:Lead_salt	lead salt
snomed:Lead_compound	lead compound
snomed:Lead_compound_causing_toxic_effect_NOS	lead compound causing toxic effect nos
snomed:Lead_measurement	lead measurement
snomed:Lead_screening	lead screening
snomed:Lead_screening_urine	lead screening urine
snomed:Lean_body_mass	lean body mass
snomed:Learning_function	learning function
snomed:Lebanon	lebanon
snomed:Lecithin_product	lecithin product
snomed:Phosphatidylcholine	phosphatidylcholine
snomed:Lectin	lectin
snomed:Leflunomide	leflunomide
snomed:Left_anterior_fascicular_block	left anterior fascicular block
snomed:Monofascicular_block	monofascicular block
snomed:Left_atrial_pressure	left atrial pressure
snomed:Left_coronary_arteriography	left coronary arteriography
snomed:Left_coronary_artery_occlusion	left coronary artery occlusion
snomed:Left_lateral_decubitus_position	left lateral decubitus position
snomed:Left_posterior_fascicular_block	left posterior fascicular block
snomed:Salpingo_oophorectomy	salpingo-oophorectomy
snomed:Left_sided_cerebral_infarction	left sided cerebral infarction
snomed:Left_upper_zone_pneumonia	left upper zone pneumonia
snomed:Lobar_pneumonia	lobar pneumonia
snomed:Left_ventricular_aneurysm	left ventricular aneurysm
snomed:Ventricular_aneurysm	ventricular aneurysm
snomed:Left_ventricular_aneurysm_operation	left ventricular aneurysm operation
snomed:Left_ventricular_aneurysm_resection	left ventricular aneurysm resection
snomed:Left_ventricular_segment	left ventricular segment
snomed:Left_ventricular_cardiac_dysfunction	left ventricular cardiac dysfunction
snomed:Left_ventricular_ejection_fraction	left ventricular ejection fraction
snomed:Left_ventricular_hypertrophy_by_EKG	left ventricular hypertrophy by ekg
snomed:Left_ventricular_mass	left ventricular mass
snomed:Left_ventricular_outflow_tract_myotomy	left ventricular outflow tract myotomy
snomed:Ventricular_segment	ventricular segment
snomed:Left_ventricular_thrombus	left ventricular thrombus
snomed:Leg_cramp	leg cramp
snomed:Leg_ulcer_NOS	leg ulcer nos
snomed:Legal	legal
snomed:Legal_abortion_unspecified	legal abortion unspecified
snomed:Legal_guardian	legal guardian
snomed:Person_in_the_legal_environment	person in the legal environment
snomed:Legally_induced_abortion	legally induced abortion
snomed:Legally_induced_abortion_NOS	legally induced abortion nos
snomed:Leiomyoma_no_ICD_O_subtype	leiomyoma no icd-o subtype
snomed:Leiomyoma_of_ciliary_body	leiomyoma of ciliary body
snomed:Leiomyoma_of_esophagus	leiomyoma of esophagus
snomed:Leiomyoma_of_small_intestine	leiomyoma of small intestine
snomed:Leiomyoma_of_stomach	leiomyoma of stomach
snomed:Leiomyomatosis_peritonealis_disseminata	leiomyomatosis peritonealis disseminata
snomed:Leishmania_donovani_complex	leishmania donovani complex
snomed:Leishmanial_pneumonia	leishmanial pneumonia
snomed:Pneumonia_due_to_parasitic_infestation	pneumonia due to parasitic infestation
snomed:Leishmaniasis_NOS	leishmaniasis nos
snomed:Leishmaniasis_screening	leishmaniasis screening
snomed:Leishmanid	leishmanid
snomed:Lemon_flavor	lemon flavor
snomed:Lemon_juice	lemon juice
snomed:Lemondietary	lemon - dietary
snomed:Lenalidomide	lenalidomide
snomed:Length	length
snomed:Length_property	length property
snomed:Lenograstim	lenograstim
snomed:Lenograstim_adverse_reaction	lenograstim adverse reaction
snomed:Lenograstim_allergy	lenograstim allergy
snomed:Lenperone	lenperone
snomed:Lens_reconstruction	lens reconstruction
snomed:Lentiginosis	lentiginosis
snomed:Lentigo_maligna	lentigo maligna
snomed:Lentigo_maligna_melanoma	lentigo maligna melanoma
snomed:Malignant_melanoma_in_Hutchinson_s_melanotic_freckle	malignant melanoma in hutchinson s melanotic freckle
snomed:Lentigo_simplex	lentigo simplex
snomed:Lepirudin	lepirudin
snomed:Leptin	leptin
snomed:Leriche_s_syndrome	leriche s syndrome
snomed:Terminal_aortic_occlusion	terminal aortic occlusion
snomed:Lesch_Nyhan_syndrome	lesch-nyhan syndrome
snomed:Lesion_of_brain	lesion of brain
snomed:Lesion_of_ear_excised	lesion of ear excised
snomed:Lesion_of_liver	lesion of liver
snomed:Lesion_of_stomach	lesion of stomach
snomed:Nerve_plexus_and_root_disorders	nerve plexus and root disorders
snomed:Lesotho	lesotho
snomed:Less_than_symbol_lt	less-than symbol lt
snomed:Lesser	lesser
snomed:Lesser_saphenous_vein_injury	lesser saphenous vein injury
snomed:Lethal_dose	lethal dose
snomed:Lethal_dose_50	lethal dose 50
snomed:Lethal_midline_granuloma	lethal midline granuloma
snomed:Primary_malignant_neoplasm_of_face	primary malignant neoplasm of face
snomed:Lethargy	lethargy
snomed:Letrozole	letrozole
snomed:Letterer_Siwe_disease_NOS	letterer-siwe disease nos
snomed:Letterer_Siwe_disease_of_intra_abdominal_lymph_nodes	letterer-siwe disease of intra-abdominal lymph nodes
snomed:Letterer_Siwe_disease_of_intrapelvic_lymph_nodes	letterer-siwe disease of intrapelvic lymph nodes
snomed:Letterer_Siwe_disease_of_intrathoracic_lymph_nodes	letterer-siwe disease of intrathoracic lymph nodes
snomed:Letterer_Siwe_disease_of_lymph_nodes_of_axilla_AND_OR_upper_limb	letterer-siwe disease of lymph nodes of axilla and or upper limb
snomed:Letterer_Siwe_disease_of_lymph_nodes_of_head_face_AND_OR_neck	letterer-siwe disease of lymph nodes of head face and or neck
snomed:Letterer_Siwe_disease_of_lymph_nodes_of_inguinal_region_AND_OR_lower_limb	letterer-siwe disease of lymph nodes of inguinal region and or lower limb
snomed:Letterer_Siwe_disease_of_spleen	letterer-siwe disease of spleen
snomed:Letterer_Siwe_disease_of_unspecified_sites	letterer-siwe disease of unspecified sites
snomed:Leucodystrophy_NOS	leucodystrophy nos
snomed:Leukemia_NOS	leukemia nos
snomed:Leukemia_no_ICD_O_subtype	leukemia no icd-o subtype
snomed:Leukemia_of_unspecified_cell_type	leukemia of unspecified cell type
snomed:Leukemic_reticuloendotheliosis_NOS	leukemic reticuloendotheliosis nos
snomed:Leukemic_reticuloendotheliosis_of_intrapelvic_lymph_nodes	leukemic reticuloendotheliosis of intrapelvic lymph nodes
snomed:Secondary_malignant_neoplasm_of_intrapelvic_lymph_nodes	secondary malignant neoplasm of intrapelvic lymph nodes
snomed:Leukemic_reticuloendotheliosis_of_lymph_nodes_of_multiple_sites	leukemic reticuloendotheliosis of lymph nodes of multiple sites
snomed:Leukemic_reticuloendotheliosis_of_unspecified_sites	leukemic reticuloendotheliosis of unspecified sites
snomed:Leukemoid_reaction	leukemoid reaction
snomed:Leukocytosis	leukocytosis
snomed:Leukemoid_reaction_of_the_newborn	leukemoid reaction of the newborn
snomed:Leukocyte_esterase	leukocyte esterase
snomed:Leukocyte_esterase_measurement	leukocyte esterase measurement
snomed:Leukoencephalopathy	leukoencephalopathy
snomed:Leukopheresis	leukopheresis
snomed:Leukoplakia_of_anus	leukoplakia of anus
snomed:Leukoplakia_of_bladder	leukoplakia of bladder
snomed:Leukoplakia_of_buccal_mucosa	leukoplakia of buccal mucosa
snomed:Leukoplakia_of_oral_mucosa	leukoplakia of oral mucosa
snomed:Leukoplakia_of_cervix	leukoplakia of cervix
snomed:Leukoplakia_of_female_genital_organs	leukoplakia of female genital organs
snomed:Leukoplakia_of_esophagus	leukoplakia of esophagus
snomed:Leukoplakia_of_gingiva	leukoplakia of gingiva
snomed:Leukoplakia_of_lips	leukoplakia of lips
snomed:Leukoplakia_of_male_genital_organs	leukoplakia of male genital organs
snomed:Leukoplakia_of_penis	leukoplakia of penis
snomed:Leukoplakia_of_tongue_associated_with_HIV_disease	leukoplakia of tongue associated with hiv disease
snomed:Leukoplakia_of_vagina	leukoplakia of vagina
snomed:Leukoplakia_of_vulva	leukoplakia of vulva
snomed:Leukorrhea	leukorrhea
snomed:Leukostasis	leukostasis
snomed:Leukotriene	leukotriene
snomed:Leukotriene_receptor_inhibitor	leukotriene receptor inhibitor
snomed:Leuprolide	leuprolide
snomed:Leuprorelin	leuprorelin
snomed:Leuprolide_acetate	leuprolide acetate
snomed:Leuprorelin_acetate	leuprorelin acetate
snomed:Leuprorelin_adverse_reaction	leuprorelin adverse reaction
snomed:Leuprorelin_allergy	leuprorelin allergy
snomed:Levalbuterol	levalbuterol
snomed:Levalbuterol_hydrochloride	levalbuterol hydrochloride
snomed:Levalbuterol_tartrate	levalbuterol tartrate
snomed:Opiate_antagonist	opiate antagonist
snomed:Levamisole	levamisole
snomed:Levamisole_adverse_reaction	levamisole adverse reaction
snomed:Levamisole_allergy	levamisole allergy
snomed:Levamisole_hydrochloride	levamisole hydrochloride
snomed:Levetiracetam	levetiracetam
snomed:Levobetaxolol	levobetaxolol
snomed:Levobunolol	levobunolol
snomed:Levobunolol_adverse_reaction	levobunolol adverse reaction
snomed:Levobunolol_allergy	levobunolol allergy
snomed:Levobunolol_hydrochloride	levobunolol hydrochloride
snomed:Levobupivacaine	levobupivacaine
snomed:Levobupivacaine_hydrochloride	levobupivacaine hydrochloride
snomed:Levocabastine	levocabastine
snomed:Levocabastine_hydrochloride	levocabastine hydrochloride
snomed:Levocetirizine	levocetirizine
snomed:Levocetirizine_dihydrochloride	levocetirizine dihydrochloride
snomed:Levodopa	levodopa
snomed:Levofloxacin	levofloxacin
snomed:Levofolinic_acid	levofolinic acid
snomed:Levoleucovorin_calcium	levoleucovorin calcium
snomed:Levomenthol	levomenthol
snomed:Menthol	menthol
snomed:Levomethadyl	levomethadyl
snomed:Phenylheptylamine_derivative	phenylheptylamine derivative
snomed:Levomethadyl_acetate_hydrochloride	levomethadyl acetate hydrochloride
snomed:Levonordefrin	levonordefrin
snomed:Levonorgestrel	levonorgestrel
snomed:Norgestrel	norgestrel
snomed:Levonorgestrel_adverse_reaction	levonorgestrel adverse reaction
snomed:Levonorgestrel_allergy	levonorgestrel allergy
snomed:Levonorgestrel_preparation	levonorgestrel preparation
snomed:Levorphanol	levorphanol
snomed:Levorphanol_adverse_reaction	levorphanol adverse reaction
snomed:Levorphanol_allergy	levorphanol allergy
snomed:Levorphanol_tartrate	levorphanol tartrate
snomed:Levothyroxine_sodium	levothyroxine sodium
snomed:Levothyroxine_sodium_preparation	levothyroxine sodium preparation
snomed:Leydig_cell_tumor_benign	leydig cell tumor benign
snomed:Leydig_cell_tumor_malignant	leydig cell tumor malignant
snomed:Leydig_cell_tumor_no_ICD_O_subtype	leydig cell tumor no icd-o subtype
snomed:Lhasa_apso	lhasa apso
snomed:Lhermitte_Duclos_disease	lhermitte-duclos disease
snomed:Li_Fraumeni_syndrome	li-fraumeni syndrome
snomed:Liberally	liberally
snomed:Liberia	liberia
snomed:Liberians	liberians
snomed:Libido_function	libido function
snomed:Libya	libya
snomed:Lichen	lichen
snomed:Papular_eruption	papular eruption
snomed:Lichen_planus_NOS	lichen planus nos
snomed:Lichen_planus_of_glans_penis	lichen planus of glans penis
snomed:Lichen_planus_of_penis	lichen planus of penis
snomed:Lichen_sclerosus_et_atrophicus_bullous_type	lichen sclerosus et atrophicus bullous type
snomed:Lichen_sclerosus_et_atrophicus_of_the_vulva	lichen sclerosus et atrophicus of the vulva
snomed:Lichenoid_drug_eruption	lichenoid drug eruption
snomed:Lidocaine	lidocaine
snomed:Lidocaine_hydrochloride	lidocaine hydrochloride
snomed:Local_anesthetic_allergen	local anesthetic allergen
snomed:Liechtenstein	liechtenstein
snomed:Life_style	life style
snomed:Lifestyle	lifestyle
snomed:Ligament_biopsy_sample	ligament biopsy sample
snomed:Ligament_rupture	ligament rupture
snomed:Ligation_of_abdominal_aorta	ligation of abdominal aorta
snomed:Ligation_of_abdominal_artery	ligation of abdominal artery
snomed:Ligation_of_descending_aorta	ligation of descending aorta
snomed:Ligation_of_artery	ligation of artery
snomed:Ligation_of_adrenal_artery	ligation of adrenal artery
snomed:Ligation_of_anterior_division_of_internal_iliac_artery	ligation of anterior division of internal iliac artery
snomed:Ligation_of_internal_iliac_artery	ligation of internal iliac artery
snomed:Ligation_of_aorta	ligation of aorta
snomed:Ligation_of_aortic_arch	ligation of aortic arch
snomed:Ligation_of_thoracic_artery	ligation of thoracic artery
snomed:Ligation_of_blood_vessel	ligation of blood vessel
snomed:Ligation_of_artery_of_head_and_neck	ligation of artery of head and neck
snomed:Ligation_of_artery_of_lower_limb	ligation of artery of lower limb
snomed:Ligation_of_artery_of_upper_limb	ligation of artery of upper limb
snomed:Ligation_of_ascending_aorta	ligation of ascending aorta
snomed:Ligation_of_atrium_of_heart	ligation of atrium of heart
snomed:Ligation_of_axillary_artery	ligation of axillary artery
snomed:Ligation_of_subclavian_artery	ligation of subclavian artery
snomed:Ligation_of_brachial_artery	ligation of brachial artery
snomed:Ligation_of_bronchus	ligation of bronchus
snomed:Ligation_of_carotid_artery	ligation of carotid artery
snomed:Ligation_of_cisterna_chyli	ligation of cisterna chyli
snomed:Ligation_of_lymphatic_duct	ligation of lymphatic duct
snomed:Ligation_of_common_carotid_artery	ligation of common carotid artery
snomed:Ligation_of_coronary_artery	ligation of coronary artery
snomed:Ligation_of_dermal_appendage	ligation of dermal appendage
snomed:Ligation_of_ethmoid_artery	ligation of ethmoid artery
snomed:Ligation_of_external_carotid_artery	ligation of external carotid artery
snomed:Ligation_of_fallopian_tubes_with_division_by_endoscopy	ligation of fallopian tubes with division by endoscopy
snomed:Ligation_of_gastric_artery	ligation of gastric artery
snomed:Ligation_of_gastric_ulcer	ligation of gastric ulcer
snomed:Ligation_of_gastric_varices	ligation of gastric varices
snomed:Ligation_of_gonadal_vein	ligation of gonadal vein
snomed:Ligation_of_hepatic_artery	ligation of hepatic artery
snomed:Ligation_of_inferior_mesenteric_artery	ligation of inferior mesenteric artery
snomed:Ligation_of_inferior_vena_cava	ligation of inferior vena cava
snomed:Ligation_of_internal_carotid_artery	ligation of internal carotid artery
snomed:Ligation_of_internal_jugular_vein	ligation of internal jugular vein
snomed:Ligation_of_superior_vena_cava	ligation of superior vena cava
snomed:Ligation_of_thoracic_vein	ligation of thoracic vein
snomed:Ligation_of_vein_of_head_and_neck	ligation of vein of head and neck
snomed:Ligation_of_intracranial_artery	ligation of intracranial artery
snomed:Ligation_of_intracranial_vessel	ligation of intracranial vessel
snomed:Ligation_of_intracranial_vein	ligation of intracranial vein
snomed:Ligation_of_long_saphenous_vein	ligation of long saphenous vein
snomed:Ligation_of_vein_of_lower_limb	ligation of vein of lower limb
snomed:Ligation_of_lymphatic_vessel	ligation of lymphatic vessel
snomed:Ligation_of_maxillary_artery	ligation of maxillary artery
snomed:Ligation_of_pancreatic_duct	ligation of pancreatic duct
snomed:Ligation_of_parotid_duct	ligation of parotid duct
snomed:Ligation_of_salivary_duct	ligation of salivary duct
snomed:Ligation_of_popliteal_artery	ligation of popliteal artery
snomed:Ligation_of_pulmonary_arteriovenous_malformation	ligation of pulmonary arteriovenous malformation
snomed:Operation_for_pulmonary_arteriovenous_malformation	operation for pulmonary arteriovenous malformation
snomed:Ligation_of_pulmonary_artery	ligation of pulmonary artery
snomed:Ligation_of_renal_artery	ligation of renal artery
snomed:Ligation_of_short_saphenous_vein	ligation of short saphenous vein
snomed:Ligation_of_skin_lesion	ligation of skin lesion
snomed:Ligation_of_spermatic_cord	ligation of spermatic cord
snomed:Ligation_of_spermatic_veins_for_varicocele_with_hernia_repair	ligation of spermatic veins for varicocele with hernia repair
snomed:Ligation_of_splenic_artery	ligation of splenic artery
snomed:Ligation_of_submandibular_duct	ligation of submandibular duct
snomed:Ligation_of_superior_longitudinal_sinus	ligation of superior longitudinal sinus
snomed:Ligation_of_testicular_vein	ligation of testicular vein
snomed:Ligation_of_ureter	ligation of ureter
snomed:Operation_on_varicocele	operation on varicocele
snomed:Ligation_of_vein_of_upper_limb	ligation of vein of upper limb
snomed:Ligation_of_vertebral_artery	ligation of vertebral artery
snomed:Ligation_of_wart	ligation of wart
