Class-IRI	Class-Text
nci:Primitive_Striated_Muscle_Cell	primitive striated muscle cell
nci:Primordial_Germ_Cell	primordial germ cell
nci:Primordium	primordium
nci:Principal_Sensory_Nucleus_of_the_Trigeminal_Nerve	principal sensory nucleus of the trigeminal nerve
nci:Processus_Cochleariformis	processus cochleariformis
nci:Proerythroblast	proerythroblast
nci:Prolactin	prl <sep> prolactin
nci:Proliferation_of_Basaloid_Cells_Parallel_to_the_Long_Axis_of_the_Epidermis_Present	proliferation of basaloid cells parallel to the long axis of the epidermis present
nci:Proliferative_Dermal_Lesion_in_Congenital_Nevus	proliferative dermal lesion in congenital nevus
nci:Proliferative_Fasciitis	proliferative fasciitis
nci:Proline	proline <sep> pro <sep> s)-pyrrolidine-2-carboxylic acid
nci:Prolymphocytic_Leukemia	prolymphocytic leukemia
nci:Promonocyte	promonocyte
nci:Promyelocyte	promyelocyte
nci:Pronator_Teres	pronator teres
nci:Teres_Muscle	teres muscle
nci:Pronephros	pronephros
nci:Prosencephalon	prosencephalon
nci:Prostate_Capsule	prostate capsule
nci:Prostatic_Duct	human prostatic duct <sep> prostatic duct
nci:Prostatic_Epithelium	epithelium of human prostate gland <sep> prostatic epithelium
nci:Prostatic_Muscular_Tissue	human prostatic muscular tissue <sep> prostatic muscular tissue
nci:Prostatic_Stroma	prostatic stroma <sep> stroma of human prostate gland <sep> stroma of the prostate gland
nci:Prostatic_Portion_of_the_Male_Urethra	prostatic portion of the male urethra <sep> prostatic urethra
nci:Prostatic_Tissue	prostatic parenchyma <sep> prostatic tissue
nci:Prostatic_Utricle	prostatic utricle <sep> utricle
nci:Protein	protein <sep> protein (nos) <sep> proteins
nci:Protein_Kinase	ec 2.7.1.37 <sep> protein kinase
nci:Protein_Phosphorylation	phosphorylation <sep> protein phosphorylation
nci:Protirelin	protirelin <sep> thypinone <sep> thyrel trh
nci:Protoplasmic_Astrocyte	protoplasmic astrocyte
nci:Proximal	proximal
nci:Proximal_Phalanx_of_Foot	proximal phalanx of foot
nci:Proximal_Phalanx_of_Hand	proximal phalanx of finger <sep> proximal phalanx of hand <sep> proximal phalanx of the hand
nci:Proximal_Phalanx_of_the_Hand	proximal phalanx of finger <sep> proximal phalanx of hand <sep> proximal phalanx of the hand
nci:Pseudoglandular_Squamous_Cell_Carcinoma	adenoid squamous carcinoma <sep> adenoid squamous cell carcinoma <sep> pseudoglandular epidermoid carcinoma <sep> pseudoglandular epidermoid cell carcinoma <sep> pseudoglandular squamous carcinoma <sep> pseudoglandular squamous cell carcinoma
nci:Pseudostratified_Columnar_Epithelium	pseudostratified columnar epithelium
nci:Pseudostratified_Epithelium	pseudostratified epithelium
nci:Psoas_Major	musculus psoas major <sep> psoas magnus <sep> psoas major
nci:Psoas_Muscle	psoas muscle
nci:Psoas_Minor	musculus psoas minor <sep> psoas minor <sep> psoas parvus
nci:Pubic_Bone	pubic bone
nci:Publication_Volume	volume
nci:Pulmonary	pulmonary
nci:Pulmonary_Artery_Angiosarcoma	pulmonary artery angiosarcoma <sep> pulmonary artery hemangiosarcoma
nci:Pulmonary_Artery_Choriocarcinoma	choriocarcinoma of pulmonary artery <sep> choriocarcinoma of the pulmonary artery <sep> chorioepithelioma of pulmonary artery <sep> chorioepithelioma of the pulmonary artery <sep> pulmonary artery choriocarcinoma <sep> pulmonary artery chorioepithelioma <sep> pulmonary artery syncytioma <sep> syncytioma of pulmonary artery <sep> syncytioma of the pulmonary artery
nci:Pulmonary_Sulcus_Neoplasm	pulmonary sulcus neoplasm <sep> pulmonary sulcus tumor
nci:Pulmonary_Valve	pulmonary valve <sep> pulmonic valve
nci:Right_Ventricle	right ventricle
nci:Pupil	pupil
nci:Purkinje_Cell_Layer_of_the_Cerebellum	purkinje cell layer of the cerebellum <sep> purkinje's cell layer of the cerebellum
nci:Purkinje_Fiber	purkinje fiber
nci:Purkinje_s_Cell	cerebellar purkinje cell <sep> purkinje cell <sep> purkinje cells <sep> purkinje's cell <sep> purkinje's corpuscle <sep> purkinje's corpuscles
nci:Putamen	putamen
nci:Pyloric_Gland	pyloric gland
nci:Pyloric_Orifice	pyloric orifice
nci:Pyloric_Sphincter	pyloric sphincter
nci:Pyramid_of_Ferrein	pyramid of ferrein
nci:Renal_Pyramid	renal pyramid
nci:Renal_Medulla	medullary portion of kidney <sep> medullary portion of the kidney <sep> renal medulla
nci:Pyramidal_Cell	pyramidal cell <sep> pyramidal cells
nci:Pyramidal_Lobe	pyramidal lobe <sep> pyramidal lobe of the thyroid
nci:Pyramidalis	musculus pyramidalis <sep> pyramidalis
nci:Pyriform_Sinus	piriform recess <sep> piriform sinus <sep> pyriform sinus
nci:Quadratus_Lumborum	quadratus lumborum
nci:Quadrigeminal_Artery	quadrigeminal artery
nci:Quadrigeminal_Cistern	quadrigeminal cistern
nci:Radial_Artery	radial artery
nci:Radial_Growth_Phase	radial growth phase
nci:Radial_Nerve	radial nerve
nci:Toxicity	toxicity
nci:Radius	radius
nci:Radius_Bone	radial bone <sep> radius <sep> radius bone
nci:Radix_Dentis	radix dentis <sep> root <sep> root of tooth <sep> root of the tooth <sep> tooth root
nci:Receptor_Serine-Threonine_Kinase	receptor serine/threonine kinase
nci:Receptor_Serine-Threonine_Kinase_Gene	receptor serine/threonine kinase gene
nci:Serine-Threonine_Protein_Kinase	ec 2.7.1.37 <sep> serine-threonine protein kinase <sep> serine/threonine protein kinase
nci:Serine-Threonine_Phosphorylation	serine/threonine phosphorylation
nci:Rectal_Adenoma	adenoma of rectum <sep> adenoma of the rectum <sep> adenomatous polyp of rectum <sep> adenomatous polyp of the rectum <sep> rectal adenoma <sep> rectal adenomatous polyp
nci:Rectal_Adenoma_with_Severe_Dysplasia	adenoma of rectum with marked dysplasia <sep> adenoma of the rectum with marked dysplasia <sep> rectal adenoma with marked dysplasia <sep> rectal adenoma with severe dysplasia
nci:Rectal_Carcinoma	cancer of rectum <sep> cancer of the rectum <sep> carcinoma of rectum <sep> carcinoma of the rectum <sep> rectal cancer <sep> rectal carcinoma
nci:Rectal_Lipoma	lipoma of rectum <sep> lipoma of the rectum <sep> rectal lipoma
nci:Rectal_Melanoma	malignant melanoma of rectum <sep> malignant melanoma of the rectum <sep> melanoma of rectum <sep> melanoma of the rectum <sep> rectal malignant melanoma <sep> rectal melanoma
nci:Rectal_Neuroendocrine_Neoplasm	neuroendocrine neoplasm of rectum <sep> neuroendocrine neoplasm of the rectum <sep> neuroendocrine tumor of rectum <sep> neuroendocrine tumor of the rectum <sep> rectal neuroendocrine neoplasm <sep> rectal neuroendocrine tumor
nci:Rectal_Sarcoma	rectal sarcoma <sep> sarcoma of rectum <sep> sarcoma of the rectum
nci:Rectal_Tubulovillous_Adenoma	rectal tubulovillous adenoma <sep> rectal villotubular adenoma <sep> tubulovillous adenoma of rectum <sep> tubulovillous adenoma of the rectum <sep> villotubular adenoma of rectum <sep> villotubular adenoma of the rectum
nci:Rectal_Villous_Adenoma	rectal villous adenoma <sep> villous adenoma of rectum <sep> villous adenoma of the rectum
nci:Recto-Vesical_Pouch	recto-vesical pouch
nci:Rectosigmoid_Carcinoma	rectosigmoid cancer <sep> rectosigmoid carcinoma
nci:Rectosigmoid_Region	rectosigmoid region
nci:Rectus_Abdominis	rectus abdominis
nci:Rectus_Femoris	rectus femoris
nci:Recurrent_Adult_Brain_Neoplasm	recurrent adult brain neoplasm <sep> recurrent adult brain tumor <sep> recurrent neoplasm of adult brain <sep> recurrent neoplasm of the adult brain <sep> recurrent tumor of adult brain <sep> recurrent tumor of the adult brain <sep> relapsed adult brain neoplasm <sep> relapsed adult brain tumor <sep> relapsed neoplasm of adult brain <sep> relapsed neoplasm of the adult brain <sep> relapsed tumor of adult brain <sep> relapsed tumor of the adult brain
nci:Recurrent_Brain_Neoplasm	recurrent brain neoplasm <sep> recurrent brain tumor
nci:Recurrent_Adult_Hodgkin_s_Lymphoma	recurrent adult hodgkin lymphoma <sep> recurrent adult hodgkin's disease <sep> recurrent adult hodgkin's lymphoma <sep> relapsed adult hodgkin's disease <sep> relapsed adult hodgkin's lymphoma
nci:Recurrent_Hodgkin_s_Lymphoma	recurrent hodgkin lymphoma <sep> recurrent hodgkin's disease <sep> recurrent hodgkin's lymphoma
nci:Recurrent_Adult_Liver_Cancer	recurrent adult liver cancer <sep> recurrent adult liver carcinoma <sep> recurrent adult primary cancer of liver <sep> recurrent adult primary cancer of the liver <sep> recurrent adult primary liver cancer <sep> relapsed adult liver cancer <sep> relapsed adult primary cancer of liver <sep> relapsed adult primary cancer of the liver <sep> relapsed adult primary liver cancer
nci:Recurrent_Liver_Cancer	recurrent cancer of liver <sep> recurrent cancer of the liver <sep> recurrent hepatic cancer <sep> recurrent liver cancer <sep> recurrent liver carcinoma <sep> relapsed cancer of liver <sep> relapsed cancer of the liver <sep> relapsed hepatic cancer <sep> relapsed liver cancer
nci:Recurrent_Adult_Non-Hodgkin_s_Lymphoma	adult recurrent non-hodgkin's lymphoma <sep> adult relapsed non-hodgkin's lymphoma <sep> recurrent adult non-hodgkin lymphoma <sep> recurrent adult non-hodgkin's lymphoma <sep> relapsed adult non-hodgkin's lymphoma
nci:Recurrent_Non-Hodgkin_s_Lymphoma	non-hodgkin's lymphoma relapsed <sep> recurrent non-hodgkin lymphoma <sep> recurrent non-hodgkin's lymphoma <sep> relapsed non-hodgkin's lymphoma
nci:Recurrent_Adult_Soft_Tissue_Sarcoma	recurrent adult sarcoma of soft tissue <sep> recurrent adult sarcoma of the soft tissue <sep> recurrent adult soft tissue sarcoma <sep> relapsed adult sarcoma of soft tissue <sep> relapsed adult sarcoma of the soft tissue <sep> relapsed adult soft tissue sarcoma
nci:Recurrent_Adult_Spinal_Cord_Neoplasm	recurrent adult spinal cord neoplasm <sep> recurrent adult spinal cord tumor
nci:Recurrent_Spinal_Cord_Neoplasm	recurrent spinal cord neoplasm <sep> recurrent spinal cord tumor
nci:Recurrent_Angiosarcoma	recurrent angiosarcoma <sep> recurrent hemangiosarcoma <sep> relapsed angiosarcoma <sep> relapsed hemangiosarcoma
nci:Recurrent_Artery_of_Heubner	recurrent artery of heubner
nci:Recurrent_B-Cell_Non-Hodgkin_s_Lymphoma	b-cell lymphoma recurrent <sep> recurrent b-cell lymphoma <sep> recurrent b-cell non-hodgkin lymphoma <sep> recurrent b-cell non-hodgkin's lymphoma
nci:Recurrent_Central_Nervous_System_Neoplasm	recurrent central nervous system neoplasm <sep> recurrent central nervous system tumor
nci:Recurrent_Breast_Cancer	breast cancer, recurrent <sep> recurrent breast cancer <sep> recurrent breast carcinoma
nci:Recurrent_Carcinoma	recurrent cancer <sep> recurrent carcinoma <sep> relapsed cancer <sep> relapsed carcinoma
nci:Recurrent_Malignant_Neoplasm	recurrent cancer <sep> recurrent malignant neoplasm <sep> recurrent malignant tumor
nci:Recurrent_Neoplasm	neoplasm recurrence <sep> recurrent neoplasm <sep> recurrent tumor
nci:Recurrent_Cervical_Carcinoma	cervical carcinoma recurrent <sep> recurrent carcinoma of cervix <sep> recurrent carcinoma of cervix uteri <sep> recurrent carcinoma of uterine cervix <sep> recurrent carcinoma of the cervix <sep> recurrent carcinoma of the cervix uteri <sep> recurrent carcinoma of the uterine cervix <sep> recurrent cervical cancer <sep> recurrent cervix uteri carcinoma <sep> recurrent uterine cervix carcinoma <sep> relapsed carcinoma of cervix <sep> relapsed carcinoma of cervix uteri <sep> relapsed carcinoma of uterine cervix <sep> relapsed carcinoma of the cervix <sep> relapsed carcinoma of the cervix uteri <sep> relapsed carcinoma of the uterine cervix <sep> relapsed cervical carcinoma <sep> relapsed cervix carcinoma <sep> relapsed cervix uteri carcinoma <sep> relapsed uterine cervix carcinoma
nci:Recurrent_Female_Reproductive_System_Cancer	recurrent female reproductive system cancer <sep> recurrent female reproductive system carcinoma
nci:Recurrent_Childhood_Brain_Neoplasm	recurrent childhood brain neoplasm <sep> recurrent childhood brain tumor <sep> recurrent neoplasm of childhood brain <sep> recurrent neoplasm of pediatric brain <sep> recurrent neoplasm of the childhood brain <sep> recurrent neoplasm of the pediatric brain <sep> recurrent pediatric brain neoplasm <sep> recurrent pediatric brain tumor <sep> recurrent tumor of childhood brain <sep> recurrent tumor of pediatric brain <sep> recurrent tumor of the childhood brain <sep> recurrent tumor of the pediatric brain <sep> relapsed childhood brain neoplasm <sep> relapsed childhood brain tumor <sep> relapsed neoplasm of childhood brain <sep> relapsed neoplasm of pediatric brain <sep> relapsed neoplasm of the childhood brain <sep> relapsed neoplasm of the pediatric brain <sep> relapsed pediatric brain neoplasm <sep> relapsed pediatric brain tumor <sep> relapsed tumor of childhood brain <sep> relapsed tumor of pediatric brain <sep> relapsed tumor of the childhood brain <sep> relapsed tumor of the pediatric brain
nci:Recurrent_Childhood_Central_Nervous_System_Neoplasm	recurrent childhood central nervous system neoplasm <sep> recurrent childhood central nervous system tumor
nci:Recurrent_Childhood_Brain_Stem_Astrocytoma	recurrent childhood brain stem astrocytoma <sep> recurrent childhood brainstem astrocytoma
nci:Recurrent_Childhood_Brain_Stem_Glioma	recurrent childhood brain stem glioma <sep> recurrent childhood brainstem glioma <sep> recurrent childhood glioma of brain stem <sep> recurrent childhood glioma of brainstem <sep> recurrent childhood glioma of the brain stem <sep> recurrent childhood glioma of the brainstem <sep> recurrent pediatric brain stem glioma <sep> recurrent pediatric brainstem glioma <sep> recurrent pediatric glioma of brain stem <sep> recurrent pediatric glioma of brainstem <sep> recurrent pediatric glioma of the brain stem <sep> recurrent pediatric glioma of the brainstem <sep> relapsed childhood brain stem glioma <sep> relapsed childhood brainstem glioma <sep> relapsed childhood glioma of brain stem <sep> relapsed childhood glioma of brainstem <sep> relapsed childhood glioma of the brain stem <sep> relapsed childhood glioma of the brainstem <sep> relapsed pediatric brain stem glioma <sep> relapsed pediatric brainstem glioma <sep> relapsed pediatric glioma of brain stem <sep> relapsed pediatric glioma of brainstem <sep> relapsed pediatric glioma of the brain stem <sep> relapsed pediatric glioma of the brainstem
nci:Recurrent_Childhood_Cerebellar_Astrocytoma	recurrent childhood astrocytoma of cerebellum <sep> recurrent childhood astrocytoma of the cerebellum <sep> recurrent childhood cerebellar astrocytoma <sep> recurrent pediatric astrocytoma of cerebellum <sep> recurrent pediatric astrocytoma of the cerebellum <sep> recurrent pediatric cerebellar astrocytoma <sep> relapsed childhood astrocytoma of cerebellum <sep> relapsed childhood astrocytoma of the cerebellum <sep> relapsed childhood cerebellar astrocytoma <sep> relapsed pediatric astrocytoma of cerebellum <sep> relapsed pediatric astrocytoma of the cerebellum <sep> relapsed pediatric cerebellar astrocytoma
nci:Recurrent_Childhood_Cerebral_Astrocytoma	recurrent childhood cerebral astrocytoma
nci:Recurrent_Childhood_Hodgkin_s_Lymphoma	recurrent childhood hodgkin lymphoma <sep> recurrent childhood hodgkin's disease <sep> recurrent childhood hodgkin's lymphoma <sep> recurrent pediatric hodgkin's disease <sep> recurrent pediatric hodgkin's lymphoma <sep> relapsed childhood hodgkin's disease <sep> relapsed childhood hodgkin's lymphoma <sep> relapsed pediatric hodgkin's disease <sep> relapsed pediatric hodgkin's lymphoma
nci:Recurrent_Childhood_Medulloblastoma	recurrent childhood medulloblastoma <sep> recurrent pediatric medulloblastoma <sep> relapsed childhood medulloblastoma <sep> relapsed pediatric medulloblastoma
nci:Recurrent_Medulloblastoma	recurrent medulloblastoma <sep> relapsed medulloblastoma
nci:Recurrent_Childhood_Optic_Nerve_Astrocytoma	recurrent childhood optic nerve astrocytoma <sep> recurrent pediatric optic nerve astrocytoma
nci:Recurrent_Childhood_Optic_Nerve_Glioma	recurrent childhood optic nerve glioma <sep> recurrent pediatric optic nerve glioma
nci:Recurrent_Childhood_Visual_Pathway_Astrocytoma	recurrent childhood optic tract astrocytoma <sep> recurrent childhood visual pathway astrocytoma <sep> recurrent pediatric optic tract astrocytoma <sep> recurrent pediatric visual pathway astrocytoma
nci:Recurrent_Childhood_Visual_Pathway_Glioma	recurrent childhood optic tract glioma <sep> recurrent childhood visual pathway glioma <sep> recurrent glioma of childhood visual pathway <sep> recurrent glioma of pediatric visual pathway <sep> recurrent glioma of the childhood visual pathway <sep> recurrent glioma of the pediatric visual pathway <sep> recurrent pediatric optic tract glioma <sep> recurrent pediatric visual pathway glioma <sep> relapsed childhood visual pathway glioma <sep> relapsed glioma of childhood visual pathway <sep> relapsed glioma of pediatric visual pathway <sep> relapsed glioma of the childhood visual pathway <sep> relapsed glioma of the pediatric visual pathway <sep> relapsed pediatric visual pathway glioma
nci:Recurrent_Childhood_Soft_Tissue_Sarcoma	recurrent childhood sarcoma of soft tissue <sep> recurrent childhood sarcoma of the soft tissue <sep> recurrent childhood soft tissue sarcoma <sep> recurrent pediatric sarcoma of soft tissue <sep> recurrent pediatric sarcoma of the soft tissue <sep> recurrent pediatric soft tissue sarcoma <sep> relapsed childhood sarcoma of soft tissue <sep> relapsed childhood sarcoma of the soft tissue <sep> relapsed childhood soft tissue sarcoma <sep> relapsed pediatric sarcoma of soft tissue <sep> relapsed pediatric sarcoma of the soft tissue <sep> relapsed pediatric soft tissue sarcoma
nci:Recurrent_Childhood_Spinal_Cord_Neoplasm	recurrent childhood spinal cord neoplasm <sep> recurrent childhood spinal cord tumor
nci:Recurrent_Colon_Cancer	recurrent cancer of colon <sep> recurrent cancer of the colon <sep> recurrent colon cancer <sep> recurrent colon carcinoma
nci:Recurrent_Colorectal_Cancer	colorectal cancer, recurrent <sep> colorectal carcinoma recurrent <sep> recurrent colorectal cancer <sep> recurrent colorectal carcinoma
nci:Recurrent_Gastrointestinal_System_Cancer	recurrent gastrointestinal system cancer <sep> recurrent gastrointestinal system carcinoma
nci:Recurrent_Diffuse_Large_B-Cell_Lymphoma	recurrent diffuse large b-cell lymphoma <sep> relapsed diffuse large b-cell lymphoma
nci:Recurrent_Duodenal_Cancer	recurrent duodenal cancer
nci:Recurrent_Malignant_Duodenal_Neoplasm	recurrent malignant duodenal neoplasm
nci:Recurrent_Small_Intestinal_Cancer	recurrent cancer of small intestine <sep> recurrent cancer of the small intestine <sep> recurrent carcinoma of small bowel <sep> recurrent carcinoma of small intestine <sep> recurrent carcinoma of the small bowel <sep> recurrent carcinoma of the small intestine <sep> recurrent small bowel carcinoma <sep> recurrent small intestinal cancer <sep> recurrent small intestine carcinoma <sep> relapsed cancer of small intestine <sep> relapsed cancer of the small intestine <sep> relapsed carcinoma of small bowel <sep> relapsed carcinoma of small intestine <sep> relapsed carcinoma of the small bowel <sep> relapsed carcinoma of the small intestine <sep> relapsed small bowel carcinoma <sep> relapsed small intestine cancer <sep> relapsed small intestine carcinoma <sep> small intestine carcinoma, recurrent
nci:Recurrent_Endometrial_Carcinoma	recurrent cancer of endometrium <sep> recurrent cancer of the endometrium <sep> recurrent corpus uteri cancer <sep> recurrent endometrial cancer <sep> recurrent uterine corpus cancer <sep> relapsed cancer of endometrium <sep> relapsed cancer of the endometrium <sep> relapsed endometrial cancer
nci:Recurrent_Head_and_Neck_Cancer	recurrent head and neck cancer <sep> recurrent head and neck carcinoma
nci:Relapsed_Hematologic_Malignancy	recurrent hematologic cancer <sep> recurrent hematologic malignancy <sep> relapsed hematologic cancer <sep> relapsed hematologic malignancy
nci:Recurrent_Large_Cell_Lung_Carcinoma	recurrent large cell carcinoma of lung <sep> recurrent large cell carcinoma of the lung <sep> recurrent large cell lung carcinoma <sep> relapsed large cell carcinoma of lung <sep> relapsed large cell carcinoma of the lung <sep> relapsed large cell lung carcinoma
nci:Recurrent_Non-Small_Cell_Lung_Cancer	non small cell lung cancer recurrent <sep> non small cell lung cancer, recurrent <sep> recurrent nsclc <sep> recurrent non-small cell cancer of lung <sep> recurrent non-small cell cancer of the lung <sep> recurrent non-small cell lung cancer
nci:Recurrent_Lentigo_Maligna_Melanoma	lentigo maligna recurrent <sep> recurrent lentigo maligna melanoma
nci:Recurrent_Melanoma_of_the_Skin	recurrent cutaneous melanoma <sep> recurrent malignant melanoma of skin <sep> recurrent malignant melanoma of the skin <sep> recurrent malignant skin melanoma <sep> recurrent melanoma of skin <sep> recurrent melanoma of the skin
nci:Recurrent_Liposarcoma	liposarcoma recurrent <sep> recurrent liposarcoma <sep> relapsed liposarcoma
nci:Recurrent_Lung_Cancer	recurrent lung cancer <sep> recurrent lung carcinoma <sep> recurrent unspecified carcinoma of lung <sep> recurrent unspecified carcinoma of the lung <sep> recurrent unspecified lung carcinoma <sep> relapsed unspecified carcinoma of lung <sep> relapsed unspecified carcinoma of the lung <sep> relapsed unspecified lung carcinoma
nci:Recurrent_Malignant_Endocervical_Neoplasm	recurrent malignant endocervical neoplasm
nci:Recurrent_Malignant_Fibrous_Histiocytoma	malignant fibrous histiocytoma recurrent <sep> recurrent malignant fibrous histiocytoma <sep> relapsed malignant fibrous histiocytoma
nci:Recurrent_Malignant_Mesothelioma	mesothelioma malignant recurrent <sep> recurrent malignant mesothelioma <sep> relapsed malignant mesothelioma
nci:Recurrent_Mature_T-and_NK-Cell_Non-Hodgkin_s_Lymphoma	recurrent mature t- and nk-cell lymphoma <sep> recurrent mature t- and nk-cell non-hodgkin lymphoma <sep> recurrent mature t- and nk-cell non-hodgkin's lymphoma <sep> recurrent peripheral t-cell lymphoma <sep> relapsed peripheral t-cell lymphoma
nci:Recurrent_T-Cell_Non-Hodgkin_s_Lymphoma	recurrent t-cell lymphoma <sep> recurrent t-cell non-hodgkin lymphoma <sep> recurrent t-cell non-hodgkin's lymphoma <sep> recurrent t-cell and nk-cell non-hodgkin's lymphoma <sep> relapsed t-cell lymphoma <sep> t-cell lymphoma recurrent <sep> t-cell lymphoma relapsed
nci:Recurrent_Primitive_Neuroectodermal_Tumor	recurrent primitive neuroectodermal tumor
nci:Recurrent_Melanoma	recurrent malignant melanoma <sep> recurrent melanoma
nci:Recurrent_Nasal_Cavity_and_Paranasal_Sinus_Cancer	recurrent nasal cavity and paranasal sinus cancer
nci:Recurrent_Nevus	recurrent nevus
nci:Recurrent_Non-Cutaneous_Melanoma	recurrent non-cutaneous melanoma
nci:Recurrent_Pancreatic_Cancer	pancreatic carcinoma, recurrent <sep> recurrent cancer of pancreas <sep> recurrent cancer of the pancreas <sep> recurrent carcinoma of pancreas <sep> recurrent carcinoma of the pancreas <sep> recurrent pancreatic cancer <sep> recurrent pancreatic carcinoma <sep> relapsed cancer of pancreas <sep> relapsed cancer of the pancreas <sep> relapsed carcinoma of pancreas <sep> relapsed carcinoma of the pancreas <sep> relapsed pancreatic cancer <sep> relapsed pancreatic carcinoma
nci:Recurrent_Pituitary_Gland_Neoplasm	recurrent anterior pituitary gland neoplasm <sep> recurrent anterior pituitary gland tumor <sep> recurrent anterior pituitary neoplasm <sep> recurrent anterior pituitary tumor <sep> recurrent neoplasm of anterior pituitary <sep> recurrent neoplasm of anterior pituitary gland <sep> recurrent neoplasm of the anterior pituitary <sep> recurrent neoplasm of the anterior pituitary gland <sep> recurrent tumor of anterior pituitary <sep> recurrent tumor of anterior pituitary gland <sep> recurrent tumor of the anterior pituitary <sep> recurrent tumor of the anterior pituitary gland <sep> relapsed anterior pituitary gland neoplasm <sep> relapsed anterior pituitary gland tumor <sep> relapsed anterior pituitary neoplasm <sep> relapsed anterior pituitary tumor <sep> relapsed neoplasm of anterior pituitary <sep> relapsed neoplasm of anterior pituitary gland <sep> relapsed neoplasm of the anterior pituitary <sep> relapsed neoplasm of the anterior pituitary gland <sep> relapsed tumor of anterior pituitary gland <sep> relapsed tumor of the anterior pituitary gland
nci:Recurrent_Rectal_Cancer	rectal cancer, recurrent <sep> recurrent cancer of rectum <sep> recurrent cancer of the rectum <sep> recurrent rectal cancer <sep> recurrent rectal carcinoma
nci:Recurrent_Rectosigmoid_Carcinoma	rectosigmoid cancer, recurrent <sep> recurrent rectosigmoid cancer <sep> recurrent rectosigmoid carcinoma <sep> relapsed rectosigmoid cancer
nci:Recurrent_Skin_Cancer	recurrent cancer of skin <sep> recurrent cancer of the skin <sep> recurrent carcinoma of skin <sep> recurrent carcinoma of the skin <sep> recurrent cutaneous carcinoma <sep> recurrent skin cancer <sep> recurrent skin carcinoma
nci:Recurrent_Thyroid_Carcinoma	recurrent cancer of thyroid <sep> recurrent cancer of thyroid gland <sep> recurrent cancer of the thyroid <sep> recurrent cancer of the thyroid gland <sep> recurrent thyroid cancer <sep> recurrent thyroid carcinoma <sep> recurrent thyroid gland carcinoma <sep> relapsed cancer of thyroid <sep> relapsed cancer of thyroid gland <sep> relapsed cancer of the thyroid <sep> relapsed cancer of the thyroid gland <sep> relapsed thyroid cancer <sep> relapsed thyroid gland cancer
nci:Recurrent_Uterine_Sarcoma	recurrent sarcoma of uterus <sep> recurrent sarcoma of the uterus <sep> recurrent uterine sarcoma <sep> relapsed sarcoma of uterus <sep> relapsed sarcoma of the uterus <sep> relapsed uterine sarcoma
nci:Uterine_Corpus_Sarcoma	body of uterus sarcoma <sep> corpus uteri sarcoma <sep> sarcoma of body of uterus <sep> sarcoma of corpus uteri <sep> sarcoma of uterine body <sep> sarcoma of uterine corpus <sep> sarcoma of uterus <sep> sarcoma of the body of uterus <sep> sarcoma of the corpus uteri <sep> sarcoma of the uterine body <sep> sarcoma of the uterine corpus <sep> sarcoma of the uterus <sep> uterine body sarcoma <sep> uterine corpus sarcoma <sep> uterine sarcoma <sep> uterus sarcoma
nci:Refractory_Adult_Spinal_Cord_Neoplasm	refractory adult spinal cord neoplasm <sep> refractory adult spinal cord tumor
nci:Refractory_Spinal_Cord_Neoplasm	refractory spinal cord neoplasm <sep> refractory spinal cord tumor
nci:Refractory_B-Cell_Non-Hodgkin_s_Lymphoma	b-cell lymphoma refractory <sep> refractory b-cell lymphoma <sep> refractory b-cell non-hodgkin lymphoma <sep> refractory b-cell non-hodgkin's lymphoma
nci:Refractory_Non-Hodgkin_s_Lymphoma	non-hodgkin's lymphoma refractory <sep> nonhodgkin's lymphoma refractory <sep> refractory non-hodgkin lymphoma <sep> refractory non-hodgkin's lymphoma
nci:Refractory_Brain_Neoplasm	refractory brain neoplasm <sep> refractory brain tumor
nci:Refractory_Central_Nervous_System_Neoplasm	refractory central nervous system neoplasm <sep> refractory central nervous system tumor
nci:Refractory_Carcinoma	refractory cancer <sep> refractory carcinoma
nci:Refractory_Neoplasm	refractory neoplasm <sep> refractory tumor
nci:Refractory_Childhood_Spinal_Cord_Neoplasm	refractory childhood spinal cord neoplasm <sep> refractory childhood spinal cord tumor
nci:Refractory_Diffuse_Large_B-Cell_Lymphoma	diffuse large b-cell lymphoma refractory <sep> refractory diffuse large b-cell lymphoma
nci:Refractory_Mature_B-Cell_Non-Hodgkin_s_Lymphoma	refractory mature b-cell lymphoma <sep> refractory mature b-cell neoplasm <sep> refractory mature b-cell non-hodgkin lymphoma <sep> refractory mature b-cell non-hodgkin's lymphoma
nci:Refractory_Disease	refractory disease
nci:Refractory_Hematologic_Malignancy	refractory hematologic cancer <sep> refractory hematologic malignancy
nci:Refractory_Hodgkin_s_Lymphoma	refractory hodgkin lymphoma <sep> refractory hodgkin's disease <sep> refractory hodgkin's lymphoma
nci:Refractory_Mature_T-Cell_and_NK-Cell_Non-Hodgkin_s_Lymphoma	peripheral t-cell lymphoma refractory <sep> refractory mature t- and nk-cell lymphoma <sep> refractory mature t-cell and nk-cell non-hodgkin lymphoma <sep> refractory mature t-cell and nk-cell non-hodgkin's lymphoma <sep> refractory peripheral t-cell lymphoma
nci:Refractory_T-Cell_Non-Hodgkin_s_Lymphoma	refractory t-cell lymphoma <sep> refractory t-cell non-hodgkin lymphoma <sep> refractory t-cell non-hodgkin's lymphoma <sep> refractory t-cell and nk-cell non-hodgkin's lymphoma <sep> t-cell lymphoma refractory
nci:Refractory_Plasma_Cell_Neoplasm	refractory plasma cell neoplasm
