Entity-IRI	Entity-Lexicon
fma:Posterior_ligament_of_proximal_epiphysis_of_fibula	posterior ligament of fibular head <sep> posterior ligament of head of fibula <sep> posterior ligament of proximal epiphysis of fibula <sep> ligamentum capitis fibulae posterius
fma:Posterior_limb_of_internal_capsule	posterior limb of internal capsule <sep> capsula interna, pars posterior <sep> crus posterius capsulae internae
fma:Posterior_limb_of_stapes	crus posterius (stapes) <sep> posterior limb of stapes <sep> crus posterius stapedis
fma:Posterior_lobe_of_cerebellum	cerebrocerebellum <sep> middle lobe-1 of cerebellum <sep> posterior cerebellar lobe <sep> posterior lobe of cerebellum <sep> posterior lobe-1 of cerebellum <sep> lobus caudalis cerebelli <sep> lobus cerebelli posterior <sep> lobus posterior cerebelli <sep> neocerebellum <sep> pontocerebellum
fma:Posterior_medial_choroidal_artery	medial branch of posterior choroidal artery <sep> posterior medial choroidal artery <sep> posterior medial choroidal branch of posterior cerebral artery
fma:Posterior_mediastinal_lymph_node	nodus mediastinale posteriore lymphaticus <sep> posterior mediastinal lymph node <sep> posterior mediastinal node
fma:Posterior_meniscofemoral_ligament	ligament of robert <sep> ligament of wrisberg <sep> posterior meniscofemoral ligament <sep> ligamentum meniscofemorale posterius
fma:Posterior_nasal_aperture	posterior nasal aperture <sep> apertura nasalis posterior <sep> choana
fma:Posterior_nuclear_group_of_thalamus	posterior complex of thalamus <sep> posterior nuclear complex <sep> posterior nuclear complex of thalamus <sep> posterior nuclear group of thalamus <sep> posterior thalamic nuclear group <sep> nuclei posteriores thalami
fma:Posterior_nucleus_of_hypothalamus	posterior hypothalamic area <sep> posterior hypothalamic nucleus <sep> posterior nucleus of hypothalamus <sep> area hypothalamica posterior <sep> area posterior hypothalami <sep> nucleus hypothalamicus posterior <sep> nucleus posterior hypothalami
fma:Posterior_orbital_gyrus	posterior orbital gyrus
fma:Posterior_papillary_muscle_of_left_ventricle	posterior papillary muscle of left ventricle <sep> musculus papillaris posterior ventriculi sinistri
fma:Posterior_papillary_muscle_of_right_ventricle	inferior papillary muscle of right ventricle <sep> posterior papillary muscle of right ventricle <sep> musculus papillaris posterior ventriculi dextri
fma:Posterior_parahippocampal_gyrus	parahippocampal gyrus (amaral) <sep> posterior parahippocampal gyrus <sep> gyrus parahippocampalis, pars posterior
fma:Subdivision_of_parahippocampal_gyrus	parahippocampal gyrus subdivision <sep> subdivision of parahippocampal gyrus
fma:Posterior_part_of_abdominal_peritoneum	parietal peritoneum of posterior abdominal wall <sep> peritoneum of posterior abdominal wall <sep> posterior part of abdominal peritoneum
fma:Posterior_part_of_elbow	posterior cubital region <sep> posterior part of elbow <sep> posterior region of elbow <sep> regio cubitalis posterior
fma:Posterior_part_of_leg	calf <sep> calf of leg <sep> posterior curral region <sep> posterior leg region <sep> posterior part of leg <sep> posterior region of leg <sep> sural region <sep> regio cruris posterior <sep> regio surae <sep> sura
fma:Posterior_part_of_pelvis	back of pelvis <sep> pelvic back <sep> posterior part of pelvis <sep> sacral part of pelvis <sep> sacral region <sep> regio sacralis
fma:Posterior_part_of_thigh	back of thigh <sep> posterior femoral region <sep> posterior part of thigh <sep> posterior region of thigh <sep> regio femoris posterior
fma:Segment_of_thigh	femoral region <sep> segment of thigh <sep> subdivision of thigh <sep> thigh subdivision
fma:Posterior_part_of_wrist	dorsal wrist <sep> posterior part of wrist <sep> posterior region of wrist
fma:Posterior_perforated_substance	posterior perforated substance <sep> substantia perforata posterior
fma:Posterior_pole_of_eyeball	polus posterior (bulbus oculi) <sep> posterior pole of eye <sep> posterior pole of eyeball <sep> polus posterior bulbi oculi
fma:Posterior_process_of_septal_nasal_cartilage	posterior process of septal nasal cartilage <sep> processus posterior (cartilago septi nasi) <sep> sphenoid process of septal nasal cartilage <sep> processus posterior cartilaginis septi nasi <sep> processus sphenoidalis cartilaginis septi nasi
fma:Posterior_pulmonary_nerve_plexus	posterior pulmonary nerve plexus
fma:Posterior_quadrangular_lobule	posterior quadrangular lobule <sep> posterior quadrangular lobule of cerebellum <sep> posterior quadrangular lobule of cerebellum [h vi] <sep> posterior semilunar lobule
fma:Posterior_ramus_of_cervical_nerve	cervical posterior ramus <sep> dorsal ramus of cervical spinal nerve <sep> posterior cervical ramus <sep> posterior ramus of cervical nerve <sep> posterior ramus of cervical spinal nerve <sep> ramus posterior, nervus cervicale
fma:Posterior_ramus_of_spinal_nerve	dorsal ramus <sep> dorsal ramus of spinal nerve <sep> posterior primary ramus <sep> posterior ramus of spinal nerve <sep> ramus posterior
fma:Posterior_recess_of_tympanic_membrane	posterior recess of tympanic membrane <sep> recessus posterior membranae tympanicae
fma:Posterior_rectus_sheath	lamina posterior (vaginae musculi recti abdominis) <sep> posterior rectus sheath
fma:Posterior_renal_segment	posterior renal segment <sep> posterior segment of kidney <sep> posterior vascular renal segment <sep> segmentum posterius (ren) <sep> segmentum posterius renis
fma:Posterior_sacral_foramina	posterior sacral foramina <sep> foramenina sacralia posteriora
fma:Posterior_scrotal_artery	posterior scrotal artery
fma:Posterior_scrotal_nerve	posterior scrotal nerve
fma:Posterior_scrotal_vein	posterior scrotal vein
fma:Posterior_segment_of_right_lobe_of_liver	posterior segment of liver <sep> posterior segment of right lobe of liver <sep> segmentum posterius (lobus hepatis dexter) <sep> segmentum posterius hepatis
fma:Posterior_segmental_bronchus	b2 <sep> posterior segmental bronchus <sep> posterior segmental bronchus [b ii] <sep> posterior segmental bronchus of upper lobe <sep> bronchus segmentalis posterior [b ii] <sep> bronchus segmentalis posterior [bii]
fma:Posterior_segmental_hepatic_artery	posterior segment artery of liver <sep> posterior segmental branch of right hepatic artery <sep> posterior segmental hepatic artery <sep> posterior segmental part of right hepatic artery
fma:Posterior_segmental_vein	posterior bronchopulmonary segment of superior pulmonary vein <sep> posterior segmental vein <sep> v2
fma:Posterior_semicircular_duct	posterior semicircular duct <sep> ductus semicircularis posterior
fma:Posterior_spinocerebellar_tract	dorsal spinocerebellar tract <sep> flechsig's tract <sep> posterior spinocerebellar tract <sep> tractus spinocerebellaris posterior
fma:Posterior_sternoclavicular_ligament	posterior sternoclavicular ligament <sep> ligamentum sternoclaviculare posterius
fma:Posterior_superior_alveolar_nerve	posterior superior alveolar nerve <sep> posterior superior dental nerve
fma:Posterior_superior_fissure_of_cerebellum	post-clival fissure <sep> postclival fissure <sep> posterior superior fissure <sep> posterior superior fissure of cerebellum <sep> postlunate fissure <sep> fissura post clivalis <sep> fissura posterior superior cerebelli <sep> fissura superior posterior
fma:Posterior_superior_iliac_spine	posterior superior iliac spine <sep> posterior superior iliac spine (volume) <sep> spina iliaca posterior superior
fma:Posterior_superior_iliac_spine__point_	posterior superior iliac spine (point)
fma:Posterior_surface_of_adrenal_gland	facies posterior (glandula suprarenalis) <sep> posterior surface of adrenal gland <sep> posterior surface of suprarenal gland <sep> facies posterior glandulae suprarenalis
fma:Posterior_surface_of_arm	posterior surface of arm
fma:Posterior_surface_of_arytenoid	posterior surface of arytenoid <sep> facies posterior cartilaginis arytenoideae
fma:Posterior_surface_of_body_of_sternum	posterior surface of body of sternum
fma:Posterior_surface_of_cornea	facies posterior (cornea) <sep> posterior surface of cornea <sep> facies posterior corneae
fma:Posterior_surface_of_epiglottic_cartilage	posterior surface of epiglottic cartilage
fma:Posterior_surface_of_forearm	posterior surface of forearm
fma:Posterior_surface_of_iris	facies posterior (iris) <sep> posterior surface of iris <sep> facies posterior iridis
fma:Posterior_surface_of_leg	posterior surface of leg
fma:Posterior_surface_of_manubrium	posterior surface of manubrium
fma:Posterior_surface_of_pancreas	posterior surface of pancreas
fma:Posterior_surface_of_seminal_vesicle	posterior surface of seminal vesicle
fma:Posterior_surface_of_thigh	posterior surface of thigh
fma:Posterior_surface_of_uterus	intestinal surface of uterus <sep> posterior surface of uterus <sep> facies intestinalis uteri <sep> facies posterior uteri
fma:Posterior_talar_articular_surface	facies articularis talaris posterior <sep> posterior articular surface for talus <sep> posterior talar articular surface <sep> posterior talar facet
fma:Posterior_talofibular_ligament	posterior talofibular ligament <sep> ligamentum talofibulare posterius
fma:Posterior_temporal_diploic_vein	posterior parietal diploic vein <sep> posterior temporal diploic vein <sep> vena diploica temporalis posterior
fma:Posterior_thoracic_wall	posterior chest wall <sep> posterior thoracic wall
fma:Posterior_tibial_lymph_node	posterior tibial lymph node <sep> posterior tibial node <sep> nodus lymphoideus tibialis posterior <sep> nodus tibialis posterior
fma:Posterior_tibial_recurrent_artery	posterior tibial recurrent artery <sep> arteria recurrens tibialis posterior
fma:Posterior_tibiofibular_ligament	posterior tibiofibular ligament <sep> ligamentum tibiofibulare posterius
fma:Posterior_transverse_temporal_gyrus	posterior transverse temporal convolution of heschl <sep> posterior transverse temporal gyrus <sep> gyrus temporalis transversus posterior
fma:Posterior_triangle_of_neck	lateral cervical region <sep> posterior cervical triangle <sep> posterior triangle of neck <sep> regio cervicalis lateralis <sep> trigonum cervicale posterius <sep> trigonum colli laterale
fma:Posterior_trunk_of_mandibular_nerve	posterior trunk of mandibular nerve
fma:Posterior_tubercle_of_atlas	posterior tubercle of atlas <sep> tubercle of posterior arch of atlas <sep> tuberculum posterius (atlas) <sep> tuberculum posterius atlantis
fma:Posterior_tympanic_artery	posterior tympanic artery <sep> arteria tympanica posterior
fma:Posterior_ulnar_recurrent_artery	posterior branch of ulnar recurrent artery <sep> posterior ulnar recurrent artery <sep> ramus posterior (arteria recurrens ulnaris)
fma:Ulnar_recurrent_artery	ulnar recurrent artery <sep> arteria recurrens ulnaris
fma:Posterior_vagal_trunk	posterior vagal trunk <sep> truncus vagalis posterior
fma:Posterior_vein_of_corpus_callosum	dorsal corpus callosal vein <sep> dorsal vein of corpus callosum <sep> posterior corpus callosal vein <sep> posterior vein of corpus callosum <sep> vena dorsalis corporis callosi <sep> vena posterior corporis callosi
fma:Posterior_vein_of_left_ventricle	posterior cardiac vein of left ventricle <sep> posterior vein of left ventricle <sep> vena ventriculi sinistri posterior <sep> vena/e ventriculi sinistri posteriores
fma:Posterior_vestibular_vein	posterior vestibular vein <sep> vena vestibularis posterior
fma:Posterior_wall_of_body_of_stomach	posterior wall of body of stomach
fma:Posterior_wall_of_zone_of_stomach	posterior wall of zone of stomach
fma:Posterior_wall_of_fundus_of_stomach	posterior wall of fundus of stomach <sep> posterior wall of gastric fundus
fma:Posterior_wall_of_pyloric_antrum	posterior wall of pyloric antrum
fma:Posterior_wall_of_stomach	posterior stomach wall <sep> posterior wall of stomach <sep> paries posterior gastricae
fma:Posterior_wall_of_uterus	posterior wall of uterus
fma:Posterior_wall_of_vagina	paries posterior (vagina) <sep> posterior wall of vagina <sep> paries posterior vaginae
fma:Posterolateral	posterolateral
fma:Posterolateral_fissure_of_cerebellum	dorsolateral fissure of cerebellum <sep> posterolateral fissure <sep> posterolateral fissure of cerebellum <sep> prenodular fissure <sep> prenodular sulcus <sep> uvulonodular fissure <sep> fissura dorsolateralis <sep> fissura posterolateralis <sep> fissura posterolateralis cerebelli
fma:Posterolateral_surface_of_lobe_of_thyroid_gland	posterolateral surface of lobe of thyroid gland
fma:Postlaminar_part_of_intra_ocular_part_of_optic_nerve	pars postlaminaris (pars intraocularis, nervus opticus) <sep> postlaminar part of intra-ocular part of optic nerve <sep> postlaminar part of intraocular part of optic nerve <sep> postlaminar part of optic nerve <sep> pars postlaminaris nervus optici intraocularis
fma:Postsulcal_part_of_dorsum_of_tongue	pars posterior (dorsum linguae) <sep> pars postsulcalis (dorsum linguae) <sep> pharyngeal part of tongue <sep> pharyngeal portion of dorsum of tongue <sep> posterior part of dorsum of tongue <sep> postsulcal part of dorsum of tongue <sep> pars posterior linguae <sep> pars postsulcalis linguae
fma:Zone_of_dorsum_of_tongue	zone of dorsum of tongue
fma:Postvesicular_lymph_node	postvesicular lymph node <sep> postvesicular node
fma:Preaortic_nerve_plexus	abdominal aortic nerve plexus <sep> abdominal aortic plexus <sep> preaortic nerve plexus <sep> plexus aorticus abdominalis <sep> plexus nervosus aorticus abdominalis
fma:Precaecocolic_fascia	jackson's membrane <sep> jackson's veil <sep> precaecocolic fascia <sep> fascia precaecocolica
fma:Prececal_lymph_node	precaecal node <sep> prececal lymph node <sep> prececal node
fma:Precentral_fissure_of_cerebellum	post-lingual fissure of cerebellum <sep> postlingual fissure <sep> precentral fissure of cerebellum <sep> fissura postlingualis cerebelli <sep> fissura praecentralis <sep> fissura precentralis cerebelli
fma:Precommunicating_part_of_posterior_cerebral_artery	p1 segment of posterior cerebral artery <sep> precommunicating part of posterior cerebral artery <sep> pars precommunicalis (arteria cerebri posterioris)
fma:Precordium	precordial region <sep> precordium
fma:Subdivision_of_surface_of_thorax	subdivision of surface of thorax
fma:Preculminate_fissure_of_cerebellum	preculminate fissure <sep> preculminate fissure of cerebellum <sep> fissura preculminalis
fma:Precuneus	precuneate lobule <sep> precuneus <sep> quadrate lobule
fma:Preductal_region_of_aortic_arch	preductal region of aortic arch <sep> preligamental region of aortic arch
fma:Prefrontal_vein	prefrontal vein
fma:Prelaminar_part_of_intra_ocular_part_of_optic_nerve	pars prelaminaris (pars intraocularis, nervus opticus) <sep> prelaminar part of intra-ocular part of optic nerve <sep> prelaminar part of intraocular part of optic nerve <sep> prelaminar part of optic nerve <sep> pars prelaminaris nervus optici intraocularis
fma:Prelaryngeal_lymph_node	prelaryngeal lymph node <sep> prelaryngeal node
fma:Premaxilla	premaxilla
fma:Premotor_cortex	premotor cortex
fma:Preoccipital_notch	occipital notch <sep> preoccipital incisura <sep> preoccipital incisure <sep> preoccipital notch <sep> incisura praeoccipitalis <sep> incisura preoccipitalis
fma:Preoptic_area	preoptic area <sep> preoptic nuclei <sep> preoptic region of hypothalamus <sep> area praeoptica <sep> area preoptica
fma:Preoptic_periventricular_nucleus	periventricular preoptic nucleus <sep> preoptic periventricular hypothalamic nucleus <sep> preoptic periventricular nucleus <sep> nucleus periventricularis praeopticus <sep> nucleus periventricularis preopticus <sep> nucleus preopticus periventricularis
fma:Prepericardial_lymph_node	prepericardial lymph node
fma:Preprostatic_sphincter	internal urethral sphincter <sep> preprostatic sphincter <sep> supracollicular sphincter <sep> musculus sphincter supracollicularis <sep> musculus sphincter urethrae internus <sep> sphincter urethrae internus
fma:Preputial_sac	preputial sac
fma:Prepyloric_vein	mayo's vein <sep> prepyloric vein <sep> vena prepylorica
fma:Prepyramidal_fissure_of_cerebellum	prebiventral fissure of cerebellum <sep> prepyramidal fissure <sep> prepyramidal fissure of cerebellum <sep> prepyramidal sulcus <sep> fissura inferior anterior <sep> fissura parafloccularis <sep> fissura praepyramidalis <sep> fissura prebiventralis cerebelli <sep> fissura prepyramidalis <sep> fissura prepyramidalis cerebelli
fma:Prepyriform_area	lateral olfactory gyrus <sep> piriform cortex (price) <sep> prepiriform cortex <sep> prepyriform area <sep> prepyriform cortex <sep> area prepyriformis <sep> cortex piriformis <sep> eupalaeocortex <sep> gyrus olfactorius lateralis <sep> palaeocortex ii <sep> regio praepiriformis
fma:Presulcal_part_of_dorsum_of_tongue	anterior part of dorsum of tongue <sep> oral part of tongue <sep> palatine portion of dorsum of tongue <sep> pars anterior (dorsum linguae) <sep> pars presulcalis (dorsum linguae) <sep> presulcal part of dorsum of tongue <sep> pars anterior linguae <sep> pars presulcalis linguae
fma:Presymphysial_lymph_node	presymphysial lymph node <sep> presymphysial node
fma:Pretectal_region	pretectal area <sep> pretectal nuclei <sep> pretectal region <sep> pretectum <sep> area praetectalis <sep> area pretectalis <sep> nuclei pretectales <sep> nucleus praetectalis <sep> praetectum <sep> regio pretectalis
fma:Pretracheal_layer_of_cervical_fascia	lamina pretrachealis (fascia cervicalis) <sep> pretracheal fascia <sep> pretracheal layer of cervical fascia <sep> pretracheal layer of deep cervical fascia <sep> lamina pretrachealis fasciae cervicalis
fma:Pretracheal_lymph_node	pretracheal lymph node <sep> pretracheal node
fma:Prevertebral_layer_of_cervical_fascia	lamina prevertebralis (fascia cervicalis) <sep> prevertebral fascia <sep> prevertebral layer of cervical fascia <sep> prevertebral layer of deep cervical fascia <sep> lamina prevertebralis fasciae cervicalis
fma:Prevertebral_lymph_node	prevertebral lymph node <sep> prevertebral node
fma:Prevesicular_lymph_node	prevesicular lymph node <sep> prevesicular node
fma:Primary_fissure_of_cerebellum	preclival fissure <sep> primary fissure of cerebellum <sep> primary sulcus of cerebellum <sep> fissura preclivalis <sep> fissura prima <sep> fissura prima cerebelli <sep> fissura superior anterior
fma:Primary_follicle_of_ovary	folliculus ovaricus primarius <sep> primary follicle of ovary <sep> primary ovarian follicle
fma:Primary_lysosome	primary lysosome
fma:Primary_motor_cortex	motor cortex <sep> primary motor cortex
fma:Primary_spermatocyte	primary spermatocyte
fma:Principal_gastric_gland	glandula gastrica propria <sep> main gastric gland <sep> oxyntic gland <sep> principal gastric gland
fma:Principal_gland_of_fundus_of_stomach	gastric fundal gland <sep> gastric gland of fundus of stomach <sep> principal gland of fundus of stomach
fma:Procerus	procerus <sep> musculus procerus
fma:Profilin	profilin
fma:Promegakaryocyte	promegakaryocyte
fma:Promontory_lymph_node	promontory lymph node <sep> promontory node
fma:Promontory_of_tympanic_cavity	promontory of tympanic cavity <sep> tympanic cavity promontory <sep> promontorium tympani
fma:Zone_of_wall_of_bony_labyrinth	zone of wall of bony labyrinth
fma:Promyelomonocyte	promyelomonocyte
fma:Pronator_quadratus	pronator quadratus <sep> musculus pronator quadratus
fma:Proper_palmar_digital_vein_of_index_finger	proper palmar digital vein of index finger
fma:Tributary_of_common_palmar_digital_vein	common palmar digital venous tributary <sep> tributary of common palmar digital vein
fma:Proper_plantar_digital_nerve	proper plantar digital nerve
fma:Proplasmacyte	proplasmacyte
fma:Prostatic_fascia	fascia of prostate <sep> prostatic fascia <sep> prostatic sheath <sep> visceral fascia of prostate
fma:Prostatic_fluid	prostatic fluid
fma:Prostatic_gland	prostatic duct tree <sep> prostatic gland <sep> tubulo-acinar gland of prostate
fma:Prostatic_nerve_plexus	prostatic nerve plexus <sep> prostatic plexus <sep> plexus nervosus prostaticus <sep> plexus prostaticus
fma:Prostatic_venous_plexus	prostatic venous plexus <sep> pudendal venous plexus <sep> plexus venosus prostaticus
fma:Proximal_convoluted_tubule	proximal convoluted renal tubule <sep> proximal convoluted tubule <sep> tubulus contortus proximalis
fma:Proximal_epiphysis_of_distal_phalanx_of_index_finger	basal epiphysis of distal phalanx of index finger <sep> base of distal phalanx of index finger <sep> base of distal phalanx of second digit of hand <sep> base of distal phalanx of second finger <sep> proximal epiphysis of distal phalanx of index finger
fma:Proximal_epiphysis_of_phalanx_of_index_finger	basal epiphysis of phalanx of index finger <sep> base of phalanx of index finger <sep> base of phalanx of second digit of hand <sep> base of phalanx of second finger <sep> proximal epiphysis of phalanx of index finger
fma:Proximal_epiphysis_of_distal_phalanx_of_little_finger	basal epiphysis of distal phalanx of fifth finger <sep> basal epiphysis of distal phalanx of little finger <sep> base of distal phalanx of fifth digit of hand <sep> base of distal phalanx of fifth finger <sep> base of distal phalanx of little finger <sep> proximal epiphysis of distal phalanx of little finger
fma:Proximal_epiphysis_of_phalanx_of_little_finger	basal epiphysis of phalanx of fifth finger <sep> basal epiphysis of phalanx of little finger <sep> base of phalanx of fifth digit of hand <sep> base of phalanx of fifth finger <sep> base of phalanx of little finger <sep> proximal epiphysis of phalanx of little finger
fma:Proximal_epiphysis_of_distal_phalanx_of_middle_finger	base of distal phalanx of middle finger <sep> base of distal phalanx of third digit of hand <sep> base of distal phalanx of third finger <sep> proximal epiphysis of distal phalanx of middle finger
fma:Proximal_epiphysis_of_phalanx_of_middle_finger	basal epiphysis of phalanx of middle finger <sep> base of phalanx of middle finger <sep> base of phalanx of third digit of hand <sep> base of phalanx of third finger <sep> proximal epiphysis of phalanx of middle finger
fma:Proximal_epiphysis_of_distal_phalanx_of_ring_finger	basal epiphysis of distal phalanx of fourth finger <sep> basal epiphysis of distal phalanx of ring finger <sep> base of distal phalanx of fourth digit of hand <sep> base of distal phalanx of fourth finger <sep> base of distal phalanx of ring finger <sep> proximal epiphysis of distal phalanx of ring finger
fma:Proximal_epiphysis_of_phalanx_of_ring_finger	basal epiphysis of phalanx of ring finger <sep> base of phalanx of fourth digit of hand <sep> base of phalanx of fourth finger <sep> base of phalanx of ring finger <sep> proximal epiphysis of phalanx of ring finger
fma:Proximal_epiphysis_of_distal_phalanx_of_thumb	base of distal phalanx of thumb <sep> proximal epiphysis of distal phalanx of thumb
fma:Proximal_epiphysis_of_phalanx_of_thumb	basal epiphysis of phalanx of thumb <sep> base of phalanx of first digit of hand <sep> base of phalanx of thumb <sep> proximal epiphysis of phalanx of thumb
fma:Proximal_epiphysis_of_femur	proximal epiphysis of femur
fma:Proximal_epiphysis_of_fifth_metacarpal_bone	base of fifth metacarpal bone <sep> fifth metacarpal bone base <sep> proximal end of fifth metacarpal bone <sep> proximal epiphysis of fifth metacarpal bone
fma:Proximal_epiphysis_of_metacarpal_bone	base of metacarpal bone <sep> metacarpal bone base <sep> proximal end of metacarpal bone <sep> proximal epiphysis of metacarpal bone <sep> upper end of metacarpal bone <sep> basis ossis metacarpi
fma:Proximal_epiphysis_of_fifth_metatarsal_bone	base of fifth metatarsal bone <sep> proximal end of fifth metatarsal bone <sep> proximal epiphysis of fifth metatarsal bone
fma:Proximal_epiphysis_of_metatarsal_bone	base of metatarsal bone <sep> proximal end of metatarsal bone <sep> proximal epiphysis of metatarsal bone <sep> upper end of metatarsal bone <sep> basis ossis metatarsi
fma:Proximal_epiphysis_of_first_metacarpal_bone	base of first metacarpal bone <sep> first metacarpal bone base <sep> proximal epiphysis of first metacarpal bone
fma:Proximal_epiphysis_of_first_metatarsal_bone	base of first metatarsal bone <sep> proximal end of first metatarsal bone <sep> proximal epiphysis of first metatarsal bone
fma:Proximal_epiphysis_of_fourth_metacarpal_bone	base of fourth metacarpal bone <sep> fourth metacarpal bone base <sep> proximal end of fourth metacarpal bone <sep> proximal epiphysis of fourth metacarpal bone
fma:Proximal_epiphysis_of_fourth_metatarsal_bone	base of fourth metatarsal bone <sep> proximal end of fourth metatarsal bone <sep> proximal epiphysis of fourth metatarsal bone
fma:Proximal_epiphysis_of_humerus	proximal end of humerus <sep> proximal epiphysis of humerus <sep> upper end of humerus
fma:Proximal_epiphysis_of_middle_phalanx_of_index_finger	basal epiphysis of middle phalanx of index finger <sep> base of middle phalanx of index finger <sep> base of middle phalanx of second digit of hand <sep> base of middle phalanx of second finger <sep> proximal epiphysis of middle phalanx of index finger
fma:Proximal_epiphysis_of_middle_phalanx_of_little_finger	basal epiphysis of middle phalanx of fifth finger <sep> basal epiphysis of middle phalanx of little finger <sep> base of middle phalanx of fifth digit of hand <sep> base of middle phalanx of fifth finger <sep> base of middle phalanx of little finger <sep> proximal epiphysis of middle phalanx of little finger
fma:Proximal_epiphysis_of_middle_phalanx_of_middle_finger	basal epiphysis of middle phalanx of middle finger <sep> base of middle phalanx of middle finger <sep> base of middle phalanx of third digit of hand <sep> base of middle phalanx of third finger <sep> proximal epiphysis of middle phalanx of middle finger
fma:Proximal_epiphysis_of_middle_phalanx_of_ring_finger	basal epiphysis of middle phalanx of fourth finger <sep> basal epiphysis of middle phalanx of ring finger <sep> base of middle phalanx of fourth digit of hand <sep> base of middle phalanx of fourth finger <sep> base of middle phalanx of ring finger <sep> proximal epiphysis of middle phalanx of ring finger
fma:Proximal_epiphysis_of_phalanx_of_big_toe	basal epiphysis of phalanx of big toe <sep> basal epiphysis of phalanx of great toe <sep> base of first digit of foot <sep> base of great toe <sep> base of phalanx of big toe <sep> proximal epiphysis of phalanx of big toe
fma:Proximal_epiphysis_of_phalanx_of_toe	basal epiphysis of phalanx of foot <sep> base of phalanx of foot <sep> basis phalangis (pedis) <sep> proximal epiphysis of phalanx of toe <sep> basis phalangis pedis
fma:Proximal_epiphysis_of_phalanx_of_finger	basal epiphysis of phalanx of finger <sep> base of phalanx of finger <sep> proximal epiphysis of phalanx of finger <sep> basis phalangis manus
fma:Proximal_epiphysis_of_phalanx_of_fourth_toe	basal epiphysis of phalanx of fourth toe <sep> base of phalanx of fourth digit of foot <sep> base of phalanx of fourth toe <sep> proximal epiphysis of phalanx of fourth toe
fma:Proximal_epiphysis_of_phalanx_of_hand	basis phalangis (manus) <sep> proximal epiphysis of phalanx of hand
fma:Proximal_epiphysis_of_phalanx_of_little_toe	basal epiphysis of phalanx of little toe <sep> base of phalanx of fifth digit of foot <sep> base of phalanx of fifth toe <sep> base of phalanx of little toe <sep> proximal epiphysis of phalanx of little toe
fma:Proximal_epiphysis_of_phalanx_of_second_toe	basal epiphysis of phalanx of second toe <sep> base of phalanx of second digit of foot <sep> base of phalanx of second toe <sep> proximal epiphysis of phalanx of second toe
fma:Proximal_epiphysis_of_phalanx_of_third_toe	basal epiphysis of phalanx of third toe <sep> base of phalanx of third digit of foot <sep> base of phalanx of third toe <sep> proximal epiphysis of phalanx of third toe
fma:Proximal_epiphysis_of_proximal_phalanx_of_index_finger	base of proximal phalanx of index finger <sep> base of proximal phalanx of second digit of hand <sep> base of proximal phalanx of second finger <sep> proximal epiphysis of proximal phalanx of index finger
fma:Proximal_epiphysis_of_proximal_phalanx_of_little_finger	basal epiphysis of proximal phalanx of little finger <sep> base of proximal phalanx of fifth digit of hand <sep> base of proximal phalanx of fifth finger <sep> base of proximal phalanx of little finger <sep> proximal epiphysis of proximal phalanx of little finger
fma:Proximal_epiphysis_of_proximal_phalanx_of_middle_finger	basal epiphysis of proximal phalanx of middle finger <sep> base of proximal phalanx of middle finger <sep> base of proximal phalanx of third digit of hand <sep> base of proximal phalanx of third finger <sep> proximal epiphysis of proximal phalanx of middle finger
fma:Proximal_epiphysis_of_proximal_phalanx_of_ring_finger	basal epiphysis of proximal phalanx of fourth finger <sep> basal epiphysis of proximal phalanx of ring finger <sep> base of proximal phalanx of fourth digit of hand <sep> base of proximal phalanx of fourth finger <sep> base of proximal phalanx of ring finger <sep> proximal epiphysis of proximal phalanx of ring finger
fma:Proximal_epiphysis_of_proximal_phalanx_of_thumb	basal epiphysis of proximal phalanx of thumb <sep> base of proximal phalanx of thumb <sep> proximal epiphysis of proximal phalanx of thumb
fma:Proximal_epiphysis_of_radius	proximal end of radius <sep> proximal epiphysis of radius <sep> upper end of radius
fma:Proximal_epiphysis_of_second_metacarpal_bone	base of second metacarpal bone <sep> proximal end of second metacarpal bone <sep> proximal epiphysis of second metacarpal bone <sep> second metacarpal bone base
fma:Proximal_epiphysis_of_second_metatarsal_bone	base of second metatarsal bone <sep> proximal end of second metatarsal bone <sep> proximal epiphysis of second metatarsal bone
fma:Proximal_epiphysis_of_third_metacarpal_bone	base of third metacarpal bone <sep> proximal end of third metacarpal bone <sep> proximal epiphysis of third metacarpal bone <sep> third metacarpal bone base
fma:Proximal_epiphysis_of_third_metatarsal_bone	base of third metatarsal bone <sep> proximal end of third metatarsal bone <sep> proximal epiphysis of third metatarsal bone
fma:Proximal_epiphysis_of_ulna	head of ulna <sep> proximal end of ulna <sep> proximal epiphysis of ulna <sep> upper end of ulna
fma:Proximal_interphalangeal_joint_of_fourth_toe	proximal interphalangeal joint of fourth digit of foot <sep> proximal interphalangeal joint of fourth toe
fma:Proximal_interphalangeal_joint_of_index_finger	proximal interphalangeal joint of index finger
fma:Proximal_interphalangeal_joint_of_little_finger	proximal interphalangeal joint of little finger
fma:Proximal_interphalangeal_joint_of_little_toe	proximal interphalangeal joint of fifth digit of foot <sep> proximal interphalangeal joint of fifth toe <sep> proximal interphalangeal joint of little toe
fma:Proximal_interphalangeal_joint_of_middle_finger	proximal interphalangeal joint of middle finger
fma:Proximal_interphalangeal_joint_of_ring_finger	proximal interphalangeal joint of ring finger
fma:Proximal_interphalangeal_joint_of_second_toe	proximal interphalangeal joint of second digit of foot <sep> proximal interphalangeal joint of second toe
