Entity-IRI	Entity-Lexicon
snomed:Structure_of_posterior_tibiofibular_ligament	structure of posterior tibiofibular ligament
snomed:Structure_of_posterior_transverse_temporal_gyrus	structure of posterior transverse temporal gyrus
snomed:Structure_of_posterior_tympanic_artery	structure of posterior tympanic artery
snomed:Structure_of_stylomastoid_artery	structure of stylomastoid artery
snomed:Structure_of_posterior_vagal_trunk	structure of posterior vagal trunk
snomed:Structure_of_posterior_vein_of_left_ventricle	structure of posterior vein of left ventricle
snomed:Structure_of_ventricular_vein	structure of ventricular vein
snomed:Structure_of_posterior_vestibular_vein	structure of posterior vestibular vein
snomed:Structure_of_posterior_wall_of_hypopharynx	structure of posterior wall of hypopharynx
snomed:Structure_of_posterior_wall_of_oropharynx	structure of posterior wall of oropharynx
snomed:Structure_of_posterior_wall_of_tympanic_cavity	structure of posterior wall of tympanic cavity
snomed:Structure_of_posterior_wall_of_urinary_bladder	structure of posterior wall of urinary bladder
snomed:Structure_of_posterior_wall_of_vagina	structure of posterior wall of vagina
snomed:Structure_of_postlaminar_part_of_optic_nerve	structure of postlaminar part of optic nerve
snomed:Structure_of_postvesicular_lymph_node	structure of postvesicular lymph node
snomed:Structure_of_prececal_lymph_node	structure of prececal lymph node
snomed:Structure_of_precentral_sulcus	structure of precentral sulcus
snomed:Structure_of_precordium	structure of precordium
snomed:Structure_of_surface_region_of_thorax	structure of surface region of thorax
snomed:Structure_of_precuneus	structure of precuneus
snomed:Structure_of_preductal_region_of_aortic_arch	structure of preductal region of aortic arch
snomed:Structure_of_prelaminar_part_of_optic_nerve	structure of prelaminar part of optic nerve
snomed:Structure_of_prelaryngeal_lymph_node	structure of prelaryngeal lymph node
snomed:Structure_of_preoccipital_notch	structure of preoccipital notch
snomed:Structure_of_preoptic_periventricular_nucleus	structure of preoptic periventricular nucleus
snomed:Structure_of_prepatellar_bursa	structure of prepatellar bursa
snomed:Structure_of_prepericardial_lymph_node	structure of prepericardial lymph node
snomed:Structure_of_preputial_gland	structure of preputial gland
snomed:Structure_of_prepyloric_vein	structure of prepyloric vein
snomed:Structure_of_tributary_of_right_gastric_vein	structure of tributary of right gastric vein
snomed:Structure_of_prepyramidal_fissure	structure of prepyramidal fissure
snomed:Structure_of_prerubral_area	structure of prerubral area
snomed:Structure_of_presymphysial_lymph_node	structure of presymphysial lymph node
snomed:Structure_of_pretracheal_layer_of_cervical_fascia	structure of pretracheal layer of cervical fascia
snomed:Structure_of_pretracheal_lymph_node	structure of pretracheal lymph node
snomed:Structure_of_prevertebral_layer_of_cervical_fascia	structure of prevertebral layer of cervical fascia
snomed:Structure_of_prevertebral_lymph_node	structure of prevertebral lymph node
snomed:Structure_of_prevesicular_lymph_node	structure of prevesicular lymph node
snomed:Structure_of_primary_fissure_of_cerebellum	structure of primary fissure of cerebellum
snomed:Structure_of_primary_ovarian_follicle	structure of primary ovarian follicle
snomed:Structure_of_primordial_sex_cell	structure of primordial sex cell
snomed:Structure_of_procerus_muscle	structure of procerus muscle
snomed:Structure_of_profunda_artery_of_tongue	structure of profunda artery of tongue
snomed:Structure_of_promontory_common_iliac_lymph_node	structure of promontory common iliac lymph node
snomed:Structure_of_pronator_quadratus_muscle	structure of pronator quadratus muscle
snomed:Structure_of_proper_plantar_digital_nerves	structure of proper plantar digital nerves
snomed:Structure_of_proper_volar_digital_arteries	structure of proper volar digital arteries
snomed:Structure_of_prostatic_fascia	structure of prostatic fascia
snomed:Structure_of_prostatic_isthmus	structure of prostatic isthmus
snomed:Structure_of_prostatic_utricle	structure of prostatic utricle
snomed:Structure_of_prostatic_venous_plexus	structure of prostatic venous plexus
snomed:Structure_of_proximal_epiphysis_of_femur	structure of proximal epiphysis of femur
snomed:Structure_of_proximal_epiphysis_of_radius	structure of proximal epiphysis of radius
snomed:Structure_of_proximal_phalanx_of_foot	structure of proximal phalanx of foot
snomed:Structure_of_proximal_phalanx_of_fourth_toe	structure of proximal phalanx of fourth toe
snomed:Structure_of_proximal_phalanx_of_great_toe	structure of proximal phalanx of great toe
snomed:Structure_of_proximal_phalanx_of_index_finger	structure of proximal phalanx of index finger
snomed:Structure_of_proximal_phalanx_of_little_finger	structure of proximal phalanx of little finger
snomed:Structure_of_proximal_phalanx_of_little_toe	structure of proximal phalanx of little toe
snomed:Structure_of_proximal_phalanx_of_middle_finger	structure of proximal phalanx of middle finger
snomed:Structure_of_proximal_phalanx_of_ring_finger	structure of proximal phalanx of ring finger
snomed:Structure_of_proximal_phalanx_of_second_toe	structure of proximal phalanx of second toe
snomed:Structure_of_proximal_phalanx_of_third_toe	structure of proximal phalanx of third toe
snomed:Structure_of_proximal_portion_of_anterior_descending_branch_of_left_coronary_artery	structure of proximal portion of anterior descending branch of left coronary artery
snomed:Structure_of_proximal_portion_of_circumflex_branch_of_left_coronary_artery	structure of proximal portion of circumflex branch of left coronary artery
snomed:Structure_of_proximal_portion_of_ileum	structure of proximal portion of ileum
snomed:Structure_of_proximal_portion_of_right_coronary_artery	structure of proximal portion of right coronary artery
snomed:Structure_of_psoas_major_muscle	structure of psoas major muscle
snomed:Structure_of_psoas_muscle	structure of psoas muscle
snomed:Structure_of_psoas_minor_muscle	structure of psoas minor muscle
snomed:Structure_of_pterygoid_plexus_and_vein_of_the_pterygoid_canal	structure of pterygoid plexus and vein of the pterygoid canal
snomed:Structure_of_tributary_of_deep_facial_vein	structure of tributary of deep facial vein
snomed:Structure_of_pterygoid_process_of_sphenoid_bone	structure of pterygoid process of sphenoid bone
snomed:Structure_of_pterygomandibular_raphe	structure of pterygomandibular raphe
snomed:Structure_of_pterygopalatine_fossa	structure of pterygopalatine fossa
snomed:Structure_of_pubic_branch_of_inferior_epigastric_artery	structure of pubic branch of inferior epigastric artery
snomed:Structure_of_pubic_crest	structure of pubic crest
snomed:Structure_of_pubic_tubercle	structure of pubic tubercle
snomed:Structure_of_pubococcygeus_muscle	structure of pubococcygeus muscle
snomed:Structure_of_pubofemoral_ligament	structure of pubofemoral ligament
snomed:Structure_of_puborectalis_muscle	structure of puborectalis muscle
snomed:Structure_of_pudendal_canal	structure of pudendal canal
snomed:Structure_of_pudendal_cleft	structure of pudendal cleft
snomed:Structure_of_pudendal_venous_plexus	structure of pudendal venous plexus
snomed:Structure_of_pulmonary_ligament	structure of pulmonary ligament
snomed:Structure_of_pulmonary_sulcus_of_thorax	structure of pulmonary sulcus of thorax
snomed:Structure_of_pupil_of_both_eyes	structure of pupil of both eyes
snomed:Structure_of_pupil_of_left_eye	structure of pupil of left eye
snomed:Structure_of_pupil_of_right_eye	structure of pupil of right eye
snomed:Zone_of_iris	zone of iris
snomed:Structure_of_purkinje_cell_layer_of_cerebellar_cortex	structure of purkinje cell layer of cerebellar cortex
snomed:Structure_of_purkinje_fibers	structure of purkinje fibers
snomed:Structure_of_putamen	structure of putamen
snomed:Structure_of_pyloric_canal	structure of pyloric canal
snomed:Structure_of_pyloric_gland	structure of pyloric gland
snomed:Structure_of_pyloric_lymph_node	structure of pyloric lymph node
snomed:Structure_of_pyloric_ostium_of_stomach	structure of pyloric ostium of stomach
snomed:Structure_of_pyramidal_decussation	structure of pyramidal decussation
snomed:Structure_of_pyramidal_lobe_of_thyroid	structure of pyramidal lobe of thyroid
snomed:Structure_of_pyramidalis_muscle	structure of pyramidalis muscle
snomed:Structure_of_quadrate_lobe_of_liver	structure of quadrate lobe of liver
snomed:Structure_of_quadratus_femoris_muscle	structure of quadratus femoris muscle
snomed:Structure_of_quadratus_lumborum_muscle	structure of quadratus lumborum muscle
snomed:Structure_of_tendon_and_tendon_sheath_of_hip_and_lower_extremity	structure of tendon and tendon sheath of hip and lower extremity
snomed:Tendon_of_anterior_thigh_muscle	tendon of anterior thigh muscle
snomed:Structure_of_radial_head_of_flexor_digitorum_superficialis_muscle	structure of radial head of flexor digitorum superficialis muscle
snomed:Structure_of_radial_nerve_communicating_branch_with_ulnar_nerve	structure of radial nerve communicating branch with ulnar nerve
snomed:Structure_of_radial_nerve_muscular_branches	structure of radial nerve muscular branches
snomed:Structure_of_radial_nerve_superficial_branch	structure of radial nerve superficial branch
snomed:Structure_of_radial_notch_of_ulna	structure of radial notch of ulna
snomed:Structure_of_radial_recurrent_artery	structure of radial recurrent artery
snomed:Structure_of_radial_tuberosity	structure of radial tuberosity
snomed:Structure_of_radial_vein	structure of radial vein
snomed:Structure_of_tributary_of_brachial_vein	structure of tributary of brachial vein
snomed:Structure_of_radialis_indicis_artery	structure of radialis indicis artery
snomed:Structure_of_radiate_ligament_of_head_of_rib	structure of radiate ligament of head of rib
snomed:Structure_of_radicular_pulp_of_tooth	structure of radicular pulp of tooth
snomed:Structure_of_radius_of_lens	structure of radius of lens
snomed:Structure_of_raphe_of_medulla_oblongata	structure of raphe of medulla oblongata
snomed:Structure_of_raphe_penis	structure of raphe penis
snomed:Structure_of_rectal_ampulla	structure of rectal ampulla
snomed:Structure_of_rectal_lumen	structure of rectal lumen
snomed:Structure_of_rectovaginal_septum	structure of rectovaginal septum
snomed:Structure_of_rectovesical_pouch	structure of rectovesical pouch
snomed:Structure_of_rectovesical_septum	structure of rectovesical septum
snomed:Structure_of_rectus_abdominis_muscle	structure of rectus abdominis muscle
snomed:Structure_of_recurrent_interosseous_artery	structure of recurrent interosseous artery
snomed:Structure_of_recurrent_meningeal_branch_of_lacrimal_artery	structure of recurrent meningeal branch of lacrimal artery
snomed:Structure_of_red_bone_marrow	structure of red bone marrow
snomed:Type_of_bone_marrow	type of bone marrow
snomed:Structure_of_reflected_head_of_rectus_femoris_muscle	structure of reflected head of rectus femoris muscle
snomed:Vascular_structure_of_abdominal_organ	vascular structure of abdominal organ
snomed:Structure_of_renal_impression_of_liver	structure of renal impression of liver
snomed:Structure_of_renal_plexus	structure of renal plexus
snomed:Structure_of_renal_surface_of_spleen	structure of renal surface of spleen
snomed:Structure_of_respiratory_bronchiole	structure of respiratory bronchiole
snomed:Structure_of_respiratory_system_and_or_intrathoracic_structure	structure of respiratory system and or intrathoracic structure
snomed:Structure_of_rete_testis	structure of rete testis
snomed:Structure_of_reticular_formation_of_medulla_oblongata	structure of reticular formation of medulla oblongata
snomed:Structure_of_reticular_formation_of_midbrain	structure of reticular formation of midbrain
snomed:Structure_of_reticular_formation_of_pons	structure of reticular formation of pons
snomed:Structure_of_reticular_formation_of_spinal_cord	structure of reticular formation of spinal cord
snomed:Structure_of_retina_of_both_eyes	structure of retina of both eyes
snomed:Structure_of_retina_of_left_eye	structure of retina of left eye
snomed:Structure_of_retina_of_right_eye	structure of retina of right eye
snomed:Structure_of_retinaculum_extensorum_of_hand	structure of retinaculum extensorum of hand
snomed:Structure_of_retinaculum_flexorum_of_hand	structure of retinaculum flexorum of hand
snomed:Structure_of_retrocecal_lymph_node	structure of retrocecal lymph node
snomed:Structure_of_retrocecal_recess	structure of retrocecal recess
snomed:Structure_of_retroduodenal_recess	structure of retroduodenal recess
snomed:Structure_of_retrohyoid_bursa	structure of retrohyoid bursa
snomed:Structure_of_retromammary_fat	structure of retromammary fat
snomed:Structure_of_retromandibular_vein	structure of retromandibular vein
snomed:Structure_of_retromolar_area_of_mouth	structure of retromolar area of mouth
snomed:Structure_of_retropharyngeal_area	structure of retropharyngeal area
snomed:Structure_of_retropharyngeal_lymph_node	structure of retropharyngeal lymph node
snomed:Structure_of_retropubic_space	structure of retropubic space
snomed:Structure_of_retropyloric_lymph_node	structure of retropyloric lymph node
snomed:Structure_of_reuniens_nucleus_of_thalamus	structure of reuniens nucleus of thalamus
snomed:Structure_of_rhinal_sulcus	structure of rhinal sulcus
snomed:Structure_of_rhomboid_major_muscle	structure of rhomboid major muscle
snomed:Structure_of_rhomboid_minor_muscle	structure of rhomboid minor muscle
snomed:Structure_of_rhomboidal_nucleus_of_thalamus	structure of rhomboidal nucleus of thalamus
snomed:Structure_of_right_anterior_cerebral_artery	structure of right anterior cerebral artery
snomed:Structure_of_right_middle_cerebral_artery	structure of right middle cerebral artery
snomed:Structure_of_right_posterior_cerebral_artery	structure of right posterior cerebral artery
snomed:Structure_of_right_anterior_tibial_artery	structure of right anterior tibial artery
snomed:Structure_of_right_popliteal_artery	structure of right popliteal artery
snomed:Structure_of_right_apical_segmental_bronchus	structure of right apical segmental bronchus
snomed:Structure_of_right_auricular_appendage	structure of right auricular appendage
snomed:Structure_of_right_axillary_artery	structure of right axillary artery
snomed:Structure_of_right_axillary_region	structure of right axillary region
snomed:Structure_of_right_branch_of_atrioventricular_bundle	structure of right branch of atrioventricular bundle
snomed:Structure_of_right_branch_of_hepatic_artery	structure of right branch of hepatic artery
snomed:Structure_of_right_bronchial_lumen	structure of right bronchial lumen
snomed:Structure_of_right_carotid_sinus	structure of right carotid sinus
snomed:Structure_of_right_colic_artery	structure of right colic artery
snomed:Structure_of_right_colic_flexure	structure of right colic flexure
snomed:Structure_of_right_colic_lymph_node	structure of right colic lymph node
snomed:Structure_of_right_colic_vein	structure of right colic vein
snomed:Structure_of_right_common_iliac_artery	structure of right common iliac artery
snomed:Structure_of_right_coronary_sulcus	structure of right coronary sulcus
snomed:Structure_of_right_corpus_cavernosum_of_clitoris	structure of right corpus cavernosum of clitoris
snomed:Structure_of_right_side_of_vulva	structure of right side of vulva
snomed:Structure_of_right_crus_of_diaphragm	structure of right crus of diaphragm
snomed:Structure_of_right_cusp_of_aortic_valve	structure of right cusp of aortic valve
snomed:Structure_of_right_cusp_of_pulmonic_valve	structure of right cusp of pulmonic valve
snomed:Structure_of_right_external_carotid_artery	structure of right external carotid artery
snomed:Structure_of_right_external_iliac_artery	structure of right external iliac artery
snomed:Structure_of_right_femoral_artery	structure of right femoral artery
snomed:Structure_of_right_femoral_region	structure of right femoral region
snomed:Structure_of_right_gastric_artery	structure of right gastric artery
snomed:Structure_of_right_gastric_vein	structure of right gastric vein
snomed:Structure_of_right_gastroepiploic_artery	structure of right gastroepiploic artery
snomed:Structure_of_right_gastroepiploic_vein	structure of right gastroepiploic vein
snomed:Structure_of_tributary_of_superior_mesenteric_vein	structure of tributary of superior mesenteric vein
snomed:Structure_of_right_hemidiaphragm	structure of right hemidiaphragm
snomed:Structure_of_right_hepatic_duct	structure of right hepatic duct
snomed:Structure_of_right_hepatic_duct_of_caudate_lobe	structure of right hepatic duct of caudate lobe
snomed:Structure_of_right_hepatic_vein	structure of right hepatic vein
snomed:Structure_of_right_horn_of_uterus	structure of right horn of uterus
snomed:Structure_of_right_inferior_parathyroid_gland	structure of right inferior parathyroid gland
snomed:Structure_of_right_inguinal_triangle	structure of right inguinal triangle
snomed:Structure_of_right_internal_iliac_artery	structure of right internal iliac artery
snomed:Structure_of_right_labium_majus	structure of right labium majus
snomed:Structure_of_right_labium_minus	structure of right labium minus
snomed:Structure_of_right_lateral_border_of_body_of_sternum	structure of right lateral border of body of sternum
snomed:Structure_of_right_lateral_nasopharynx	structure of right lateral nasopharynx
snomed:Structure_of_right_lobe_of_thymus	structure of right lobe of thymus
snomed:Structure_of_right_lobe_of_thyroid_gland	structure of right lobe of thyroid gland
snomed:Structure_of_right_lower_eyelid	structure of right lower eyelid
snomed:Structure_of_right_lower_lobe_anterior_segmental_bronchus	structure of right lower lobe anterior segmental bronchus
snomed:Structure_of_right_lower_lobe_apical_segmental_bronchus	structure of right lower lobe apical segmental bronchus
snomed:Structure_of_right_lower_lobe_bronchial_lumen	structure of right lower lobe bronchial lumen
snomed:Structure_of_right_lower_lobe_lateral_segmental_bronchus	structure of right lower lobe lateral segmental bronchus
snomed:Structure_of_right_lower_lobe_medial_segmental_bronchus	structure of right lower lobe medial segmental bronchus
snomed:Structure_of_right_lower_lobe_posterior_segmental_bronchus	structure of right lower lobe posterior segmental bronchus
snomed:Structure_of_right_lower_quadrant_of_abdomen	structure of right lower quadrant of abdomen
snomed:Structure_of_right_main_branch_of_portal_vein	structure of right main branch of portal vein
snomed:Structure_of_right_margin_of_heart	structure of right margin of heart
snomed:Structure_of_right_margin_of_tongue	structure of right margin of tongue
snomed:Structure_of_right_margin_of_uterus	structure of right margin of uterus
snomed:Structure_of_right_middle_lobe_bronchial_lumen	structure of right middle lobe bronchial lumen
snomed:Structure_of_right_middle_lobe_lateral_segmental_bronchus	structure of right middle lobe lateral segmental bronchus
snomed:Structure_of_right_middle_lobe_medial_segmental_bronchus	structure of right middle lobe medial segmental bronchus
snomed:Structure_of_right_ovarian_vein	structure of right ovarian vein
snomed:Structure_of_right_parietal_pleura	structure of right parietal pleura
snomed:Structure_of_right_parotid_gland	structure of right parotid gland
snomed:Structure_of_right_pleural_cavity	structure of right pleural cavity
snomed:Structure_of_right_vertebral_artery	structure of right vertebral artery
snomed:Structure_of_right_posterior_tibial_artery	structure of right posterior tibial artery
snomed:Structure_of_right_pulmonary_artery	structure of right pulmonary artery
snomed:Structure_of_right_radial_artery	structure of right radial artery
snomed:Structure_of_right_renal_artery	structure of right renal artery
snomed:Structure_of_right_renal_vein	structure of right renal vein
snomed:Structure_of_right_shoulder_region	structure of right shoulder region
snomed:Structure_of_right_side_of_face	structure of right side of face
snomed:Structure_of_right_sinus_of_Valsalva	structure of right sinus of valsalva
snomed:Structure_of_right_subapical_segmental_bronchus	structure of right subapical segmental bronchus
snomed:Structure_of_subapical_segment_of_right_lower_lobe_of_lung	structure of subapical segment of right lower lobe of lung
snomed:Structure_of_right_subclavian_artery	structure of right subclavian artery
snomed:Structure_of_right_sublingual_gland	structure of right sublingual gland
snomed:Structure_of_right_submaxillary_gland	structure of right submaxillary gland
snomed:Structure_of_right_superior_intercostal_vein	structure of right superior intercostal vein
snomed:Structure_of_right_superior_parathyroid_gland	structure of right superior parathyroid gland
snomed:Structure_of_right_suprarenal_vein	structure of right suprarenal vein
snomed:Structure_of_right_testicular_vein	structure of right testicular vein
snomed:Structure_of_right_thoracic_cavity	structure of right thoracic cavity
snomed:Structure_of_right_ulnar_artery	structure of right ulnar artery
snomed:Structure_of_right_umbilical_vein	structure of right umbilical vein
snomed:Structure_of_right_upper_eyelid	structure of right upper eyelid
snomed:Structure_of_right_upper_lobe_anterior_segmental_bronchus	structure of right upper lobe anterior segmental bronchus
snomed:Structure_of_right_upper_lobe_bronchial_lumen	structure of right upper lobe bronchial lumen
snomed:Structure_of_right_upper_lobe_posterior_segmental_bronchus	structure of right upper lobe posterior segmental bronchus
snomed:Structure_of_right_upper_quadrant_of_abdomen	structure of right upper quadrant of abdomen
snomed:Structure_of_right_ventricular_fold_of_larynx	structure of right ventricular fold of larynx
snomed:Structure_of_right_visceral_pleura	structure of right visceral pleura
snomed:Structure_of_right_wall_of_urinary_bladder	structure of right wall of urinary bladder
snomed:Structure_of_right_wrist	structure of right wrist
snomed:Structure_of_rima_oris	structure of rima oris
snomed:Structure_of_rima_vestibuli	structure of rima vestibuli
snomed:Structure_of_vestibule_of_larynx	structure of vestibule of larynx
snomed:Structure_of_risorius_muscle	structure of risorius muscle
snomed:Structure_of_root_canal_of_tooth	structure of root canal of tooth
snomed:Structure_of_root_of_left_lung	structure of root of left lung
snomed:Structure_of_root_of_mesentery	structure of root of mesentery
snomed:Structure_of_root_of_nose	structure of root of nose
snomed:Structure_of_root_of_right_lung	structure of root of right lung
snomed:Structure_of_root_of_tongue	structure of root of tongue
snomed:Structure_of_rostrum_of_corpus_callosum	structure of rostrum of corpus callosum
snomed:Structure_of_rubrospinal_tract	structure of rubrospinal tract
snomed:Structure_of_sacciform_recess_of_distal_radioulnar_joint	structure of sacciform recess of distal radioulnar joint
snomed:Structure_of_sacral_flexure_of_rectum	structure of sacral flexure of rectum
snomed:Structure_of_sacral_ganglia	structure of sacral ganglia
snomed:Structure_of_sacral_lymph_node	structure of sacral lymph node
snomed:Structure_of_sacral_nerve_ventral_primary_division	structure of sacral nerve ventral primary division
snomed:Structure_of_sacral_promontory	structure of sacral promontory
snomed:Structure_of_sacral_spinal_nerve	structure of sacral spinal nerve
snomed:Structure_of_sacral_splanchnic_nerves	structure of sacral splanchnic nerves
snomed:Structure_of_sacral_tuberosity	structure of sacral tuberosity
snomed:Structure_of_sacral_venous_plexus	structure of sacral venous plexus
snomed:Structure_of_sacrospinous_ligament	structure of sacrospinous ligament
snomed:Structure_of_sagittal_suture_of_skull	structure of sagittal suture of skull
snomed:Structure_of_salpingopharyngeal_fold	structure of salpingopharyngeal fold
snomed:Structure_of_saphenous_nerve	structure of saphenous nerve
snomed:Structure_of_saphenous_nerve_infrapatellar_branch	structure of saphenous nerve infrapatellar branch
snomed:Structure_of_sartorius_muscle	structure of sartorius muscle
snomed:Structure_of_scalenus_anterior_muscle	structure of scalenus anterior muscle
snomed:Structure_of_scalenus_medius_muscle	structure of scalenus medius muscle
snomed:Structure_of_scalenus_posterior_muscle	structure of scalenus posterior muscle
snomed:Structure_of_scaphoid_tubercle	structure of scaphoid tubercle
snomed:Structure_of_sclera_proper	structure of sclera proper
snomed:Structure_of_scleral_spur	structure of scleral spur
snomed:Structure_of_scrotal_raphe	structure of scrotal raphe
snomed:Structure_of_scrotal_septum	structure of scrotal septum
snomed:Structure_of_second_coccygeal_vertebra	structure of second coccygeal vertebra
snomed:Structure_of_second_costal_cartilage	structure of second costal cartilage
snomed:Structure_of_second_left_lumbar_vein	structure of second left lumbar vein
snomed:Structure_of_second_metatarsal_facet_of_intermediate_cuneiform_bone	structure of second metatarsal facet of intermediate cuneiform bone
snomed:Structure_of_second_posterior_intercostal_artery	structure of second posterior intercostal artery
snomed:Structure_of_second_right_lumbar_vein	structure of second right lumbar vein
snomed:Structure_of_second_sacral_vertebra	structure of second sacral vertebra
snomed:Structure_of_semimembranosus_muscle_bursa	structure of semimembranosus muscle bursa
snomed:Structure_of_seminal_vesicle_lumen	structure of seminal vesicle lumen
snomed:Structure_of_semispinalis_capitis_muscle	structure of semispinalis capitis muscle
snomed:Structure_of_semispinalis_muscle	structure of semispinalis muscle
snomed:Structure_of_semispinalis_cervicis_muscle	structure of semispinalis cervicis muscle
snomed:Structure_of_semispinalis_thoracis_muscle	structure of semispinalis thoracis muscle
snomed:Structure_of_sensory_root_of_trigeminal_nerve	structure of sensory root of trigeminal nerve
snomed:Structure_of_septal_leaflet_of_tricuspid_valve	structure of septal leaflet of tricuspid valve
snomed:Structure_of_septal_papillary_muscle_of_right_ventricle	structure of septal papillary muscle of right ventricle
snomed:Structure_of_septum_of_glans_penis	structure of septum of glans penis
snomed:Structure_of_septum_of_penis	structure of septum of penis
snomed:Structure_of_tunica_albuginea_of_corpus_cavernosum_of_penis	structure of tunica albuginea of corpus cavernosum of penis
snomed:Structure_of_septum_of_testis	structure of septum of testis
snomed:Structure_of_septum_of_tongue	structure of septum of tongue
snomed:Structure_of_septum_secundum	structure of septum secundum
snomed:Structure_of_serosa_of_gallbladder	structure of serosa of gallbladder
snomed:Structure_of_serous_capsule_of_liver	structure of serous capsule of liver
snomed:Structure_of_serous_coat_of_spleen	structure of serous coat of spleen
snomed:Structure_of_sertoli_cell	structure of sertoli cell
snomed:Structure_of_sesamoid_bone_of_hand	structure of sesamoid bone of hand
snomed:Structure_of_seventh_costal_cartilage	structure of seventh costal cartilage
snomed:Structure_of_shaft_of_clavicle	structure of shaft of clavicle
snomed:Structure_of_shaft_of_eighth_rib	structure of shaft of eighth rib
snomed:Structure_of_shaft_of_rib	structure of shaft of rib
snomed:Structure_of_shaft_of_eleventh_rib	structure of shaft of eleventh rib
snomed:Structure_of_shaft_of_fifth_metacarpal_bone	structure of shaft of fifth metacarpal bone
snomed:Structure_of_shaft_of_fifth_metatarsal_bone	structure of shaft of fifth metatarsal bone
snomed:Structure_of_shaft_of_fifth_rib	structure of shaft of fifth rib
snomed:Structure_of_shaft_of_first_metacarpal_bone	structure of shaft of first metacarpal bone
snomed:Structure_of_shaft_of_first_metatarsal_bone	structure of shaft of first metatarsal bone
snomed:Structure_of_shaft_of_first_rib	structure of shaft of first rib
snomed:Structure_of_shaft_of_fourth_metacarpal_bone	structure of shaft of fourth metacarpal bone
snomed:Structure_of_shaft_of_fourth_metatarsal_bone	structure of shaft of fourth metatarsal bone
snomed:Structure_of_shaft_of_fourth_rib	structure of shaft of fourth rib
snomed:Structure_of_shaft_of_ninth_rib	structure of shaft of ninth rib
snomed:Structure_of_shaft_of_phalanx_of_foot	structure of shaft of phalanx of foot
snomed:Structure_of_shaft_of_phalanx_of_fourth_toe	structure of shaft of phalanx of fourth toe
snomed:Structure_of_shaft_of_phalanx_of_great_toe	structure of shaft of phalanx of great toe
snomed:Structure_of_shaft_of_phalanx_of_little_toe	structure of shaft of phalanx of little toe
snomed:Structure_of_shaft_of_phalanx_of_second_toe	structure of shaft of phalanx of second toe
snomed:Structure_of_shaft_of_phalanx_of_third_toe	structure of shaft of phalanx of third toe
snomed:Structure_of_shaft_of_second_metacarpal_bone	structure of shaft of second metacarpal bone
snomed:Structure_of_shaft_of_second_metatarsal_bone	structure of shaft of second metatarsal bone
snomed:Structure_of_shaft_of_second_rib	structure of shaft of second rib
snomed:Structure_of_shaft_of_seventh_rib	structure of shaft of seventh rib
snomed:Structure_of_shaft_of_sixth_rib	structure of shaft of sixth rib
snomed:Structure_of_shaft_of_tenth_rib	structure of shaft of tenth rib
snomed:Structure_of_shaft_of_third_metacarpal_bone	structure of shaft of third metacarpal bone
snomed:Structure_of_shaft_of_third_metatarsal_bone	structure of shaft of third metatarsal bone
snomed:Structure_of_shaft_of_third_rib	structure of shaft of third rib
snomed:Structure_of_shaft_of_twelfth_rib	structure of shaft of twelfth rib
snomed:Structure_of_short_gastric_vein	structure of short gastric vein
snomed:Structure_of_short_head_of_biceps_brachii_muscle	structure of short head of biceps brachii muscle
snomed:Structure_of_short_head_of_biceps_femoris_muscle	structure of short head of biceps femoris muscle
snomed:Structure_of_short_insular_gyrus	structure of short insular gyrus
snomed:Structure_of_short_posterior_ciliary_artery	structure of short posterior ciliary artery
snomed:Structure_of_short_process_of_incus	structure of short process of incus
snomed:Structure_of_sigmoid_artery	structure of sigmoid artery
snomed:Structure_of_sigmoid_lymph_node	structure of sigmoid lymph node
snomed:Structure_of_sigmoid_sinus	structure of sigmoid sinus
snomed:Structure_of_sigmoid_vein	structure of sigmoid vein
snomed:Structure_of_sinoatrial_node	structure of sinoatrial node
snomed:Structure_of_sinus_venosus_of_fetus	structure of sinus venosus of fetus
snomed:Structure_of_sinus_venosus_of_sclera	structure of sinus venosus of sclera
snomed:Structure_of_sixth_costal_cartilage	structure of sixth costal cartilage
snomed:Structure_of_small_blood_vessel_organ	structure of small blood vessel organ
snomed:Structure_of_small_cardiac_vein	structure of small cardiac vein
snomed:Structure_of_small_saphenous_vein	structure of small saphenous vein
snomed:Structure_of_smaller_occipital_nerve	structure of smaller occipital nerve
snomed:Structure_of_smallest_cardiac_vein	structure of smallest cardiac vein
snomed:Structure_of_soft_tissue_of_extremity	structure of soft tissue of extremity
snomed:Structure_of_solitary_lymphoid_nodule_of_small_intestine	structure of solitary lymphoid nodule of small intestine
snomed:Structure_of_sphenoethmoidal_recess	structure of sphenoethmoidal recess
snomed:Structure_of_sphenoethmoidal_suture_of_skull	structure of sphenoethmoidal suture of skull
snomed:Structure_of_sphenoid_suture_of_skull	structure of sphenoid suture of skull
snomed:Structure_of_sphenofrontal_suture_of_skull	structure of sphenofrontal suture of skull
snomed:Structure_of_sphenoid_angle_of_parietal_bone	structure of sphenoid angle of parietal bone
snomed:Structure_of_sphenoidal_emissary_foramina	structure of sphenoidal emissary foramina
snomed:Structure_of_sphenomandibular_ligament_of_temporomandibular_joint	structure of sphenomandibular ligament of temporomandibular joint
snomed:Structure_of_sphenomaxillary_suture_of_skull	structure of sphenomaxillary suture of skull
snomed:Structure_of_sphenooccipital_synchondrosis	structure of sphenooccipital synchondrosis
snomed:Structure_of_sphenopalatine_artery	structure of sphenopalatine artery
